Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
11;VVPP;ADJD;erholen;47;NZZ_1999_06_17_a207_seg8_s9;46;Full|Psp;Unvergesslich sind jene Momente, in denen nach einer gewissen Angewöhnungszeit die Füsse trotz wundgeriebenen Stellen nicht mehr schmerzen und die Muskeln am Morgen jubeln, wenn sie wieder in Bewegung gesetzt werden, auch wenn sie sich von den Anstrengungen des Vortages noch nicht vollständig erholt haben .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
12;VVFIN;ADJD;ziehen;4;NZZ_1994_06_08_a55_seg6_s4;9;Full|3|Sg|Past|Ind;Auf diese Weise zog sich die Gruppe praktisch vollständig aus den Gebieten des Anlagebaus, der Oberflächentechnik sowie der angewandten Elektronik und Biotechnologie zurück .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
13;VVPP;ADJD;aufteilen;11;NZZ_1996_07_13_a94_seg17_s6;10;Full|Psp;"Der europäische Farbstoffmarkt war nun bis zum Zweiten Weltkrieg vollständig aufgeteilt ; von liberaler Marktwirtschaft und fairem Wettbewerb konnte keine Rede mehr sein .";nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
14;VVFIN;ADJD;sammeln;16;NZZ_1995_08_22_a101_seg3_s6;15;Full|3|Sg|Pres|Ind;Nun liegt ein erster Band mit Essays und Aufsätzen vor, der diese Arbeiten vollständig sammelt und in zuverlässiger Fassung wiedergibt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
15;VVPP;ADJD;ausrüsten;21;NZZ_1994_05_04_a98_seg2_s8;16;Full|Psp;Das Infanterieregiment 26, das in der Ostschweiz in den Wiederholungskurs eingerückt ist, wird vollständig mit dem neuen C-Schutz-Material ausgerüstet .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
16;VVPP;ADJD;erreichen;67;NZZ_1994_12_27_a2_seg4_s3;66;Full|Psp;Jelzin, der sich in den vergangenen 14 Tagen wie so oft in kritischen Situationen ganz einfach nicht mehr hatte blicken lassen, beurteilte an einer Sitzung des Nationalen Sicherheitsrats laut Angaben von Itar-Tass die Leistungen der russischen Streitkräfte als nicht schlecht - dies, obwohl sie ihr erstes und wichtigstes Ziel, die Abschnürung Grosnys von der Aussenwelt, auch am Montag noch nicht vollständig erreicht hatten .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
17;VVPP;ADJD;unterbrechen;15;NZZ_1999_06_02_a62_seg3_s10;14;Full|Psp;Die regionale Bahnverbindung zwischen Baden, Brugg und Aarau war bis am Abend vollständig unterbrochen .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
18;VVPP;ADJD;ausbezahlen;10;NZZ_1999_04_13_a89_seg1_s5;9;Full|Psp;Laut einem Gewerkschaftsvertreter sind die März-Löhne noch nicht vollständig ausbezahlt worden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
19;VVPP;ADJD;überprüfen;29;NZZ_1998_09_22_a265_seg29_s6;24;Full|Psp;Für die IT-Abteilung stellt die Kombination von Anforderungen, Akzeptanz-Kriterien und Simulationsmodell einen grossen Vorteil dar : Hiermit kann ein OOA-Modell automatisiert und vollständig auf alle gestellten Anforderungen überprüft werden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
20;VVPP;ADJD;finanzieren;10;NZZ_1998_11_07_a179_seg2_s37;9;Full|3|Sg|Pres|Ind;Bei Aufgaben, die der Kanton übernimmt und vollständig finanziert, stellt sich das Problem der Sonderlasten einzelner Gemeinden nicht mehr .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
21;VVFIN;ADJD;stehen;22;NZZ_1994_09_07_a29_seg4_s1;24;Full|3|Sg|Past|Ind;Gy. Bonn, 6. September Die erste Lesung des Regierungsentwurfs des Bundeshaushaltes 1995 sowie des Finanzplans bis 1998 im Deutschen Bundestag stand praktisch vollständig im Zeichen des Wahlkampfes .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
22;VVFIN;ADJD;vorliegen;23;NZZ_1993_12_06_a34_seg5_s10;22;Full|3|Sg|Pres|Ind;Grund zu feiern gibt es aus Anlass des 100. Bandes aber doch insofern, als mit ihm eine weitere jener Autorenwerkausgaben vollständig vorliegt : die Edition der Werke Joseph von Eichendorffs in sechs Bänden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
23;VVPP;ADJD;versammeln;11;NZZ_1997_05_10_a197_seg6_s17;10;Full|Psp;Hier sind die Requisiten von Updikes autobiographischem Projekt nahezu vollständig versammelt : die dominierende Mutter, ein schwacher Vater, Grosseltern auf dem Lande, Harvard, fahrige Ehen, Affären, Kinder, Scheidungen, neue Verbindungen, Enkel, Krankheit und Tod .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
24;VVINF;ADJD;zurückziehen;32;NZZ_1998_02_06_a205_seg6_s4;31;Full|-2;Der Kernsatz des am vergangenen Freitag veröffentlichten Grünbuchs des amerikanischen Handelsministeriums zum Domänenstreit lautet : « Die US-Regierung sollte sich aus der Vergabe von Adressnummern und Domain-Namen in verantwortlicher Weise vollständig zurückziehen . »;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
25;VVPP;ADJD;erobern;22;NZZ_1998_12_28_a8_seg2_s4;21;Full|Psp;Damit widersprachen die Beobachter Angaben der Rebellen, die am Freitag erklärt hatten, Makeni sei wie zwei weitere Ortschaften vollständig erobert .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
26;VVPP;ADJD;vorlegen;26;NZZ_1997_04_15_a145_seg2_s19;22;Full|Psp;"Mossdorf führte weiter aus, dass man mit Dielsdorf weiterhin im Gespräch bleibe ; allerdings seien die Bülacher Visionen noch nicht vollständig der Dielsdorfer Spitalbehörde vorgelegt worden .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
27;VVINF;ADJD;ersetzen;15;NZZ_1996_10_08_a225_seg9_s7;14;Full|-2;Die Unterstellung, der elektronische Handel könnte den traditionellen Handel ablösen oder nahezu vollständig ersetzen, ist irreführend und falsch und ruft - im Gegenteil - gerade ängstliche Reaktionen hervor .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
28;VVFIN;ADJD;aushöhlen;22;NZZ_1995_12_27_a147_seg13_s2;21;Full|3|Pl|Pres|Ind;Dazu kommen als Eigenheit von Theobroma cacao noch Ratten und Eichhörnchen, die an den Bäumen hochklettern und die Früchte vollständig aushöhlen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
29;VVPP;ADJD;abschließen;18;NZZ_1998_11_07_a3_seg2_s7;17;Full|Psp;Die Antwort ist vermutlich darin zu suchen, dass diese Kapitel in den verschiedenen Geschichtsbüchern nie vollständig abgeschlossen wurden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
30;VVFIN;ADJD;ausbrennen;15;NZZ_1999_03_27_a227_seg3_s14;14;Full|3|Sg|Past|Ind;Sie konnte aber nicht mehr verhindern, dass die Wohnung einer vierköpfigen Familie vollständig ausbrannte .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
31;VVPP;ADJD;wegspülen;23;NZZ_1994_03_05_a220_seg4_s148;22;Full|Psp;Doch zwanzig Kilometer weiter ist die Fahrt ohnehin zu Ende : Ein Erdrutsch hat die Strasse auf über 100 Meter Länge vollständig weggespült .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
32;VVFIN;ADJD;brennen;14;NZZ_1994_01_11_a106_seg2_s4;15;Full|3|Pl|Past|Ind;Am Unfall waren nach Angaben der Bündner Kantonspolizei fünf Fahrzeuge beteiligt, drei brannten vollständig aus .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
33;VVINF;ADJD;kompensieren;27;NZZ_1994_04_22_a63_seg6_s3;25;Full|-2;Der im zweiten Semester erwirtschaftete Betriebsgewinn von rund 1 Mrd. fFr. reichte nach seinen Worten allerdings nicht aus, um den Verlust der Vorperiode vollständig zu kompensieren .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
34;VVPP;ADJD;finanzieren;27;NZZ_1999_05_06_a72_seg7_s4;21;Full|Psp;"Die Währungskrise konnte nach der Kursfreigabe der Krone rasch aufgefangen werden ; das Leistungsbilanzdefizit ist 1998 unter 2% geblieben und vollständig durch den Zufluss von Direktinvestitionen finanziert worden .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
35;VVPP;ADJD;zerstören;8;NZZ_1994_11_16_a30_seg9_s3;7;Full|Psp;Warschau wurde im Zweiten Weltkrieg fast vollständig zerstört, und deshalb ist die Stadt mit Ausnahme des wieder erbauten Altstadtteils ziemlich gesichtslos und wenig attraktiv .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
36;VVIZU;ADJD;abreißen;13;NZZ_1997_06_07_a112_seg2_s9;12;Full|zu;Bei der Reform gehe es nicht darum, das bestehende System vollständig abzureissen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
37;VVPP;ADJD;verdrängen;30;NZZ_1995_04_25_a9_seg9_s2;29;Full|Psp;Diese ausserordentlich preiswerte Mischung hat Dynamit, TNT und andere, teure Spezialsprengstoffe seit den fünfziger Jahren in Bergwerken und Steinbrüchen wie auch beim Tunnel- und Strassenbau fast vollständig verdrängt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
38;VVPP;ADJD;publizieren;55;NZZ_1997_01_07_a157_seg2_s11;54;Full|Psp;"Im heutigen Zeitalter der elektronischen Datenbanken und des On-line-Zugriffs greift die bisherige dürftige Ausrede nicht mehr, man wolle die BGE-Sammlung nicht übermässig aufblähen ; eine Ausrede, die aber auch früher, im Zeitalter der bloss gedruckten Sammlungen, nicht akzeptiert werden konnte, wenn man sieht, wie im Ausland vielenorts vollständig publiziert wird ( z. B. in den USA - und dort erst noch mit allen « dissenting opinions » - etwas, was hier schamhaft verschwiegen wird .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
39;VVPP;ADJD;zerstören;11;NZZ_1994_01_17_a80_seg24_s3;10;Full|Psp;Die Abteilung für Galvanoplastik wurde nach Angaben der Geschäftsleitung vollständig zerstört .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
40;VVPP;ADJD;öffnen;7;NZZ_1999_03_09_a51_seg7_s6;6;Full|Psp;Deutschland hat den Markt zwar vollständig geöffnet, doch sehr durchlässig sind die Netze noch nicht, denn zu unverbindlich sind die Durchleitungsregeln .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
41;VVFIN;ADJD;gehen;21;NZZ_1999_02_06_a252_seg7_s3;37;Full|3|Sg|Past|Ind;Während diese Ereignisse und weitere, ebenfalls evaluierte Standorte nicht zuletzt aus Berichten der Mitarbeiter selbst hinlänglich bekannt sind, ging der Versuch, die Bibliothek Warburg von Hamburg in die Schweiz zu verlegen, beinahe vollständig vergessen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
42;VVPP;ADJD;abriegeln;23;NZZ_1995_02_08_a61_seg2_s7;22;Full|Psp;Januar sind die palästinensischen Gebiete wegen des Anschlags bei der nordisraelischen Stadt Netanya, bei dem 21 Israeli getötet wurden, vollständig abgeriegelt .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
43;VVFIN;ADJD;sammeln;45;NZZ_1994_11_05_a197_seg3_s58;42;Full|3|Sg|Pres|Ind;In den Kellern regieren die Remueurs, die Rüttler, in der Champagne ein Lehrberuf und im übrigen eine Kunst, die Flaschen in den Rüttelpulten unter allmählicher Neigung in die Senkrechte zuverlässig so zu mutieren, dass sich die Hefe vollständig am Korken sammelt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVPP;ADJD;belassen;31;NZZ_1997_10_22_a164_seg2_s8;29;Full|Psp;Hodler und Russi hatten vor einer Umweltschutz-Kommission versichert, dass im obersten Teil der Strecke im Naturschutzgebiet « keine Fangnetze und keine Chemikalien verwendet werden und die Natur vollständig unberührt belassen wird » .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
45;VVFIN;ADJD;besitzen;3;NZZ_1999_02_06_a116_seg3_s7;8;Full|3|Sg|Pres|Subj;Die Alusuisse besitze fast alle ihre Töchter vollständig .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVPP;ADJD;nehmen;36;NZZ_1995_06_10_a114_seg6_s2;26;Full|Psp;Dieser letztere Trend ist keineswegs ein neueres Phänomen : seit der zweiten Hälfte des 19. Jahrhunderts, d. h., seit die bewohnbare Erdoberfläche beinahe vollständig von Staaten im heutigen, westlichen Sinn in Anspruch genommen wird, hat deren Zahl ständig zugenommen ( vgl. Abbildung ) .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VVPP;ADJD;bewältigen;36;NZZ_1996_07_20_a82_seg4_s2;35;Full|Psp;Für die Rechnungsjahre 1988 bis 1992 mussten aber in Teilbereichen des Marktes kumulierte Verluste von 8 Mrd. £ in Kauf genommen werden, die von den Auffangorganisationen von Lloyd ' s bisher noch nicht vollständig bewältigt werden konnten .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
48;VVPP;ADJD;verdrängen;12;NZZ_1996_05_22_a192_seg13_s19;11;Full|Psp;"Sie hat die alte « Smoked ribbed sheet » fast vollständig verdrängt, bei welcher der Latex durch Räuchern koaguliert und konzentriert wurde ; anschliessend presste man ihn durch eine geriffelte Mangel .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
49;VVFIN;ADJD;umschreiben;26;NZZ_1996_01_30_a194_seg14_s7;25;Full|-2;Das Problem liegt in erster Linie daran, dass sich mehrdimensionale Anlageziele ( Rendite, Risiko, Anlagehorizonte usw. ) schlecht mit einem Begriff vollständig umschreiben lassen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
50;VVPP;ADJD;untersagen;20;NZZ_1998_03_04_a202_seg3_s5;19;Full|Psp;Seit den siebziger Jahren wurde der Gebrauch von PCB eingeschränkt, seit 1986 ist er in der Schweiz vollständig untersagt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
51;VVPP;ADJD;verkaufen;7;NZZ_1999_05_05_a157_seg2_s7;6;Full|Psp;Sollte der KLM-Anteil an Galileo vollständig verkauft werden, steige die Liquidität um deutlich mehr als 1 Mrd. hfl. Beobachter begrüssten den komplizierten Rückkaufplan, bei dem KLM die Zahl der ausstehenden Aktien - am letzten Jahresende waren es 49 Mio. Titel - durch eine Zusammenlegung der Anteile im Verhältnis 4 : 3 und eine einkommenssteuerfreie Barausschüttung um bis zu 25% reduzieren will .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
52;VVPP;ADJD;privatisieren;29;NZZ_1999_06_21_a71_seg4_s6;28;Full|Psp;Dyremose, der bis 1993 konservativer Finanzminister seines Landes war, verweist nicht ohne Stolz auch darauf, dass Tele Danmark als erste ehemalige Telekom-Monopolistin in Europa vollständig privatisiert worden ist .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
53;VVPP;ADJD;anweisen;20;NZZ_1994_11_26_a150_seg3_s3;14;Full|Psp;Er wird sein Leben lang, rund um die Uhr und jeden Tag vollständig auf die Hilfe von Drittpersonen angewiesen sein .;prozess;Gradadverbial;done;syntaktisch ambig;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
54;VVPP;ADJD;erhalten;17;NZZ_1996_12_05_a178_seg3_s2;16;Full|-2;Das malerische Städtchen auf halbem Weg zwischen Salzburg und Wien hat seine mittelalterliche Bausubstanz fast vollständig erhalten und besitzt einen der schönsten Stadtplätze Europas, der gerade in der Adventszeit viel Atmosphäre ausstrahlt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVINF;ADJD;durchfahren;24;NZZ_1995_06_27_a147_seg7_s2;23;Full|-2;Dank idealer Windbedingungen konnten in der ersten Hälfte der zweigeteilten Kieler Woche die 14 internationalen Klassen ihr Programm mit wenigen Ausnahmen fast vollständig durchführen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
56;VVPP;ADJD;kooperieren;27;NZZ_1999_12_20_a27_seg8_s2;21;Full|Psp;Dazu muss jedoch das Regime in Bagdad zuerst während 120 Tagen nach der Errichtung des Systems für die fortlaufende Rüstungskontrolle vollständig mit Unmovic und der IAEA kooperiert haben .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
57;VVFIN;ADJD;brennen;31;NZZ_1994_01_04_a86_seg3_s9;33;Full|3|Sg|Past|Ind;Die nicht mehr steuerbare Maschine verlor rasch an Höhe und schlug nach insgesamt 12 Minuten Flugzeit unweit des Dorfes Momona auf dem Boden auf, ging in Flammen auf und brannte danach vollständig aus .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
58;VVPP;ADJD;zurückbezahlen;6;NZZ_1998_02_20_a124_seg3_s15;5;Full|Psp;stellte, sind inzwischen vollständig zurückbezahlt worden .;prozess;Gradadverbial;done;unvollständiger Satz;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
59;VVPP;ADJD;verzichten;21;NZZ_1996_12_07_a76_seg8_s6;20;Full|Psp;"Der Totalbetrag verteilt sich auf insgesamt etwas weniger als 1400 Projekte ; wenn von diesen mittlerweile auf rund 200 vollständig verzichtet wird, deutet dies zumindest an, dass Vietnam keineswegs jenes Investitionsparadies ist, als das es zu Beginn der neunziger Jahre von voreiligen Beobachtern dargestellt worden ist .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
60;VVPP;ADJD;aufzeichnen;21;NZZ_1995_10_20_a210_seg6_s2;20;Full|Psp;Das Juni-Festwochen-Konzert des Tonhalle-Orchesters unter der Leitung von Volkmar Andreae vom 14. Juni 1949 wurde für die BBC London vollständig aufgezeichnet .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
