Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
11;VVFIN;ADJD;fehlen;17;NZZ_1996_09_18_a83_seg15_s2;16;Full|3|Sg|Pres|Ind;Wo er fehlt, helfen wahrscheinlich letztlich die grössten Strafdrohungen nichts, und wo er gänzlich fehlt, kann eine liberale und marktwirtschaftliche Ordnung nicht funktionieren .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
12;VVINF;ADJD;nehmen;25;NZZ_1996_12_10_a179_seg2_s7;20;Full|-2;Es waren wirtschaftliche Gründe, welche die Stanser Flugzeugbauer in der zweiten Hälfte der fünfziger Jahre veranlassten, etwas gänzlich Neues in Angriff zu nehmen .;nd;nd;not of interest;ModNP;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
13;VVFIN;ADJD;entziehen;11;NZZ_1998_12_19_a21_seg8_s4;16;Full|3|Pl|Past|Ind;Laut den Berichten unterbrachen die Richter deren Plädoyers ständig und entzogen Wang gar das Wort gänzlich .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
14;VVPP;ADJD;verbieten;34;NZZ_1997_06_07_a217_seg3_s5;33;Full|Psp;Gebräuchliche Hilfsmittel ( Scheuklappen, Gebisse, Peitschen ) bedürfen einer Zulassung, vor allem aber werden das Fixieren der Zunge und der Gebrauch der sogenannten Zugwatte ( Verstopfen der Ohren ) gänzlich verboten .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
15;VVFIN;ADJD;zeigen;4;NZZ_1996_11_06_a27_seg8_s6;6;Full|3|Sg|Pres|Ind;Richter Rolf Wilckens zeigt sich gänzlich unbeeindruckt und begegnet der Aufgeregtheit der Verteidigung mit Ironie : « Wir sind hier nicht im Theater . »;nd;nd;not of interest;prädikativ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
16;VVIZU;ADJD;auseinanderbrechen;25;NZZ_1995_03_22_a117_seg10_s10;24;Full|zu;Als die Mutter auch noch ( mit oder ohne Absicht ) unter einen Bus gerät und schwer verletzt wird, droht Kaspars Welt gänzlich auseinanderzubrechen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
17;VVINF;ADJD;entledigen;16;NZZ_1998_07_28_a121_seg7_s10;14;Full|-2;Vielleicht wäre es angesichts der unklaren praktischen Konsequenzen besser, sich dieses Prinzips gänzlich zu entledigen, als es in halbierter Form fortsetzen zu wollen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
18;VVPP;ADJD;personalisieren;27;NZZ_1997_12_19_a178_seg7_s13;26;Full|Psp;Haben wir es mit wichtigen politischen Institutionen zu tun, dann führt dies zu einer politischen Krise - selbst dann, wenn die bezichtigten Verfehlungen gänzlich personalisiert werden können .;nd;nd;not of interest;ModPräd ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
19;VVFIN;ADJD;entziehen;4;NZZ_1996_09_06_a222_seg8_s10;6;Full|3|Pl|Pres|Ind;Doch die Besitzer entziehen sich gänzlich ihrer Pflicht, und so wird dieses Haus auch in nächster Zukunft nicht wiederhergestellt werden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
20;VVFIN;ADJD;fehlen;24;NZZ_1999_01_26_a77_seg10_s1;17;Full|3|Sg|Pres|Ind;Diese nicht ungeschickte staatliche Beschleunigungstaktik der griechischen EU-Konvergenz hat übrigens nicht zu bedeuten, dass es gänzlich an eigenständigen Erstarkungssignalen aus der Wirtschaft fehlt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
21;VVPP;ADJD;ignorieren;22;NZZ_1999_06_22_a277_seg5_s5;21;Full|Psp;möchten Winzerinnen und Winzer fragen, doch die Antwort wäre ohnehin ernüchternd : Entweder wird die Existenz des Aargauer Weinbaus gänzlich ignoriert oder aber als sehr unbedeutend eingestuft .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
22;VVPP;ADJD;vergehen;14;NZZ_1997_08_13_a22_seg10_s18;13;Full|Psp;Der Kommunismus mit seiner Ideologie und Paranoia ist Geschichte - noch nicht gänzlich vergangen, aber ohne Aussicht auf Wiederkehr .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
23;VVIZU;ADJD;abschalten;19;NZZ_1995_08_24_a29_seg6_s6;18;Full|zu;Die Republikaner in Lwiw ( Lemberg ) dagegen vertraten die Ansicht, Ostankino sei in der Ukraine gänzlich abzuschalten, weil dieser Sender die fünfte Kolonne Moskaus sei - ein Verdacht, der angesichts der ORT-Berichte über Tschetschenien oder die Krim nicht jeder Grundlage entbehrt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
24;VVPP;ADJD;einstellen;53;NZZ_1997_11_06_a168_seg7_s7;52;Full|Psp;So ist beispielsweise im Gegenzug nicht bekannt, wie viele Sportvereine zwar rein nach ZGB noch immer Bestand haben, faktisch allerdings lediglich auf dem Papier existieren, da sie einerseits nur noch wenige Mitglieder in ihren Reihen wissen, andrerseits kaum mehr sportliche Aktivitäten anbieten und u. a. die Nachwuchsarbeit gänzlich eingestellt haben .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
25;VVINF;ADJD;unterstellen;47;NZZ_1997_06_28_a3_seg1_s33;43;Full|-2;Dabei geht es nicht allein um Menschen- und Bürgerrechte, sondern ganz generell um die Haltung des stets auf totale Kontrolle bedachten chinesischen Regimes gegenüber einem Teil seines Reiches, der nun zwar unter seiner Souveränität steht, sich aber trotzdem nicht gänzlich seiner Herrschaft zu unterstellen hat .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
26;VVPP;ADJD;öffnen;8;NZZ_1994_02_24_a37_seg7_s5;7;Full|Psp;Ab dann wird der Europäische Markt gänzlich geöffnet werden, auch gegenüber neuen Konkurrenten aus Korea .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
27;VVPP;ADJD;überfordern;54;NZZ_1994_04_14_a37_seg6_s1;53;Full|Psp;Schon am Montag war der in den letzten beiden Jahren sukzessive ausgebaute kontinuierliche elektronische Handel nicht mehr in der Lage gewesen, alle Aufträge abzuwickeln und am Dienstag, zwei Tage vor der geplanten Abschaffung des Ringhandels und der Elektronisierung der letzten 213 ( von gesamthaft 396 ) Titel war das Computersystem gänzlich überfordert und stieg vorübergehend aus .;nd;nd;not of interest;ModPräd ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
28;VVFIN;ADJD;beruhigen;27;NZZ_1996_07_13_a34_seg1_s1;26;Full|Psp;Energiepolitischer Wellenschlag am Bergbach Die Parlamentsdebatte über die Wasserzinsen gehörte zu den emotionellsten der letzten Zeit, und die Gemüter haben sich noch nicht wieder gänzlich beruhigt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
29;VVINF;ADJD;integrieren;31;NZZ_1996_02_17_a227_seg5_s3;30;Full|-2;Husserls Projekt, Philosophie als « strenge Wissenschaft » zu etablieren, wurde durch das Auftauchen einer Fremdheit, die sich dem durch das Ich präformierten Horizont nicht mehr gänzlich integrieren liess, massiv gefährdet .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
30;VVPP;ADJD;überlagern;18;NZZ_1997_11_03_a81_seg6_s8;17;Full|Psp;Während der vergangenen Tage, in denen die Massenpsychologie die Kursentwicklungen bestimmte, wurden nationale Zufälligkeiten gänzlich überlagert .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
31;VVPP;ADJD;kommen;18;NZZ_1995_11_23_a13_seg3_s2;15;Full|Psp;"In Russland ist unterdessen die emotionale Debatte über das westliche Vorgehen im ehemaligen Jugoslawien gänzlich zum Erliegen gekommen ; im Wahlkampf spielt diese Frage keine Rolle .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
32;VVFIN;ADJD;kommen;15;NZZ_1998_08_22_a234_seg7_s15;24;Full|3|Sg|Pres|Ind;Zugleich brachten die zwanziger Jahre auch Verluste wichtiger Lebensgefährten der frühen Jahre : 1925 kommt der Lyriker Sergei Jessenin unter bis heute nicht gänzlich geklärten Umständen ums Leben, 1930 begeht Wladimir Majakowski Selbstmord, und im Dezember 1926 bricht der kaum begonnene Briefwechsel mit Rilke durch dessen Tod ab .;nd;nd;not of interest;ModADJ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
33;VVFIN;ADJD;fehlen;34;NZZ_1998_12_02_a125_seg3_s13;33;Full|3|Sg|Pres|Ind;Wie wertvoll einzelne von ihnen sind, zeigt die Arbeit des Schweizers Lorenzo Gerster zum Werke Eichholzers : Neben umfangreichen Analysen findet sich dort auch reiches Planmaterial, das in der Ausstellung gänzlich fehlt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
34;VVPP;ADJD;stoppen;10;NZZ_1998_12_03_a20_seg8_s6;9;Full|Psp;Allerdings dürfen deren Sicherheitssysteme laut einem Atomexperten niemals gänzlich gestoppt werden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
35;VVINF;ADJD;austragen;24;NZZ_1995_01_12_a151_seg3_s4;21;Full|-2;Vom Rückgang der Lizenznehmer besonders betroffen ist die Sparte Strassenrennsport, die ihre Landesmeisterschaft wegen des Rundstrecken-Rennverbotes auf öffentlichen Strassen gänzlich im Ausland austragen muss .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
36;VVPP;ADJD;durchkreuzen;11;NZZ_1994_12_01_a49_seg4_s7;10;Full|Psp;Mit diesen Zusagen soll die Abwehrstrategie des bedrohten Verwaltungsrates gänzlich durchkreuzt werden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
37;VVINF;ADJD;verbieten;44;NZZ_1995_12_09_a53_seg4_s14;43;Full|-2;Was das in der Landwirtschaft benutzte Fungizid Methylbromid betrifft, wurde vereinbart, dass die Industriestaaten die Produktion und die Verwendung dieses Stoffes bis zum Jahre 2001 um ein Viertel, bis zum Jahre 2005 um die Hälfte verringern und ab 2010 gänzlich verbieten würden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
38;VVPP;ADJD;widerlegen;90;NZZ_1996_12_28_a97_seg2_s4;89;Full|Psp;"Jürgen Habermas, der die Eröffnungsrede hielt, wies gleich zu Beginn auf jene ökonomischen und sozialen Bedingungen hin, deren Entwicklung sich nicht so ausgestaltet hatten, wie der Königsberger dies noch zweihundert Jahre zuvor annehmen durfte : Weder haben die internationalen Beziehungen noch hat der Handelsverkehr zur Abnahme des bellizistischen Geistes geführt ; und auch Kants Vorstellung von einer transparenten, literarisch geprägten und philosophischen Argumenten zugänglichen Schicht gebildeter Bürger, die dem Friedensprozess ein vitales Interesse entgegenbringen, ist durch den Strukturwandel der Öffentlichkeit fast gänzlich widerlegt worden .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
39;VVPP;ADJD;kontrollieren;13;NZZ_1996_12_05_a22_seg2_s4;10;Full|Psp;Das Gericht sei sinnlos geworden, da es künftig gänzlich vom Präsidenten kontrolliert werde .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
40;VVPP;ADJD;ermangeln;41;NZZ_1994_02_12_a24_seg5_s8;40;Full|Psp;Das hat heute zur Folge, dass die Slowakei über eine Unzahl von Militärflugplätzen verfügt und die Last einer nun weitgehend nutzlosen Rüstungsindustrie trägt, insbesondere aber für die Unterbringung der Heereskräfte ihrer zukünftigen Armee einer ausreichenden Infrastruktur fast gänzlich ermangelt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
41;VVPP;ADJD;abreißen;20;NZZ_1994_09_23_a137_seg5_s2;19;Full|Psp;Durch den schweren Hagelschlag waren Cockpitfenster, Triebwerke und Flügelwurzeln schwer beschädigt und die Nase mit dem Wetterradar gänzlich abgerissen worden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
42;VVINF;ADJD;überwinden;32;NZZ_1996_01_10_a113_seg8_s1;30;Full|-2;Und trotz dieser machtvoll betriebenen politischen Vereinheitlichung ist es den absolutistischen Herrschern selbst nach Jahrhunderten nicht gelungen, wie der Historiker darlegt, die fundamentale Zweiteilung des Kulturraumes Frankreich gänzlich zu überwinden : Im Norden herrschte die französische Sprache, bekannt als die Langue d ' oïl, und es herrschte das Gewohnheitsrecht .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
43;VVFIN;ADJD;schließen;3;NZZ_1997_02_22_a162_seg3_s18;7;Full|3|Sg|Pres|Ind;Aber er schliesst es auch nicht gänzlich aus .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVFIN;ADJD;laufen;9;NZZ_1996_03_15_a35_seg9_s9;5;Full|3|Sg|Past|Ind;Dass die Polemik nicht gänzlich aus dem Ruder lief, war wohl dem Umstand zu verdanken, dass die Gegenseite von « Ja zum Leben » nicht an der Tagung teilnahm .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
45;VVFIN;ADJD;ablehnen;28;NZZ_1999_03_30_a167_seg3_s7;27;Full|3|Sg|Pres|Ind;Die Allianz, die sich zugunsten des Zentrums gebildet hat, wendet sich in erster Linie gegen die Politik der SVP, die eine weitere Subventionierung gänzlich ablehnt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVPP;ADJD;verfallen;33;NZZ_1995_05_20_a197_seg20_s2;32;Full|Psp;Kleist vermutet, dass seine Realität mit jener der anderen Menschen sich nicht mehr treffen wird, und entscheidet sich für den Abschied von ihr : « Er will dem Dichterunstern gänzlich verfallen sein : es ist das beste, ich gehe möglichst rasch zugrunde !;nd;nd;not of interest;ModPräd ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VVPP;ADJD;streichen;25;NZZ_1995_06_24_a173_seg2_s1;24;Full|Psp;af. In Hinwil wird gemäss Beschluss der von 144 Stimmberechtigten besuchten Gemeindeversammlung die im kommunalen Richtplan vorgesehene Entlastungsstrasse vom Industriequartier in die Zürichstrasse gänzlich gestrichen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
48;VVIZU;ADJD;abschaffen;31;NZZ_1995_10_10_a87_seg2_s3;30;Full|zu;Im Mai ist die Stempelsteuer auf Aktientransaktionen bereits von, auf, gesenkt worden, aber die ASX will weiterhin Druck auf alle Regierungsebenen ausüben, um die Steuer gänzlich abzuschaffen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
49;VVFIN;ADJD;verlaufen;10;NZZ_1999_06_25_a21_seg7_s10;14;Full|3|Pl|Pres|Ind;Mit der Ausrufung von Neuwahlen durch Shimon Peres 1996 verliefen die Gespräche dann gänzlich im Sande .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
50;VVINF;ADJD;bremsen;26;NZZ_1999_03_16_a224_seg5_s6;25;Full|-2;Die Regierung hat es auch « innenpolitisch » vermieden, den Gliedstaat zu einem Bollwerk auszubauen, der bestimmte Entwicklungen massiv abfedern oder gar gänzlich bremsen und umlenken würde .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
51;VVPP;ADJD;zerstören;12;NZZ_1998_07_03_a5_seg6_s4;11;Full|Psp;Eine der Kirchen war schon vor 15 Monaten durch Brandstiftung gänzlich zerstört worden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
52;VVINF;ADJD;entsagen;22;NZZ_1995_03_04_a134_seg3_s21;21;Full|-2;P. » ) in wuchernden Schatten und Sprüngen ausbreitet, einigermassen gewinnbringend orten, muss man dem Klischee eines Liebesromans gänzlich entsagen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
53;VVIZU;ADJD;abschneiden;29;NZZ_1998_07_08_a2_seg3_s1;25;Full|zu;Nach Zusammenstössen in ganz Nordirland in der Nacht haben Sympathisanten des protestantischen Oranier-Ordens am Dienstag mehrfach erfolglos versucht, das katholische Wohnquartier von Portadown gänzlich von der Aussenwelt abzuschneiden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
54;VVPP;ADJD;verschließen;11;NZZ_1997_06_25_a159_seg3_s18;10;Full|Psp;Als Kleinverlag bleibt KoFa zum Beispiel der italienische Buchmarkt gänzlich verschlossen .;nd;nd;not of interest;ModPräd ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVFIN;ADJD;fehlen;25;NZZ_1998_07_24_a27_seg13_s2;24;Full|3|Pl|Pres|Ind;Hier entsteht eine Art neuer Basar nach dem Vorbild westlicher Shopping-Malls, aufgereiht entlang einer Prachtsstrasse, auf der Autos und Fussgänger fast gänzlich fehlen, dafür aber brandmagere Ziegen der Insulaner sich an den Blättern der neu gepflanzten Alleebäume gütlich tun .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
56;VVPP;ADJD;kommen;56;NZZ_1993_08_02_a90_seg2_s2;53;Full|Psp;Die zweite Goldmedaille im Teamwettbewerb ( die erste wurde vor zehn Jahren in Hickstead gewonnen ) sowie die erste im Einzel ( an den Olympischen Spielen hatte Alphons Gemuseus 1924 ebenfalls eine Goldmedaille erzielt ) sind glanzvoller Spiegel eines Potentials, das schon länger vorhanden war, aber erst in diesem Jahr gänzlich zur Geltung gekommen ist .;nd;nd;not of interest;ModPräd ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
57;VVPP;ADJD;absichern;12;NZZ_1998_06_20_a80_seg7_s6;11;Full|Psp;Die Grossbanken wären dann in den USA realistischerweise zwar nicht gänzlich abgesichert, aber immerhin nicht so stark verwundbar, wie dies derzeit aus ihrer Sicht der Fall ist .;nd;nd;not of interest;ModPräd ;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
58;VVIZU;ADJD;zurückziehen;42;NZZ_1994_10_15_a16_seg4_s4;37;Full|zu;Wo Syrien den Graben sieht, machte es über seine Staatsmedien erneut klar : Israel weigere sich, im Widerspruch zum internationalen Recht, zu den Uno-Resolutionen und zu den Grundlagen des Madrider Friedensprozesses, sich gänzlich aus dem besetzten Golan zurückzuziehen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
59;VVINF;ADJD;gedeihen;7;NZZ_1997_10_25_a219_seg3_s6;6;Full|-2;Um nämlich die nachwachsende Flasche gänzlich gedeihen und zu voller Reife gelangen zu lassen, sei es erforderlich gewesen, sie ausgiebig zu begiessen, wozu sich aber unglücklicherweise nur eine ganz bestimmte Flüssigkeit geeignet habe : der komplette Inhalt der unmittelbar zuvor geernteten Flasche !;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
60;VVFIN;ADJD;verzichten;16;NZZ_1997_08_04_a61_seg3_s6;10;Full|3|Pl|Past|Ind;Zugenommen habe zudem der Anteil der Leute, die gänzlich auf den Konsum von Alkohol verzichteten .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
