Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
14;VVPP;ADV;abschließen;8;NZZ_1999_03_13_a98_seg1_s5;7;Full|Psp;"Die erste Runde der Umfrage sei beinahe abgeschlossen ; Ergebnisse würden noch in diesem Frühjahr vorliegen .";nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
15;VVFIN;ADV;dominieren;5;NZZ_1996_10_03_a172_seg3_s9;10;Full|3|Sg|Pres|Ind;Selbst nach limitiertem Trainingsaufwand dominiert die Rechtshänderin ihre Gegnerinnen beinahe nach Belieben .;nd;nd;not of interest;ModPP;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
16;VVPP;ADV;springen;12;NZZ_1994_12_09_a103_seg24_s6;8;Full|Psp;Dreher ( fps., Zürich ) wäre beinahe über seinen Schatten gesprungen und der grünen Minderheit Baumann beigetreten, ist nun aber heilfroh über die goldene Brücke, die Loeb mit seinem Antrag gebaut hat .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
17;VVFIN;ADV;gehen;3;NZZ_1995_04_15_a36_seg10_s13;8;Full|3|Pl|Past|Ind;Die Butterimporte gingen im letzten Jahr jedoch beinahe um tausend Tonnen zurück .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
18;VVPP;ADV;ersticken;16;NZZ_1996_03_04_a125_seg4_s4;15;Full|Psp;Nach der erfolgreichen Beendigung einer Serie, die von den üblichen taktischen Fesseln Luganos beinahe erstickt worden war, trat Kloten am Samstag gegen einen Gegner, der ein deutlich offeneres, offensiveres und attraktiveres Spiel zulässt, wie befreit auf und räumte allfällige Zweifel schon in den ersten Minuten aus .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
19;VVPP;ADV;abschließen;20;NZZ_1998_06_18_a73_seg2_s1;19;Full|Psp;( Reuters ) Die Verhandlungen über den Verkauf der UBS-Tochter Banca delle Svizzera Italiana ( BSI ) sind beinahe abgeschlossen, wie Rodolfo Bogni, designierter Chef des Private-Banking-Bereichs der neuen UBS, in einem Interview erklärte .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
20;VVPP;ADV;kommen;32;NZZ_1996_04_29_a4_seg3_s4;28;Full|Psp;Allerdings unterstrich der türkische Aussenminister die Notwendigkeit einer Klärung des Status einer Reihe unbewohnter Eilande und Felsenriffe wie jener von Imia, um die es Ende Januar beinahe zu kriegerischen Verwicklungen gekommen war .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
21;VVFIN;ADV;manövrieren;2;NZZ_1998_10_09_a147_seg3_s6;11;Full|3|Sg|Past|Ind;Damals manövrierte der diabolische Ray Milland eine opferlammbrave Grace Kelly beinahe an den Galgen, indem er, wie alle Figuren des Films, vor allem viel redete .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
22;VVFIN;ADV;eintragen;15;NZZ_1999_03_20_a267_seg5_s6;12;Full|3|Sg|Pres|Ind;"So erstellt er eine Statistik über sexuelle Aufklärung, die ihm beinahe den Schulverweis einträgt ; und er verfertigt eine Sammlung von Märchenmotiven, die er auf chinesische, plattdeutsche und arabische Märchen auszudehnen plant .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
23;VVPP;ADV;tabuisieren;17;NZZ_1997_08_08_a33_seg7_s6;16;Full|Psp;Während in der Schweiz das militärische Operations Research - der eigentliche Ursprung des Fachgebietes - beinahe tabuisiert wird, ist dies im übrigen Europa wie auch in Nordamerika nicht der Fall .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
24;VVPP;ADV;leisten;14;NZZ_1999_07_26_a148_seg3_s23;5;Full|Psp;Goalie Pascolo hätte dabei beinahe eine neuerliche Vorarbeit für einen « Sonntagsschuss » geleistet : Wie schon in St. Gallen produzierte er unter Bedrängnis ein unkontrolliertes Abspiel, doch Vurens schoss aus ähnlicher Distanz wie Müller am letzten Sonntag den Ball über das leere Tor .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
25;VVFIN;ADV;genügen;4;NZZ_1993_12_08_a111_seg3_s9;3;Full|3|Sg|Past|Ind;Dass dies beinahe genügte, eine Verlängerung zu erzwingen, spricht nicht für die Tagesform der Zürcher, in deren Equipe, abgesehen von den jungen Backs Klöti und Kout, kaum ein Spieler positiv hervorstach .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
26;VVFIN;ADV;aufbrechen;40;NZZ_1999_04_06_a120_seg3_s4;39;Full|3|Sg|Pres|Ind;Doch werden in der transparenten Klanglichkeit auch strukturelle Elemente ins Blickfeld gerückt : So wird in der vierten Sonata eine kontrapunktische Stelle so gestaltet, dass jede der vier Stimmen rhythmisch zwar eigenständig wirkt und den Tonsatz solcherart beinahe aufbricht, zugleich aber in einem klanglichen Ganzen aufgeht .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
27;VVFIN;ADV;verbrennen;11;NZZ_1999_07_16_a156_seg2_s6;10;Full|3|Sg|Past|Ind;1893 ging das Gemälde nach Antwerpen, wo es beinahe verbrannte, 1896 war es an der Landesausstellung in Genf zu sehen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
28;VVFIN;ADV;geraten;4;NZZ_1995_11_20_a126_seg9_s4;6;Full|3|Pl|Past|Ind;Die ruhmvollen Huldigungen gerieten schliesslich beinahe zur Leerformel .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
29;VVFIN;ADV;überfahren;31;NZZ_1998_09_12_a120_seg3_s1;30;Full|3|Sg|Pres|Ind;Katzenhaft in einem schlüpfrigen Salamandergelb zwischen Hecke und Asphalt : nicht einmal ins Gesicht habe ich ihm gesehen, dem rad- fahrenden Jungen, der mich an der Kurve beinahe überfährt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
30;VVPP;ADV;geraten|raten;7;NZZ_1997_02_27_a193_seg8_s7;4;Full|Psp;Nachdem das Spiel beinahe in Vergessenheit geraten war, hat man es 1982 aus der Versenkung geholt .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
31;VVFIN;ADV;bessern;15;NZZ_1994_02_05_a108_seg5_s1;18;Full|3|Sg|Past|Ind;Ein vom 52jährigen ehemaligen Swissair-Mitarbeiter René Schärer im Dezember 1992 initiiertes Projekt zur Fischvermarktung besserte die Situation beinahe über Nacht .;nd;nd;not of interest;ModPP;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
32;VVPP;ADV;verbieten;7;NZZ_1996_08_12_a92_seg4_s8;6;Full|Psp;Noch 1994 wäre der Umzug beinahe verboten worden, weil er zu gross, zu laut sei und zudem « nur einen unwesentlichen Teil der Bevölkerung » interessiere .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
33;VVFIN;ADV;würgen;11;NZZ_1997_11_11_a110_seg6_s13;14;Full|3|Sg|Past|Subj;Dann arbeitete sie sich vor, schaufelte sich frei, würgte die Worte beinahe heraus, liess sich in ein kindliches Lispeln zurückfallen, um Anlauf zu holen, bevor sie in die Höhe schoss wie ein Pfeil und die Stimme wie ein Feuerwerk herabregnen liess .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
34;VVINF;ADV;hinnehmen;12;NZZ_1995_12_11_a121_seg3_s17;9;Full|-2;In den turbulenten Schlussminuten hätte Lausanne allerdings auch beinahe einen Gegentreffer hinnehmen müssen, doch der Referee unterliess den fälligen Penaltypfiff, als ein Neuenburger regelwidrig vom Ball getrennt wurde .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
35;VVPP;ADV;gelingen;5;NZZ_1999_03_18_a151_seg3_s3;2;Full|Psp;Und beinahe wäre es gelungen, aus einer liebeskranken Göre eine Femme fatale zu machen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
36;VVPP;ADV;vergessen;16;NZZ_1998_02_24_a19_seg2_s11;15;Full|Psp;Ob des Feilschens um den bedingungslosen Zugang für Uno-Inspektoren zu sämtlichen sogenannten Präsidentenpalästen ging beinahe vergessen, dass die zweifellos noch vorhandenen Arsenale an biologischen und chemischen Waffen in dem 444 000 Quadratkilometer grossen Land auch an andern Standorten gelagert werden können .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
37;VVPP;ADV;verdoppeln;24;NZZ_1997_11_19_a99_seg3_s3;23;Full|Psp;"Das operative Ergebnis ( Ebit ) wurde gemäss Angaben des Unternehmens im Periodenvergleich auf 32 ( i. V. 21 ) Mrd. S beinahe verdoppelt ; der Konzernumsatz ( ohne Mineralölsteuer ) stieg in diesem Zeitraum um 10% auf 59 Mrd. S .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
38;VVINF;ADV;ausweisen;32;NZZ_1994_05_21_a112_seg25_s5;28;Full|-2;Auch wenn hier die Zahlen etwas bescheidener ausfielen - 8 Millionen bei einem wertmässigen Rückgang von 18 Prozent -, konnte das Haus am 17. Mai doch beinahe eine dreistellige Zuwachsrate ausweisen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
39;VVPP;ADV;auflösen;12;NZZ_1994_08_13_a102_seg29_s7;11;Full|Psp;Über Europa hat sich der alte Wirbel bei gleichzeitiger Spaltung beinahe aufgelöst .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
40;VVFIN;ADV;kommen;10;NZZ_1994_10_19_a131_seg4_s13;15;Full|3|Sg|Past|Ind;Bei der Einfahrt von der Nordstrasse in die Rosengartenstrasse kam es in der Folge beinahe zu einer Kollision mit einem unbeteiligten, in Richtung Bucheggplatz fahrenden Personenwagen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
41;VVFIN;ADV;vergessen;15;NZZ_1995_03_27_a46_seg4_s4;14;Full|Psp;"Das Heiligtum in Cheiry ist liquidiert, was damals spekuliert wurde, schon beinahe vergessen ; die Medien haben andere Themen gefunden .";nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
42;VVPP;ADV;verdoppeln;26;NZZ_1994_10_29_a26_seg10_s4;25;Full|Psp;Die Kriminalität, eine Hauptsorge der Wähler, ist während ihrer vierjährigen Amtszeit statistisch um zehn Prozent zurückgegangen, die Zahl der Gefängnisplätze wurde beinahe verdoppelt, und jene der vollzogenen Todesstrafen ging ebenfalls in die Höhe - das alles ist in Texas durchaus geeignet, Stimmen einzubringen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
43;VVPP;ADV;erdrücken;21;NZZ_1997_01_24_a27_seg7_s1;19;Full|Psp;Als erster ans Rednerpult getreten, das von der übergabebereiten F/A-18 mit der Immatrikulation J-5232 in der Montagehalle beinahe « erdrückt » wurde, war als Gastgeber Werner Glanzmann, Direktor der Schweizerischen Unternehmung für Flugzeuge und Systeme .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVPP;ADV;abbrechen;26;NZZ_1997_08_11_a17_seg4_s11;23;Full|Psp;Zum Positiven der Mission Alba gehört auch, dass sie nicht ins Unendliche fortgesetzt, sondern einen Monat nach den Wahlen ( beinahe ) abmachungsgemäss abgebrochen wird .;nd;nd;not of interest;ModADV;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
45;VVFIN;ADV;erinnern;10;NZZ_1997_02_13_a180_seg10_s5;11;Full|3|Sg|Pres|Ind;Der eng geschlossene Kern der ehemaligen Winzer- und Fischersiedlung erinnert beinahe ans Tessin .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVINF;ADV;fühlen;14;NZZ_1997_05_09_a228_seg3_s7;12;Full|-2;Wie auf dem offenen Ozean könnte man sich während der Fahrt beinahe auch fühlen, wenn ringsum die Küstenlinien hinter dem Horizont verschwimmen .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VVINF;ADV;verdoppeln;17;NZZ_1998_04_29_a88_seg3_s2;16;Full|-2;"( dpa ) Die Österreichische Nationalbank hat den Gewinn 1997 im Vergleich mit dem Vorjahr beinahe verdoppeln können ; das geschäftliche Ergebnis war mit 2 Mrd. um 8 Mrd. S höher ausgefallen als 1996, berichtete Notenbankpräsident Klaus Liebscher .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
48;VVFIN;ADV;sehen;26;NZZ_1995_02_23_a115_seg3_s17;28;Full|3|Sg|Pres|Ind;"Aber das Verhalten der Leser entscheidet darüber, ob der Transfer von Literatur einem qualitativen Auswahlverfahren folgt und wie er ihm folgt ; und da sieht es beinahe so aus, als wäre es um die Nachfrage besser bestellt als um die Aufbereitung des Angebots .";prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
49;VVPP;ADV;bekommen;27;NZZ_1998_09_14_a105_seg9_s41;25;Full|Psp;Aber dann sehen wir diesen kleinen Mann, der so gern loswerden möchte, dass er fast ein Widerstandskämpfer war und dass er deshalb beinahe Schwierigkeiten bekommen hätte .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
50;VVFIN;ADV;stehen;2;NZZ_1998_01_23_a5_seg17_s2;3;Full|3|Sg|Pres|Ind;Praktisch steht beinahe fest, dass sie sich an die Leitkurse des EWS halten werden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
51;VAFIN;ADV;haben;18;NZZ_1999_09_23_a243_seg6_s5;16;Haben|3|Sg|Pres|Ind;Die Aussicht vom Balkon am Rande der gigantischen Halle ist so atemraubend, dass man beinahe Mühe hat, den Blick nach unten auf den Tisch zu richten .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
52;VVFIN;ADV;machen;4;NZZ_1998_07_02_a214_seg4_s5;10;Full|3|Pl|Past|Ind;Die zehn Verbliebenen machten das Handicap mit heroischem Engagement beinahe wett, doch als unwiderruflich die Minuten der Wahrheit gekommen waren, wurden sie doch wieder der Rolle gerecht, die ihnen im Weltfussball seit geraumer Zeit vorbehalten zu sein scheint : jener des aufrechten Verlierers, der mindestens gleichwertig war, aber in der Penalty-Lotterie halt etwas unglücklicher .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
53;VVINF;ADV;auswirken;20;NZZ_1999_10_05_a50_seg14_s8;17;Full|-2;Bei der direkten Bundessteuer haben wir in der Tat eine Progression, die sich im Mittelfeld beinahe als Reichtumssteuer auswirken kann .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
54;VVPP;ADV;finden;6;NZZ_1994_12_08_a112_seg4_s2;5;Full|Psp;Da hätten sich zwei beinahe gefunden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVPP;ADV;verschlucken;24;NZZ_1994_03_30_a22_seg2_s7;23;Full|Psp;Ironie der Geschichte : Segni, der das neue Wahlrecht mit seiner Referendumsbewegung durchgesetzt hatte, ist von « seiner Schöpfung » beinahe verschluckt worden .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
56;VVINF;ADV;halten;17;NZZ_1997_04_11_a98_seg4_s7;15;Full|-2;Das Segment der Isolier- und Beschichtungsanlagen vermochte dank dem relativ stabilen Erneuerungsmarkt das Vorjahresniveau beinahe zu halten .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
57;VAFIN;ADV;haben;3;NZZ_1996_05_23_a132_seg4_s10;4;Haben|3|Sg|Pres|Ind;Der Mann hat beinahe recht .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
58;VVPP;ADV;aussterben;13;NZZ_1997_04_09_a187_seg12_s5;12;Full|Psp;Der Wanderfalke ist in der Folge in Europa und den USA beinahe ausgestorben .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
59;VMFIN;ADV;können;33;NZZ_1996_07_31_a35_seg6_s2;29;Mod|3|Sg|Pres|Ind;Für den französischen Landesteil steht hingegen eine derartige Palette von Bezeichnungen - Welschland, französische oder welsche Schweiz, Romandie, Westschweiz - zur Verfügung, dass es beinahe nicht anders sein kann, als dass es heikel wird .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
60;VVPP;ADV;verpassen;13;NZZ_1995_05_17_a17_seg4_s3;12;Full|Psp;Er hat das Rendez-vous mit der Geschichte gesucht und es dann beinahe verpasst .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
61;VVPP;ADV;ausrotten;45;NZZ_1998_11_07_a202_seg2_s9;44;Full|Psp;Besonders bemerkenswert ( und hier gemeldet ) sind die erfolgreiche Zucht der Hyazinth-Aras, einer vom Aussterben bedrohten Papageienart aus Brasilien, sowie die zwölf Jungen bei den Turopolje-Schweinen, einer Haustierrasse, die im Krieg entlang des Sava-Flusses in Slowenien und Kroatien beinahe ausgerottet wurde .;prozess;Gradadverbial;done;;frei;+;nd;+;nd;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
