;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
176882;NZZ_1993_08_10_a135_seg1_s7;37 Sport Bolivien erstaunlich sicher auf WM-Kurs Das bolivische Nationalteam hält sich konstant in den Schlagzeilen der Südamerika-Qualifikation zur Fussball-WM .;ADJD;halten;11;Full|3|Sg|Pres|Ind;VVFIN;13
176994;NZZ_1993_08_10_a144_seg3_s7;In Zürich nahm die Zahl der Verkehrstoten von 13 auf 10 ab , in Winterthur blieb sie konstant bei 3 .;ADJD;bleiben;16;Full|3|Sg|Past|Ind;VVFIN;18
181541;NZZ_1993_08_12_a14_seg7_s1;Seit Anfang Juni geht es langsam , aber konstant bergauf .;ADJD;langsam;6;Pos;ADJD;9
194393;NZZ_1993_08_16_a87_seg6_s1;Karl Wendlinger fuhr derweil mit dem anderen Sauber konstant und rückte auf Platz 8 vor , ehe ein Unfall des vor ihm liegenden Johnny Herbert ihn in der 39. Runde zum zweiten Reifenwechsel zwang .;ADJD;fahren;3;Full|3|Sg|Past|Ind;VVFIN;9
200638;NZZ_1993_08_18_a37_seg10_s6;Man könnte auf die Gene hinzielen , welche über viele Generationen konstant bleiben , und so das Problem der Resistenz umgehen .;ADJD;bleiben;13;Full|3|Pl|Pres|Ind;VVFIN;12
200841;NZZ_1993_08_18_a45_seg11_s7;Dieses Energiesystem soll stetig zurückgefahren werden und durch ein nichtfossiles Energiesystem zeitlich so abgelöst werden , dass die jährliche Gesamtenergieproduktion konstant bleibt .;ADJD;bleiben;22;Full|3|Sg|Pres|Ind;VVFIN;21
205992;NZZ_1993_08_19_a121_seg4_s5;Ein Esoc-Sprecher schätzte die Lage am Mittwoch als « nicht ganz kritisch » ein : Zur Zeit lieferten die Sonnenzellen noch genug Strom , um die Systeme des Satelliten betriebsfähig und die Temperatur konstant zu halten .;ADJD;halten;36;Full|-2;VVINF;34
206397;NZZ_1993_08_19_a144_seg4_s3;Das reale und saisonbereinigte Bruttoinlandprodukt ( BIP ) dürfte im zweiten Quartal gegenüber dem ersten Vierteljahr nicht mehr gesunken , sondern konstant geblieben sein .;ADJD;bleiben;23;Full|Psp;VVPP;22
206401;NZZ_1993_08_19_a144_seg6_s2;Im Monatsbericht heisst es , der Auftragseingang bei der verarbeitenden Industrie sei vom ersten zum zweiten Quartal konstant geblieben , nachdem die Nachfrage zuvor lange Zeit erheblich gesunken war .;ADJD;bleiben;19;Full|Psp;VVPP;18
220708;NZZ_1993_08_24_a108_seg2_s2;Die inländische Holznutzung ist 1992 laut den jüngsten Angaben des Bundesamtes für Statistik fast konstant geblieben .;ADJD;bleiben;16;Full|Psp;VVPP;15
222035;NZZ_1993_08_25_a30_seg4_s8;Das PCV hält dabei den Ausgangsdruck gegenüber dem Eingangsdruck konstant oder baut ihn ab .;ADJD;halten;3;Full|3|Sg|Pres|Ind;VVFIN;10
225576;NZZ_1993_08_26_a27_seg5_s12;Auch der inzwischen allseits bewilligte Erweiterungsumbau , der ursprünglich eine Schliessung des Hauses vom Juli dieses Jahres bis zum Oktober 1996 vorsah , schien dem wirtschaftlichen Tief zum Opfer gefallen zu sein , da sich die Regierung konstant weigerte , auch nur einen Penny an die veranschlagten Kosten von etwa 350 Millionen Franken beizusteuern .;ADJD;weigern;39;Full|3|Sg|Past|Ind;VVFIN;38
229672;NZZ_1993_08_27_a47_seg2_s16;Unter Zdenek Felix und seinem Nachfolger , dem früh verstorbenen Carlo Huber , haben sich die Wogen wieder gelegt , die Qualität der Seherlebnisse vor Werken Cy Twomblys oder Bruce Naumanns aber blieb konstant .;ADJD;bleiben;33;Full|3|Sg|Past|Ind;VVFIN;34
236818;NZZ_1993_08_28_a153_seg12_s8;Gegenüber dem US-Dollar , der Währung des wichtigsten Handelspartners , hat der « Loonie » in den letzten Wochen konstant Terrain verloren , und es dürften denn auch die Teilnehmer am Devisenmarkt sein , die bis zum Wahltermin mit den weithin sichtbarsten Äusserungen einer generellen Unsicherheit zu rechnen haben .;ADJD;verlieren;22;Full|Psp;VVPP;20
239986;NZZ_1993_08_30_a81_seg1_s13;Für Langer ist es ein psychologischer Vorteil gewesen , dass sich die meisten seiner Konkurrenten um einen Platz im Ryder-Cup-Team balgten , während er selber als Teilnehmer dieser Prestigeveranstaltung vom 24. bis zum 26. September in The Beltry auf Grund seiner konstant guten Form schon lange feststand .;ADJD;gut;43;Pos|Dat|Sg|Fem;ADJA;42
253241;NZZ_1993_12_01_a178_seg4_s2;Per Dekret entzog der Zentralbankchef Geraschtschenko der Rusinvestbank , einer der rund 1800 seit Anfang 1992 wie Pilze aus dem Boden geschossenen Geschäftsbanken , die Lizenz mit der Begründung , das Institut schreibe konstant rote Zahlen und habe die gesetzlichen Bestimmungen zum Bankenwesen verletzt .;ADJD;schreiben;33;Full|3|Sg|Pres|Subj;VVFIN;34
271277;NZZ_1993_12_04_a125_seg3_s5;"Die Nachfrage nach Industrieerzeugnissen stieg insgesamt um 1% ( Inland konstant ; Ausland +2½% ) .";ADJD;steigen;5;Full|3|Sg|Past|Ind;VVFIN;11
285622;NZZ_1993_12_08_a91_seg3_s9;"Die Schweizer Damen vom CC Leukerbad mit Skip Diana Kaufmann führten gegen Deutschland bis zum fünften End schon 3 : 0 und hielten diesen Vorsprung fast konstant ; 5 : 3 lautete das Schlussresultat zugunsten der einheimischen Damen .";ADJD;halten;23;Full|3|Pl|Past|Ind;VVFIN;27
289592;NZZ_1993_12_09_a50_seg8_s9;Altersjahr markant abzunehmen beginnt , während er in der übrigen Schweiz bei den 30- bis 50jährigen konstant bleibt .;ADJD;bleiben;18;Full|3|Sg|Pres|Ind;VVFIN;17
291072;NZZ_1993_12_09_a118_seg8_s9;Unter ärztlicher Leitung werden im Klimastollen mit Hilfe der konstant feucht-kalten ( 8 Grad ) sowie pollen- und staubfreien Luft und einer Luftfeuchtigkeit von 97 Prozent chronische Erkrankungen der Atemwege behandelt .;ADJD;feucht-kalt;11;Pos|Gen|Sg|Fem;NN;10
296599;NZZ_1993_12_10_a110_seg3_s27;Die Mannschaft bekundet aber nach wie vor grosse Schwierigkeiten , den Rhythmus während 90 Minuten aufrechtzuerhalten , spielt - besonders auswärts - wenig konstant , mit zum Teil folgenschweren Konzentrationsschwächen .;ADJD;spielen;18;Full|3|Sg|Pres|Ind;VVFIN;24
305606;NZZ_1993_12_11_a157_seg2_s1;Die Schweizerische Nationalbank ( SNB ) ist am Freitag einer seit 1975 nahezu konstant eingehaltenen Tradition nachgekommen und hat ihre geldpolitischen Beschlüsse für das neue Jahr veröffentlicht ( vgl. separate Artikel ) .;ADJD;eingehalten;15;Pos|Gen|Sg|Fem;ADJA;14
316720;NZZ_1993_12_14_a143_seg3_s10;Die Kostenquote wird für das Leben-Geschäft als rückläufig , für das Nichtleben-Geschäft als ungefähr konstant eingeschätzt .;ADJD;einschätzen;16;Full|Psp;VVPP;15
319673;NZZ_1993_12_15_a76_seg5_s7;Ist für den Bestand der Kantonspolizei eine Reduktion geplant , oder soll er konstant bleiben ?;ADJD;bleiben;15;Full|-2;VVINF;14
326991;NZZ_1993_12_16_a135_seg3_s8;Diese Korrektur wurde gemacht , damit der Abstand zwischen Brücke und Flussbett konstant blieb .;ADJD;bleiben;14;Full|3|Sg|Past|Ind;VVFIN;13
373237;NZZ_1993_12_29_a36_seg6_s16;Weil aber die Dispersion nicht konstant ist , muss ihre Kompensation je nach der Position potentieller Pulsare und ihrer Umgebung abgleichbar sein .;ADJD;sein;7;Sein|3|Sg|Pres|Ind;VAFIN;6
375391;NZZ_1993_12_29_a85_seg2_s2;Wie die englischsprachige Tageszeitung « China » am Dienstag berichtete , blieb die Kriminalitätsrate insgesamt jedoch weitgehend konstant .;ADJD;bleiben;12;Full|3|Sg|Past|Ind;VVFIN;18
390059;NZZ_1993_02_02_a164_seg9_s2;So wird gemäss dem SGZZ - immer unter Zugrundelegung der erwähnten Annahmen - der Anteil der Landwirtschaft an der gesamtwirtschaftlichen Wertschöpfung bis zum Jahr 2000 von 3% auf 8% zurückgehen , jener der Industrie beinahe konstant bleiben ( 1% ) und der der Dienstleistungen sich leicht auf 1% erhöhen .;ADJD;bleiben;37;Full|-2;VVINF;36
394711;NZZ_1993_02_03_a133_seg10_s3;Während die Auslandnachfrage zuletzt konstant blieb , gingen die Inlandaufträge um 17% zurück .;ADJD;bleiben;6;Full|3|Sg|Past|Ind;VVFIN;5
394785;NZZ_1993_02_03_a138_seg8_s7;Während jedoch in der Tschechischen Republik zwar die Notenbankreserven von über 800 Mio. $ auf 500 Mio. $ gesunken sind , die Reserven im gesamten Banksystem jedoch nahezu konstant bei 4 Mia. $ verharrten , wurde die Slowakei mit einer Kapitalflucht in die Tschechische Republik und ins nahe Ausland konfrontiert .;ADJD;verharren;34;Full|3|Pl|Past|Ind;VVFIN;29
422454;NZZ_1993_02_09_a174_seg44_s5;Infolge der konstant hohen Druckverhältnissen über dem europäischen Festland schwenken atlantische Tiefausläufer weiterhin über Island und das Nordmeer nach Nordskandinavien .;ADJD;hoch;4;Pos|Gen|Pl|Neut;ADJA;3
427237;NZZ_1993_02_10_a171_seg3_s7;Die von der OECD als « underlying inflation » definierte Preisauftriebsrate , welche die Nahrungsmittel- und Energiepreise aus der Berechnung ausklammert , blieb im Dezember 1992 ebenfalls konstant , nachdem sie im November noch um 2% gestiegen war .;ADJD;bleiben;23;Full|3|Sg|Past|Ind;VVFIN;28
429030;NZZ_1993_02_11_a53_seg6_s4;"Stadtrat Neukomm lehnt den Vorstoss ab ; die Zahl der Wochenaufenthalter ist seit rund zehn Jahren konstant bei rund 16 000 .";ADJD;sein;12;Sein|3|Sg|Pres|Ind;VAFIN;17
431702;NZZ_1993_02_11_a149_seg4_s4;Die Summe der notwendigen Wertberichtigungen im Kreditgeschäft ist also im Vergleich der Jahre 1991 und 1992 konstant geblieben und hat den kumulativen Wert von 393 Mio. Fr.;ADJD;bleiben;18;Full|Psp;VVPP;17
436647;NZZ_1993_02_12_a162_seg3_s5;Der Provisionsüberschuss sei konstant geblieben .;ADJD;bleiben;5;Full|Psp;VVPP;4
436648;NZZ_1993_02_12_a162_seg3_s6;Gemessen am Geschäftsvolumen blieb laut Grüger auch der Verwaltungsaufwand konstant .;ADJD;bleiben;4;Full|3|Sg|Past|Ind;VVFIN;10
436863;NZZ_1993_02_12_a177_seg6_s1;Die günstigste Entwicklung verzeichnete Ostmitteleuropa : Während die Bruttoaussenschuld in Ungarn konstant hoch geblieben und in der ehemaligen CSFR leicht gewachsen ist , ist sie in Polen dank dem Schuldenverzicht einiger westlicher Regierungsgläubiger im Rahmen des Abkommens mit dem Pariser Klub gesunken .;ADJD;bleiben;14;Full|Psp;VVPP;12
448646;NZZ_1993_02_15_a139_seg3_s25;Erst an vierter Stelle klassierte sich der beste Deutsche , der konstant fahrende , aber nicht sonderlich schnell startende Harald Czudaj .;ADJD;fahrend;13;Pos|Nom|Sg|Masc;ADJA;12
456874;NZZ_1993_02_17_a52_seg12_s11;Im Hüftbereich andererseits vermehren sich die Fettzellen , ihr Durchmesser bleibt aber weitgehend konstant , ob man nun normalgewichtig oder gynoid fettsüchtig ist .;ADJD;bleiben;11;Full|3|Sg|Pres|Ind;VVFIN;14
465337;NZZ_1993_02_18_a196_seg7_s4;Bei Spitzenbelastungen der Gerichte könnten mit dem bisherigen System Arbeitsspitzen leicht aufgefangen werden , wogegen die Lohnkosten bei Spezialgerichten auch bei flauem Geschäftsgang konstant hoch blieben .;ADJD;hoch;25;Pos;ADJD;24
470384;NZZ_1993_02_19_a211_seg6_s13;Trotz den geschmähten Steuersenkungen Reagans blieb der Anteil der Steuern am Bruttoinlandprodukt ( BIP ) mit knapp 19% auffallend konstant , während das bis zuletzt ungebremste Wachstum der Ausgaben das Defizit auf 4% des BIP trieb .;ADJD;treiben;36;Full|3|Sg|Past|Ind;VVFIN;20
487703;NZZ_1993_02_23_a139_seg8_s6;Die Jahresinflation 1992 ist zwar hoch , im Gegensatz zum Vorjahr jedoch nicht mehr das Resultat einer konstant hohen Monatsteuerung , sondern ein Durchschnitt aus Preissprüngen nach den einzelnen Liberalisierungsschritten ( Mai , September , November ) und aus einer « nur » noch 3-4%igen Monatsinflation während der Sommermonate .;ADJD;hoch;19;Pos|Gen|Sg|Fem;ADJA;18
493125;NZZ_1993_02_24_a176_seg5_s7;"Für die Kapazitätsreduktion liegen keine Statistiken vor , doch ging die Zahl der Beschäftigten wie im Vorjahr um 10 000 zurück ; von 1987 bis 1990 hatte die Beschäftigtenzahl recht konstant bei 390 000 gelegen .";ADJD;liegen;35;Full|Psp;VVPP;31
493763;NZZ_1993_02_24_a203_seg5_s4;Bis 1988 hatte die Zahl der jährlichen Ausweisuntersuchungen konstant bei unter 2500 verharrt .;ADJD;unter;11;--;APPR;9
493765;NZZ_1993_02_24_a203_seg5_s6;Der Anteil der entdeckten Fälschungen pendelt dabei seit Jahren konstant zwischen 25 und 35 Prozent der untersuchten Ausweise .;ADJD;pendeln;6;Full|3|Sg|Pres|Ind;VVFIN;10
498508;NZZ_1993_02_25_a182_seg10_s12;Die OECD geht davon aus , dass die Haupthandelspartner Neuseelands ebenfalls ein Wachstum von durchschnittlich 5% verzeichnen werden , dass die Währung im Vergleich mit dem US-Dollar relativ konstant bleiben wird , dass das Budgetdefizit bis 1993/94 bei rund 5% des BSP und die Zinsen auf dem Niveau von 1993 verbleiben werden .;ADJD;bleiben;30;Full|-2;VVINF;29
498539;NZZ_1993_02_25_a183_seg3_s8;Die Zahl der Beschäftigten blieb mit rund 150 000 konstant .;ADJD;mit;6;Dat;APPR;10
504109;NZZ_1993_02_26_a207_seg3_s16;Verwaltungsratspräsident Robert Evans betonte allerdings , dass die Politik des Konzerns , die Dividende in realen Werten konstant zu erhöhen , je nach Ausgang der Monopoluntersuchung möglicherweise überprüft werden muss .;ADJD;erhöhen;20;Full|-2;VVINF;18
514740;NZZ_1994_04_02_a82_seg3_s5;Lediglich erwähnen wollen wir in diesem Zusammenhang , dass der Anteil der Zeitungen am schweizerischen Werbekuchen - der seinerseits in den drei vergangenen Jahren konjunkturbedingt stagnierend bis abnehmend war - konstant rückläufig ist : Ihr Marktanteil an den schweizerischen Werbeaufwendungen ( ohne Direct Mail ) ist laut einer soeben veröffentlichten Media-Studie erstmals auf unter 50 Prozent gesunken , während Fernsehen , Radio und auch das Plakat zu den Gewinnern gehören ( « Media Trend Journal » 4/94 ) .;ADJD;rückläufig;32;Pos;ADJD;31
521527;NZZ_1994_04_05_a62_seg3_s10;Mit geringen Schwankungen konstant blieb dagegen die parteipolitische Zusammensetzung ( heute 17 CVP- , 15 FDP- , 7 SVP- , 6 SP-Angehörige ) .;ADJD;bleiben;5;Full|3|Sg|Past|Ind;VVFIN;4
537717;NZZ_1994_04_08_a86_seg13_s7;Ein Beitritt zu den Vereinten Nationen wird damit in keiner Weise präjudiziert , auch wenn dies von gegnerischer Seite konstant behauptet wird .;ADJD;behaupten;21;Full|Psp;VVPP;20
552143;NZZ_1994_04_11_a115_seg3_s5;Die Sittener bekunden aber weiterhin grosse Probleme , den Rhythmus während 90 Minuten konstant hoch zu halten .;ADJD;hoch;15;Pos;ADJD;14
563092;NZZ_1994_04_13_a160_seg4_s5;Das gleiche galt für den Lead Björn Schröder , derweil die andere Hälfte des Front-Ends , Stefan Hofer , bisher sehr konstant gespielt hatte .;ADJD;spielen;23;Full|Psp;VVPP;22
571377;NZZ_1994_04_14_a241_seg7_s3;Relativ konstant , seit 1989 sogar in leichtem Anstieg ist der Anteil der mechanischen Uhren , während der Markt für digitale Uhren deutlich rückläufig ist .;ADJD;sein;10;Sein|3|Sg|Pres|Ind;VAFIN;2
572863;NZZ_1994_04_15_a45_seg7_s3;Während Schatzkanzler Clarke konstant die Ansicht vertrat , die fiskalpolitische Straffung müsse mit einer intensiveren Lockerung der Zinspolitik kompensiert werden , damit die konjunkturelle Erholung nicht beeinträchtigt werde , hat Gouverneur George stets vor der Gefahr einer wiederanziehenden Inflation gewarnt .;ADJD;vertreten;7;Full|3|Sg|Past|Ind;VVFIN;4
592928;NZZ_1994_04_19_a44_seg5_s1;fb. Paris , 18. April Der monatliche Preisauftrieb in den Ländern der industrialisierten Welt ist im Februar mit einem Mittelwert von 3% gegenüber dem Vormonat konstant geblieben .;ADJD;bleiben;27;Full|Psp;VVPP;26
603981;NZZ_1994_04_21_a105_seg8_s8;Der Pegel der Elbe bei Barby blieb seit Dienstag konstant .;ADJD;bleiben;7;Full|3|Sg|Past|Ind;VVFIN;10
608397;NZZ_1994_04_22_a54_seg7_s1;Im zurückliegenden Jahr konnte zwar der Umsatz der Hesta-Gruppe - nicht zuletzt durch den Einbezug neuer Firmen in die Konsolidierung - annähernd konstant auf rund 96 Mrd. Fr .;ADJD;.;29;Pun|Sent;$.;23
610939;NZZ_1994_04_22_a144_seg5_s4;Der Skipper Ross Field und seine Crew segelten bis anhin sehr konstant , aber wenig spektakulär .;ADJD;bis;9;Bis;APPR;12
627681;NZZ_1994_04_26_a27_seg3_s1;Obwohl die kanadische Mordstatistik der letzten Jahre ziemlich konstant ist und im Vergleich mit Amerika sehr niedrige Zahlen aufweist , haben jüngste Vorfälle in Ottawa und Toronto den Ruf nach verstärkter Kontrolle vor allem des Besitzes von Handfeuerwaffen wachgerufen , um ein Übergreifen des « amerikanischen Waffenkults » zu verhindern .;ADJD;sein;10;Sein|3|Sg|Pres|Ind;VAFIN;9
642851;NZZ_1994_04_29_a32_seg5_s9;Der Staatsverbrauch schrumpfte um 2% , nachdem er im vierten Quartal konstant geblieben war .;ADJD;bleiben;13;Full|Psp;VVPP;12
655324;NZZ_1994_03_31_a245_seg3_s8;( CH 1994 ) , erkennt man aber auch die geschlechtsspezifischen biographischen Risse und Brüche , die im gesellschaftlichen Spannungsfeld von Rollennorm und Rebellion so viele Künstlerinnen konstant an den Rand des Nervenzusammenbruchs , wenn nicht des Wahnsinns treiben .;ADJD;treiben;39;Full|3|Pl|Pres|Ind;VVFIN;28
667787;NZZ_1994_08_04_a53_seg9_s2;Ein Vorstandsmitglied des Verbands Studierender an der Universität Zürich nannte die Begründung des Numerus clausus mit der Sorge um die Ausbildungsqualität schlicht eine Lüge und verwies auf die statistische Entwicklung : Die Professorenzahl der Medizinischen Fakultät Zürich habe von 1976 bis 1993 um 50 , die Nutzfläche um 100 Prozent zugenommen , während die Zahl der Studienanfänger - 382 im Jahr 1976 , 437 im letzten Herbst - erstaunlich konstant geblieben sei .;ADJD;bleiben;71;Full|Psp;VVPP;70
668943;NZZ_1994_08_04_a106_seg4_s20;Das Bad sei konstant gut besetzt , aber nicht mehr überfüllt wie noch vor Beginn der Schulferien , beschied man uns auf Anfrage .;ADJD;gut;5;Pos;ADJD;4
672162;NZZ_1994_08_05_a59_seg5_s6;"Gleichzeitig sind während der ersten vier Wochentage die Indizes der auch ausländischen Investoren zugänglichen sogenannten B-Aktien in Schanghai und Shenzhen ebenfalls zwar weniger spektakulär , aber konstant gestiegen ; erst am Donnerstag gaben die B-Aktien in Schanghai um 22 Punkte etwas nach .";ADJD;steigen;28;Full|Psp;VVPP;27
680774;NZZ_1994_08_06_a182_seg3_s25;Da können sich Reiter und Pferde nur mit konstant guten Leistungen an der Spitze behaupten .;ADJD;gut;10;Pos|Dat|Pl|Fem;ADJA;9
685507;NZZ_1994_08_08_a89_seg3_s7;"Gemessen an der Gesamtzahl der Ausländerinnen und Ausländer hat sich der Anteil der Saisonniers in den letzten drei Jahren konstant verringert ; 1991 betrug er noch 4 Prozent , im Juni dieses Jahres waren es noch 9 Prozent .";ADJD;verringern;21;Full|Psp;VVPP;20
690140;NZZ_1994_08_09_a65_seg3_s8;In allen übrigen Kantonen ging die Arbeitslosenquote um 1 bis 2 Prozent zurück oder blieb konstant .;ADJD;bleiben;15;Full|3|Sg|Past|Ind;VVFIN;16
695855;NZZ_1994_08_10_a93_seg11_s2;Befürchtungen , wonach sich die Tollwut wieder ausbreite , seien zur Zeit unbegründet , weil die im Kanton Aargau und im süddeutschen Raum bestehenden Krankheitsherde relativ konstant seien .;ADJD;sein;28;Sein|3|Pl|Pres|Subj;VAFIN;27
703798;NZZ_1994_08_12_a44_seg3_s2;Washington , 11. August Die Erzeugerpreise in den USA sind im Juli nach Angaben des Handelsministeriums um 5% gestiegen , nachdem sie im Vormonat konstant geblieben waren .;ADJD;bleiben;26;Full|Psp;VVPP;25
706027;NZZ_1994_08_12_a124_seg3_s3;Das zweistöckige Lokal und die Bar Le Philosophe haben ihren eigenen Charme , und seit Jahren ist auch das kulinarische Angebot immer ansprechend und konstant auf der gleichen Qualitätsstufe .;ADJD;und;24;Coord|-2;KON;25
726312;NZZ_1994_08_17_a77_seg32_s10;"Stratosphäre : Temperatur zunächst mit der Höhe konstant , ab 25 bis 30 km zunehmend ; an der Obergrenze der Stratosphäre in etwa 50 km entspricht die Temperatur ungefähr derjenigen am Boden .";ADJD;";";16;Pun|Sent;$.;8
726683;NZZ_1994_08_17_a88_seg13_s19;Immerhin gehört er aber als Cellist bereits seit 1979 zu den Festival Strings , die zusammen mit den Solisten Patrizio Mazzola ( Klavier ) , Sybille Tschopp ( Violine ) und Karin Krauer ( Alt ) für das konstant hohe Niveau dieser ersten Luzerner CD garantieren .;ADJD;hoch;40;Pos|Acc|Sg|Neut;ADJA;39
730685;NZZ_1994_08_18_a63_seg8_s8;eingehalten und die rasche volle Auslastung garantiert wird sowie die Transportpreise real konstant bleiben .;ADJD;bleiben;14;Full|-2;VVINF;13
