;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
247465;NZZ_1993_07_31_a150_seg2_s41;"Der Detaillistenschwarzmarkt wenige hundert Meter neben der Zollbrücke aber blüht noch immer ; fast pausenlos fahren Autos die Waldstrasse hinab , und über einen schmalen Steg werden in metallenen Einkaufsrollis Alkoholika über den Wasserlauf nach Frankreich gekarrt .";ADJD;fahren;16;Full|3|Pl|Pres|Ind;VVFIN;15
251238;NZZ_1993_12_01_a89_seg3_s18;Mit einer schnellen Angriffsauslösung und immer wieder aufs neue verblüffendem Kombinationssinn und -sicherheit setzten sie den überforderten Gegner pausenlos unter Druck .;ADJD;setzen;14;Full|3|Pl|Past|Ind;VVFIN;19
331817;NZZ_1993_12_17_a134_seg2_s10;Statt pausenlos anzugreifen , müsse abwartender gespielt und der Gegner aus seiner Igelstellung gelockt werden , damit sich den « Maritimistas » Räume eröffneten , in denen sie ihre technische Überlegenheit zur Geltung bringen könnten .;ADJD;No Head;1;No Head;No Head;2
350835;NZZ_1993_12_22_a119_seg3_s2;Seit dem Zerbröckeln des Schweizer Bierkartells und vor dem Hintergrund wachsender Importanteile und sich weiter öffnender Märkte wurde in der Schweizer Brauszene pausenlos über zu erwartende strukturelle Bereinigungen mehr oder minder laut nachgedacht .;ADJD;No Head;0;No Head;No Head;23
376747;NZZ_1993_12_30_a9_seg6_s13;Die Bundesregierung macht mithin einen Unterschied zwischen Schirinowskis Aufenthalt vor einer Woche , der nur einen Tag währte , und einer auf drei Wochen bemessenen Rundreise , die pausenlos die Gelegenheit zu öffentlichen Auftritten mit fragwürdigen Parolen geboten hätte .;ADJD;bieten|gebieten;38;Full|Psp;VVPP;29
445407;NZZ_1993_02_15_a3_seg2_s2;Die Regierungstruppen bewegen sich , wie am Sonntag bekannt wurde , vom Luftwaffenstützpunkt Catumbela bei Benguela auf Huambo zu , das pausenlos unter Artilleriebeschuss der Unita liegt und wo schon mindestens 2000 Personen ums Leben gekommen sein sollen .;ADJD;unter;23;Unter;APPR;22
615933;NZZ_1994_04_23_a117_seg11_s4;Ähnlich verhält es sich mit dem möglicherweise einzigen Beispiel vertonten Gähnens in der Opernliteratur : Im zweiten Akt seiner Komödie « Le Barbier de Séville » hat Beaumarchais gezeigt , wie Figaro Bartholos Diener ausser Gefecht setzt : Dem einen , mit dem passenden Namen L ' Eveillé , verabreicht er ein Schlafmittel , so dass er pausenlos gähnen muss , den anderen behandelt er mit Niespulver .;ADJD;gähnen;59;Full|-2;VVINF;58
621604;NZZ_1994_04_25_a89_seg3_s7;Wer Bundeshausgeheimnisse erlauschen möchte , fährt am besten pausenlos erste Klasse auf der Strecke Zürich-Bern-Zürich ( oder setzt sich in den Speisewagen ) .;ADJD;erst;10;Pos|Acc|Sg|Fem;ADJA;9
621605;NZZ_1994_04_25_a89_seg3_s8;Wer dagegen alte Bekannte , bekannte Unbekannte oder überhaupt regionale Prominenz erspähen möchte , flaniert am besten pausenlos auf der Strecke Bellevue- Central-Bellevue ( oder setzt sich in ein Strassencafé ) .;ADJD;--;23;Name|Nom|Sg|*4;NN;18
706052;NZZ_1994_08_12_a125_seg4_s2;Beinahe pausenlos wird Christian Poltéra in den letzten Tagen von Journalistinnen und Journalisten heimgesucht .;ADJD;werden;3;Aux|3|Sg|Pres|Ind;VAFIN;2
716157;NZZ_1994_08_15_a69_seg5_s6;Die Feuerwehren , die seit Tagen pausenlos im Einsatz waren , wurden am Wochenende durch 700 Kollegen vom Festland verstärkt .;ADJD;sein;10;Sein|3|Pl|Past|Ind;VAFIN;7
716542;NZZ_1994_08_15_a81_seg2_s6;Nun war dieser Sommer gewiss länger und heisser , und womöglich irrten auch einfach noch versprengte Otto-und-Cäsar-Berichterstatter tatenlos im Tessin herum auf der Suche nach einer neuen Herausforderung , aber das gigantische Medien-Gewitter , das pausenlos über das heurige Festival donnerte , liess Locarno schliesslich zur grössten sauren Gurke des Jahres 1994 heranspriessen .;ADJD;donnern;41;Full|3|Sg|Past|Ind;VVFIN;36
765230;NZZ_1994_08_25_a128_seg5_s6;Von den nicht besonders zahlreich erschienenen und sich zuvor äusserst ruhig verhaltenden Zuschauern pausenlos nach vorne getrieben , setzten sie den Gastklub nun enorm unter Druck .;ADJD;treiben;17;Full|Psp;VVPP;14
797538;NZZ_1994_12_02_a158_seg4_s11;Seine feine Komödie ist so sinnlich wie die Leckereien , die der Vater , Meisterkoch in Taipeh , seinen drei ( verschiedene Lebensstile verkörpernden ) Töchtern pausenlos zubereitet - für Kinogänger mit nüchternem Magen eine kleine Leinwand-Qual .;ADJD;zubereiten;28;Full|Psp;VVPP;27
829628;NZZ_1994_12_08_a149_seg5_s11;Konzentriert , risikofreudig , aufsässig , an hohem Tempo interessiert , drängten die Italiener , zum Erfolg gezwungen , den Gegner fast pausenlos in dessen Platzhälfte .;ADJD;.;27;Pun|Sent;$.;23
885817;NZZ_1994_12_19_a111_seg7_s6;Die acht Zweikanal-Musikaufnahmen , mit denen die acht Lautsprecherpaare in der Ausstellungszeit praktisch pausenlos gespeist werden , sind mit Hilfe von Synthesizer und Computer produziert und werden von CD abgespielt .;ADJD;speisen;15;Full|Psp;VVPP;14
910106;NZZ_1994_12_24_a33_seg4_s2;Der Untersuchungsrichter hatte Conde während der ganzen Woche praktisch pausenlos verhört und kam zum Schluss , dass hinreichender Verdacht auf Betrug und Veruntreuung bestehe , um die Haft zu verfügen .;ADJD;verhören;11;Full|Psp;VVPP;10
919669;NZZ_1994_12_27_a115_seg11_s23;Als Durchschnittskonsument arbeitet man , um seinen Lebensunterhalt zu verdienen , und die wenigsten können pausenlos das tun , was sie gerne möchten .;ADJD;tun;18;Full|-2;VVINF;16
945053;NZZ_1994_02_02_a176_seg3_s15;Auf der Erde scheint pausenlos die Sonne , die prächtigen Sandstrände an den amerikanischen Küsten strahlen weiss .;ADJD;scheinen;4;Full|3|Sg|Pres|Ind;VVFIN;5
958120;NZZ_1994_02_05_a46_seg9_s12;Trotz den liberalen Worten Nasarbajews ist der Umgang mit der staatlichen Bürokratie noch immer schwierig : Ben Miller , Vertreter einer der grössten westlichen juristischen Beraterfirmen , die in der GUS tätig sind , beklagt sich heftig über eine viel zu hohe Regulationsdichte und sich pausenlos ändernde Steueransätze .;ADJD;ändernd;47;Pos|Acc|Pl|Masc;ADJA;46
959628;NZZ_1994_02_05_a125_seg3_s15;"Ohne die Atmosphäre und das Wesen der Musik auch nur entfernt wahrzunehmen , inszenierte er pausenlos heiss atmende Tanzrevolutionen für aufgesetzt dramatische Paarbegegnungen ; in keiner Weise modern , in keiner Weise fühlbar persönlich gestaltet , aber glänzend begabt , wirkungsvolle Klischees modernistischer Konfektion zu übernehmen und dynamisch-spannungsvoll zu einer sich bedeutungsvoll gebenden Bewegungskulisse aufzubauen .";ADJD;atmend;18;Pos|Acc|Pl|Fem;ADJA;16
1054840;NZZ_1994_02_23_a210_seg5_s13;An manchen Tagen läuft die Waschmaschine fast pausenlos .;ADJD;laufen;4;Full|3|Sg|Pres|Ind;VVFIN;8
1063920;NZZ_1994_02_25_a170_seg3_s21;Mit dieser - aus mitteleuropäischer Sicht - unglaublichen interdisziplinären Offenheit , zu der übrigens speziell Norwegens etablierte Kunstinstitute viel beigetragen haben , ist den Initianten vor allem eines gelungen : Man hat die Welt auf ein Norwegen hingewiesen , das ob der Fernsehbilder eines pausenlos fähnchenschwingenden Volkes in uniformartigen Strickpullovern und Wollstrümpfen sonst unweigerlich übersehen worden wäre .;ADJD;fähnchenschwingend;46;Pos|Gen|Sg|Neut;ADJA;45
1087901;NZZ_1994_01_04_a100_seg3_s23;Schwab weist auch den aufrecht gehenden Erdenbewohnern kompromisslos einen passiven Part zu , die klägliche Opferrolle , von Geburt an gegenüber dem Dinghaften schutz- und chancenlos , abgegrenzt vom Tierischen nur durch unsere lächerlichen , sich gegenseitig pausenlos kompromittierenden Versuche individueller Selbstbestimmung .;ADJD;kompromittierend;39;Pos|Acc|Pl|Masc;ADJA;38
1090863;NZZ_1994_01_05_a27_seg10_s9;Bei Unicef , dem Kinderhilfswerk der Vereinten Nationen , fahren die europäischen Angestellten pausenlos in den ihnen zugeteilten Provinzen Muyinga und Cankuzo von einem Centre de santé zum andern , um die ausgebrochene bakterielle Dysenterie-Epidemie unter Kontrolle zu bringen .;ADJD;fahren;10;Full|3|Pl|Pres|Ind;VVFIN;14
1107826;NZZ_1994_01_08_a103_seg5_s4;In den waldreichen Aussenbezirken der Stadt , wo die reichsten Wohnviertel liegen , waren pausenlos die Sirenen der Rettungsfahrzeuge zu hören .;ADJD;hören;21;Full|-2;VVINF;15
1180652;NZZ_1994_01_24_a112_seg3_s3;Während zweier Stunden weckte Elsie Attenhofer jene legendäre Kabarettgruppe zu blühendem Bühnenleben , die in den dreissiger und vierziger Jahren den grossdeutschen Gedankenpolizisten pausenlos Ärger und dadurch den eidgenössischen Behörden « blödsinnig viu z schaffe » ( Originalton eines Bundesbeamten ) gemacht hatte .;ADJD;schaffen;35;Full|3|Sg|Pres|Subj;VVFIN;24
1245858;NZZ_1994_07_06_a164_seg3_s21;Fast pausenlos blieben sie im Ballbesitz , warteten auf eine günstige Gelegenheit zum Gegenstoss , aber erst ein « Geschenk » des Schiedsrichters in Form eines Elfmeters nach 18 Minuten brachte Barons Equipe in Richtung ( vermeintlichen ) Erfolgsweg .;ADJD;bleiben;3;Full|3|Pl|Past|Ind;VVFIN;2
1253232;NZZ_1994_07_07_a194_seg8_s2;Mitglieder des Diplomatischen Korps , Parlamentsabgeordnete , Chefbeamte mit ihren Damen , « Miss Turkey 1991 » und eine Anzahl nach orientalischen Gesichtspunkten ausgewählte Journalisten waren der Einladung gefolgt und bildeten , von pausenlos telefonierenden Sicherheitsorganen bewacht , auf Schritt und Tritt das Motiv eines umfangreichen Fernsehtrosses .;ADJD;telefonierend;35;Pos|Dat|Pl|Neut;ADJA;34
1259937;NZZ_1994_07_09_a20_seg11_s5;Die Debatte beginnt , auf der Mattscheibe erscheinen die Köpfe der drei , sie reden und gestikulieren , aber was sie sagen , bleibt unhörbar , weil der Musikautomat pausenlos weiterplärrt .;ADJD;--;31;Full|3|Sg|Pres|Ind;ADJD;30
1274622;NZZ_1994_07_12_a87_seg6_s6;Der Aufwand - Muskelkraft und Schweiss , aber auch technologisches Raffinement - ist eindrücklich : Täter und Opfer , splitternackt oder uniformiert , jagen pausenlos durch den Raum , verfolgt von Videokameras , deren Aufnahmen in Direktübertragung auf drei Bildschirme projiziert werden .;ADJD;durch;26;Acc;APPR;25
1282651;NZZ_1994_07_14_a21_seg4_s2;Während der schlaue , telegene Populist Lukaschenko kühl argumentierte und ruhig in die Kamera blickte , dabei aber den Ministerpräsidenten pausenlos angriff , wusste Kebitsch ganz offensichtlich nicht mehr ein noch aus , redete zusammenhanglos dahin und fixierte dabei mit Hingabe etwas Unsichtbares unten links .;ADJD;blicken;15;Full|3|Sg|Past|Ind;VVFIN;21
1319035;NZZ_1994_07_22_a23_seg3_s1;R. F. L. Buenos Aires , 21. Juli Drei Tage nach dem Anschlag auf den Hauptsitz der jüdischen Organisationen Argentiniens im Zentrum von Buenos Aires wird im Trümmerhaufen , in den sich der sechsstöckige wuchtige Bau verwandelt hat , immer noch pausenlos nach Überlebenden gesucht .;ADJD;nach;43;Dat;APPR;42
1355113;NZZ_1994_07_29_a156_seg2_s32;Zunächst landen sie in einem deutschen Stützpunkt der US-Army , wo sie pausenlos verhört werden .;ADJD;verhören;14;Full|Psp;VVPP;13
1361735;NZZ_1994_06_30_a205_seg3_s5;Die Dampfer sind denn auch sozusagen pausenlos auf Fahrt .;ADJD;sein;3;Sein|3|Pl|Pres|Ind;VAFIN;7
1389938;NZZ_1994_06_06_a120_seg3_s13;Variante 2 : Ich setzte die dunkle Sonnenbrille auf und wechsle pausenlos den Kiosk .;ADJD;wechseln;11;Full|1|Sg|Pres|Ind;VVFIN;12
1429324;NZZ_1994_06_13_a222_seg20_s5;Ohne Zweifel werden aber die Spieler pausenlos sehr viel trinken müssen .;ADJD;trinken;10;Full|-2;VVINF;7
1466897;NZZ_1994_06_20_a149_seg3_s13;Die Indizien hatten sich mit jedem Tag dermassen gegen ihn erhärtet , dass die Polizei von Los Angeles den kurz zuvor noch mit den beiden Kindern aus besagter Ehe am Begräbnis erschienenen und danach untergetauchten « Helden » mit pausenlos an den Bildschirmen repetierten Appellen zur Suche ausrief .;ADJD;ausrufen;48;Full|3|Sg|Past|Ind;VVFIN;40
1542463;NZZ_1994_05_06_a151_seg3_s5;"- Schon von daher hätten die Autoren des Spektakels - Kresnik , Ivo und Hansjörg Schertenleib ( Libretto , Dramaturgie ) - wissen müssen , dass eine Übertragung auf die Bühne nicht möglich ist , weil auf ihr gerade menschliche Körper immer und unvermeidlich so ungemein plastisch und konkret umrissen erscheinen ; und dies noch weit mehr , wenn sie so klar und makellos sind wie derjenige von Ivo und wenn sie pausenlos so überdeutlich eingesetzt werden für überhöht realistische Demonstration von gewalttätig sexueller Begegnung , körperlicher Verkrüppelung und exzessiver oraler und analer Einverleibung und Ausscheidung .";ADJD;einsetzen;76;Full|Psp;VVPP;73
1561081;NZZ_1994_05_10_a116_seg7_s13;Einhelligen Beifall gab es am Ende des pausenlos gespielten Abends für Sänger , Chor , Orchester , Autoren und Team .;ADJD;gespielt;9;Pos|Gen|Sg|Masc;ADJA;8
1605436;NZZ_1994_05_20_a1_seg6_s2;Die Luftwaffe , welche seit Tagen fast pausenlos die Bodentruppen unterstützt , dürfte unter dem Mangel an Ersatzteilen und Überholungsarbeiten für die Flugzeuge leiden .;ADJD;unterstützen;11;Full|3|Sg|Pres|Ind;VVPP;8
1607926;NZZ_1994_05_20_a144_seg4_s7;In weiten Teilen des Kantons Zürich standen die Feuerwehren am Donnerstag pausenlos im Einsatz , um unter Wasser stehende Keller leerzupumpen .;ADJD;stehen;7;Full|3|Pl|Past|Ind;VVFIN;12
1608272;NZZ_1994_05_20_a159_seg16_s2;In Stallikon führte das Hochwasser der Reppisch zu 30 bis 35 Schadenereignissen und damit zu einer für die Gemeinde hohen Anzahl von Schäden , zu deren Behebung die Feuerwehr 24 Stunden lang pausenlos im Einsatz war .;ADJD;sein;36;Sein|3|Sg|Past|Ind;VAFIN;33
1608298;NZZ_1994_05_20_a160_seg2_s4;Nach Auskunft von Gemeindeschreiber Rudolf Jetter musste die seit Mittwoch abend im Einsatz stehende Feuerwehr pausenlos und im Schichtbetrieb Dutzende von Kellern und Garagen auspumpen .;ADJD;und;17;Coord|-2;KON;16
1610988;NZZ_1994_05_20_a211_seg6_s22;Knappe drei Stunden lang lässt Chéreau mit dem pausenlos keuchenden Pathos des Historienfilms die Hufe donnern , Schwerter stechen , Blicke fliegen , Busen wogen .;ADJD;keuchend;10;Pos|Dat|Sg|Neut;ADJA;9
1621373;NZZ_1994_05_24_a98_seg5_s15;Selbst wenn er vom anderswo pausenlos gespielten Büchnerpreisträger George Tabori stammt .;ADJD;gespielt;7;Pos|Nom|Pl|Masc;ADJA;6
1634022;NZZ_1994_05_26_a197_seg3_s15;Der Imperativ zum Trinken geht gar soweit , nach dem Pausenpfiff bereits auf dem Weg in die Kabine und zurück pausenlos Flüssigkeit aufzunehmen .;ADJD;Flüssigkeit;22;Reg|Acc|Sg|Fem;NN;21
1666737;NZZ_1994_03_03_a124_seg3_s6;Warum es in den pausenlos Tag und Nacht operierenden Rundfunksendern kein Zusammenleben zwischen E-Musik und U-Musik geben kann , ist eine unbeantwortbare Frage .;ADJD;Tag;6;Reg|Dat|Sg|Masc;NN;5
1679952;NZZ_1994_03_05_a145_seg6_s22;Wo der Himmel immerzu blau ist und die Blumen pausenlos blühn , kann die Helle leicht zur Hölle werden .;ADJD;--;11;Pos;ADJD;10
1686764;NZZ_1994_03_07_a103_seg3_s17;Um so mehr , als sie pausenlos Stellungsfehler und Abstimmungsprobleme offenbarte , einen zunehmend nervöseren Eindruck hinterliess und immer wieder aufs neue überlaufen wurde .;ADJD;offenbaren;11;Full|3|Sg|Past|Ind;VVFIN;7
1789206;NZZ_1994_03_26_a99_seg4_s11;Die Partitur kann in einer Vielzahl von mehr oder weniger langen Versionen aufgeführt werden , und ihre einzelnen Teile sind so komponiert , dass sie sich untereinander austauschen lassen und dennoch pausenlos ineinander übergehen .;ADJD;übergehen;34;Full|3|Pl|Pres|Ind;VVFIN;32
1814401;NZZ_1994_11_01_a167_seg3_s15;Rund 40 000 Zuschauer werden ihre Mannschaft pausenlos unterstützen , damit der Rückstand vielleicht doch noch aufgeholt werden kann .;ADJD;unterstützen;9;Full|-2;VVINF;8
1823193;NZZ_1994_11_03_a106_seg3_s11;Sinnreich war es , dass er gleich nach Kreneks « Heimkehr » pausenlos - und eben ohne Applaus - mit Schuberts « Im Walde » , D 834 , fortfuhr .;ADJD;-;14;Pun|Hyph;$(;13
1857208;NZZ_1994_11_10_a100_seg7_s1;Das Menschenmass früherer Zeiten einerseits , repräsentiert durch die Strasse der Römer , der im Talgrund pausenlos donnernde Verkehrsmoloch anderseits : Eine Entartung unserer Zeit , die es zu begrenzen gilt , wird dargestellt in freier Natur , zuhanden von Touristen und Wanderern in einer Landschaft , die an sich unvergleichlich ist .;ADJD;donnernd;18;Pos|Acc|Sg|Neut;ADJA;17
1883217;NZZ_1994_11_15_a123_seg8_s1;Seit rund 30 Jahren ist Joe Cocker fast pausenlos als Schwerarbeiter auf Konzertbühnen unterwegs .;ADJD;sein;5;Sein|3|Sg|Pres|Ind;VAFIN;9
1888704;NZZ_1994_11_16_a151_seg2_s18;Die eher ungelenken Verteidiger ständig zu stören sowie mit raschen , flach gehaltenen Direktkombinationen in die Tiefe und über die Seiten pausenlos das eigene Angriffsspiel zu forcieren - auf diese Weise wurde das Team Islands völlig zerzaust .;ADJD;forcieren;27;Full|-2;VVINF;22
1900119;NZZ_1994_11_18_a171_seg3_s4;Seine feine Komödie ist so sinnlich wie die Leckereien , die der Vater , Meisterkoch in Taipeh , seinen drei ( verschiedene Lebensstile verkörpernden Töchtern ) pausenlos zubereitet - für Kinogeher mit nüchternem Magen eine kleine Leinwand-Qual .;ADJD;zubereiten;28;Full|Psp;VVPP;27
1934326;NZZ_1994_11_24_a185_seg9_s10;Es schneite pausenlos bei unserem Aufenthalt dort , fünf Tage und fünf Nächte lang .;ADJD;schneien;2;Full|3|Sg|Past|Subj;VVFIN;3
1938491;NZZ_1994_11_25_a179_seg5_s4;Seine feine Komödie ist so sinnlich wie die Leckereien , die der Vater , Meisterkoch in Taipeh , seinen drei ( verschiedene Lebensstile verkörpernden Töchtern ) pausenlos zubereitet - für Kinogänger mit nüchternem Magen eine kleine Leinwand-Qual .;ADJD;zubereiten;28;Full|Psp;VVPP;27
1945676;NZZ_1994_11_26_a185_seg5_s11;So befanden sich die Sittener Verteidiger , besonders in der ersten Halbzeit , fast pausenlos auf Positionssuche .;ADJD;befinden;2;Full|3|Pl|Past|Ind;VVFIN;15
1948553;NZZ_1994_11_26_a213_seg3_s11;Zwar ging Sledge weiterhin pausenlos in allen fünf Kontinenten auf Tournee , doch die Klubs , in denen er auftrat , wurden mit der Zeit immer schäbiger , und seine Ein-Mann-Shows mit meist zweitklassigen Begleitbands immer unwürdiger .;ADJD;gehen;2;Full|3|Sg|Past|Ind;VVFIN;5
2005166;NZZ_1994_10_08_a127_seg13_s8;Wie hier im ersten Akt setzt Janácek auch an das Ende der beiden anderen Akte dramatisch zugespitzte Affekte und beharrt darauf , dass die jeweils zwei Bilder eines Aktes sowie der erste und zweite Akt pausenlos aufeinander folgen .;ADJD;folgen;38;Full|-2;VVFIN;36
2010991;NZZ_1994_10_10_a83_seg3_s5;Man befindet sich im dritten Akt nämlich keineswegs an einem neuen , ruinenartigen Schauplatz , sondern noch immer dort , wo die unheilvolle , pausenlos erzählte Geschichte ihren Anfang genommen hat : im Park am Steilufer der Wolga , auf dem glatten , mit Falltüren durchsetzten Gesellschaftsparkett der Handelsstadt Kalinow , im Hause Kabanov oder eben in der Hölle .;ADJD;erzählt;26;Pos|Nom|Sg|Fem;VVFIN;25
2027305;NZZ_1994_10_13_a143_seg7_s8;Entsprechend fabrizierte die Gastequipe während der ersten halben Stunde unter der Tempogestaltung des Parma-Strategen Tomas Brolin praktisch pausenlos Lehrbuchfussball .;ADJD;fabrizieren;2;Full|3|Sg|Past|Ind;VVFIN;18
2031415;NZZ_1994_10_14_a106_seg5_s49;Es ist gut , dass sich die Leute tanzend ausdrücken , anstatt pausenlos zu reden .;ADJD;reden;15;Full|-2;VVINF;13
2034068;NZZ_1994_10_14_a157_seg6_s6;Aber was ist ein Stimmungsbericht vom Schauplatz einer Katastrophe ohne pausenlos kreisende Polizeihelikopter ?;ADJD;kreisend;12;Pos|Acc|Pl|Masc;ADJA;11
2043413;NZZ_1994_10_17_a106_seg7_s6;Die Zahl der Beratungsgespräche 1993 stieg auf 1802 ( davon 7 Prozent mit Ausländern ) - was immer wieder dazu führt , dass die Tagesberaterin oder der Tagesberater alles andere liegenlassen muss und pausenlos am Telefon sitzt oder Leute in Empfang zu nehmen hat , die ebenso hilflos wie unangemeldet vor der Türe stehen oder auch mit Geldwünschen kommen .;ADJD;sitzen;37;Full|3|Sg|Pres|Ind;VVFIN;34
2043417;NZZ_1994_10_17_a106_seg7_s10;Seit der Gründung des Wohndienstes vor 33 Jahren sucht die Zentralstelle pausenlos günstigen Wohnraum ( auch für Studierende ) , um vor allem Leuten mit kleinem Einkommen zu einer Unterkunft zu verhelfen .;ADJD;günstig;13;Pos|Acc|Sg|Masc;ADJA;12
2048291;NZZ_1994_10_18_a40_seg6_s3;Seit fünf Monaten nehmen die in Yen berechneten Einfuhren wieder zu , nachdem sie zuvor während gut dreier Jahre praktisch pausenlos gefallen waren .;ADJD;fallen|gefallen;22;Full|Psp;VVPP;21
2098038;NZZ_1994_10_28_a134_seg2_s4;Die Velos seien dank dem schönen Sommerwetter praktisch pausenlos im Einsatz gewesen .;ADJD;sein;3;Sein|3|Pl|Pres|Subj;VAFIN;9
2111050;NZZ_1994_09_30_a103_seg3_s1;Die Rettungsarbeiten sind in der Ostsee bei rauhem Wind pausenlos fortgesetzt worden .;ADJD;fortsetzen;11;Full|Psp;VVPP;10
2163316;NZZ_1994_09_09_a187_seg4_s27;"Keinen Augenblick lang will sie uns plausibel erscheinen : nicht das grässlich zerschrammte Geschöpf , das sich da zum Sterben entschlossen dekorativ auf die Eisenbahnschienen legt , allwo es vom inzwischen zur Bahn strafversetzten Zumbühl aufgefunden wird ; nicht seine pausenlos Panik markierenden sperrangelweit aufgerissenen Augen ; und nicht der Täter , den der Film der Einfachheit halber nicht nur als Stotterer , sondern gleich auch noch als Deppen zeichnet .";ADJD;markierend;43;Pos|Acc|Pl|Neut;ADJA;41
2165728;NZZ_1994_09_10_a95_seg8_s12;Auch wenn , wie so oft zu hören , in Afrika 100 000 westliche Entwicklungshelfer am Werk sein sollen , so fällt bei einem Durchschnitt von 6000 angezielten Nutzniessern nicht jeder auswärtige Bürolist oder andere Helfer überall pausenlos auf .;ADJD;fallen|fällen;22;Full|3|Sg|Pres|Ind;VVFIN;38
2179727;NZZ_1994_09_13_a108_seg3_s8;Jonigks Stück « Von blutroten Sonnen , die am Himmelszelt sinken » führt in eine Welt , in der pausenlos « Lore » -Romane verschlungen werden , wo K.-o.-Schläge zum Schlagen der Kuckucksuhr an der Tagesordnung sind und die Pflege des jägerzaungesäumten Gartens zu den grossen Leidenschaften zählt .;ADJD;Lore;22;Reg|Dat|Sg|Fem;NE;20
2192618;NZZ_1994_09_15_a138_seg3_s7;Sie führten vor , dass auch der Werbespot für das Weizenkeimflöckli-Müesli « Xundi » und der Sketch von der Müller-Family3-AG ( Mülag ) etwas mit Sympathie für das Opernhaus zu tun haben : Bernhard-Theater und Opernhaus sind nicht nur unter dem gleichen Dach zu Hause , sondern arbeiten eng zusammen und kommen damit seit Jahren dem kulturellen Bedürfnis des Publikums nach , weder immer von Lachern geschüttelt noch pausenlos den kathartischen Grosskalibern der Operntradition ausgesetzt zu sein .;ADJD;kommen;52;Full|3|Pl|Pres|Ind;VVFIN;69
2193091;NZZ_1994_09_15_a156_seg3_s6;Das wohl jüngste Team in der Champions League , Ajax Amsterdam , blieb dem Ruf , die Offensive nach Möglichkeit pausenlos zu forcieren , schon auf Grund der Aufstellung wenig schuldig .;ADJD;forcieren;23;Full|-2;VVINF;21
