Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
15;VVFIN;ADJD;schaffen;14;NZZ_1993_02_06_a199_seg18_s2;11;Full|3|Sg|Pres|Ind;Schon Marx hatte eine Formel für eine Gesellschaft, die unablässig neue Problemsituationen schafft und damit zu einer systematisch unsicheren Gesellschaft geworden ist : « Alle festen eingerosteten Verhältnisse mit ihrem Gefolge von altehrwürdigen Vorstellungen und Anschauungen werden gelöst, alle neugebildeten veralten, ehe sie verknöchern können . »;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
16;VVINF;ADJD;schielen;19;NZZ_1997_06_28_a196_seg3_s7;11;Full|-2;Obwohl eine ganze Menge junger ( und älterer ) Rennfahrer unablässig nach einem Platz in der Formel 1 schielen und sich den Teamchefs bei allen möglichen Vorkommnissen fast dutzendweise als Lückenbüsser anbieten, taten sich Prost und Sauber bei der Rekrutierung ihrer Ersatzleute schwer .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
17;VVFIN;ADJD;machen;3;NZZ_1996_04_26_a136_seg7_s15;6;Full|3|Sg|Pres|Ind;Der eine macht dem andern unablässig Striche durch eine Rechnung, die für beide nicht aufgehen kann .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
18;VVFIN;ADJD;sprechen;18;NZZ_1998_10_02_a219_seg4_s36;14;Full|3|Sg|Pres|Ind;Jedermann wiederum kann bestätigen, dass er wie in einem Marketingseminar oder Missionszelt unablässig von seinen Aktivitäten spricht und seinen Projekten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
19;VVINF;ADJD;verlangen;31;NZZ_1994_05_07_a23_seg8_s9;25;Full|-2;So bleibt Aznar vorerst nichts anderes übrig, als auf die Enthüllung weiterer Skandale zu bauen, seine Kritik am Kochen zu halten und unablässig den Rücktritt von González zu verlangen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
20;VVPP;ADJD;singen;26;NZZ_1999_07_03_a285_seg5_s19;25;Full|Psp;Von weitem erkannte man die Züge der Bianchi an dem grossen Kreuz, das man vorantrug, und an den frommen Liedern, die unablässig gesungen wurden und bald die Gassen ober- und mittelitalienischer Städte erfüllten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
21;VMFIN;ADJD;müssen;3;NZZ_1998_09_22_a225_seg7_s6;4;Mod|3|Pl|Pres|Ind;Die Systeme müssen unablässig auf dem neuesten Stand gehalten werden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
22;VVFIN;ADJD;befehlen;21;NZZ_1998_01_07_a111_seg4_s9;20;Full|3|Sg|Pres|Ind;In einem weissen Raum, in dem keine Lautsprecher zu erkennen sind, hört man eine Stimme, die unablässig befiehlt : « Get out of my mind, geht out of this room . »;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
23;VVFIN;ADJD;liefern;21;NZZ_1998_05_04_a150_seg3_s13;19;Full|3|Sg|Past|Ind;Dazu kam das neue mobile Dach über der Anlage, für knapp 20 Millionen Mark angeschafft, das unablässig Schlagzeilen lieferte .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
24;VVFIN;ADJD;steigen;7;NZZ_1993_04_15_a175_seg2_s1;13;Full|3|Sg|Pres|Ind;( sda ) Im Kanton Zürich steigt die Arbeitslosigkeit seit Herbst 1990 unablässig weiter .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
25;VVINF;ADJD;sorgen;14;NZZ_1996_05_25_a130_seg2_s21;9;Full|-2;Die positiven Aussichten bei Zinsen und Inflation würden unablässig für Nachfrage im Aktienmarkt sorgen, berichteten Händler .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
26;VVPP;ADJD;formulieren;19;NZZ_1993_04_24_a39_seg2_s11;17;Full|3|Sg|Pres|Ind;Anderseits war - und ist - Kurt von Fischer durch eine unbezähmbare Neugier charakterisiert, die unablässig Fragen formuliert, nachbohrt und die niemals sich mit einem erreichten Wissen selbstgefällig zufriedengibt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
27;VVINF;ADJD;erinnern;26;NZZ_1999_06_03_a21_seg9_s3;27;Full|3|Pl|Pres|Ind;Die Häuserruinen am Stadtrand zeugen noch immer von den Bombenangriffen, und die Erinnerungstafel bei der Einfahrt nach Halabja sowie die Gedenkstätte neben dem Rathaus erinnern unablässig an die furchtbaren Geschehnisse .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
28;VVFIN;ADJD;setzen;38;NZZ_1999_05_25_a118_seg7_s7;33;Full|3|Sg|Pres|Ind;Und sieht zuletzt doch eigentümlich versöhnt einen lächelnden, ganz verzauberten Klaus Kinski, der nicht genug bekommen kann vom Schmetterling, der nichts vom Tobsüchtigen weiss, dem er sich da unablässig auf Gesicht und Hände setzt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
29;VVPP;ADJD;durchwandern;27;NZZ_1997_04_19_a215_seg5_s2;26;Full|Psp;"Dabei war Roud kein bloss häuslicher Mensch ; immer wieder zog es ihn hinaus in die Welt, und die Landstriche des Haut-Jorat hat er unablässig durchwandert .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
30;VVFIN;ADJD;schreiben;42;NZZ_1996_09_07_a212_seg9_s13;43;Full|1|Sg|Pres|Ind;"Um solcher « Abkühlung » entgegenzuwirken, zieht Rosanow sich die Literatur kurzerhand als « Hose » an, als etwas ganz Nahes, Eigenes, als ein intimes Kleidungsstück : « Du schonst sie, &lt;trägst sie immer&gt; ( ich schreibe unablässig ) .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
31;VVFIN;ADJD;backpfeifen;32;NZZ_1997_04_26_a157_seg8_s12;31;Full|Psp;Wohl eine erzieherische Nebenaufgabe oblag einem aufziehbaren Blechautomobil mit « ruppigem Bub » ( so die Bezeichnung ), der dem Vater unablässig ins Steuer greift und von diesem ebenso unablässig gebackpfeift wird .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
32;VVFIN;ADJD;beschwören;13;NZZ_1994_10_10_a27_seg12_s5;15;Full|3|Sg|Pres|Ind;Dass das letzte Jahrzehnt dieses Jahrhunderts für Deutschland das glücklichste werde, beschwört Kohl unablässig zu Ende seiner kämpferischen Auftritte, mit denen er seine eigene Kontinuität an der Regierungsspitze zu sichern sucht .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
33;VVFIN;ADJD;investieren;3;NZZ_1996_11_18_a176_seg11_s5;5;Full|3|Sg|Pres|Ind;Seit Jahren investiert er unablässig Tranche um Tranche in seinen « Schweizerhof » in Bern, und derzeit wird unter seiner Leitung das « Lausanne Palace » mit Investitionen der Besitzerfamilie von weit über 20 Millionen Franken für die Zukunft gerüstet .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
34;VVPP;ADJD;knipsen;27;NZZ_1996_01_18_a171_seg4_s19;26;Full|Psp;Auf dem Parkplatz reiht sich ein Bus an den anderen, in den Räumen drängen sich Neugierige aus aller Welt, im weitläufigen Garten wird unablässig geknipst und gefilmt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
35;VVFIN;ADJD;malen;12;NZZ_1997_10_18_a186_seg4_s10;11;Full|3|Sg|Past|Ind;Die ewige Urszene ist das Bild, das er einst unablässig malte : Ein buckliger Alter sitzt einem indischen Asketen gleich unter einer Zypresse, ein Mädchen im schwarzen Kleid reicht ihm über einen Bach eine Windenblüte .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
36;VVFIN;ADJD;bemühen;13;NZZ_1994_06_13_a24_seg6_s1;15;Full|3|Sg|Past|Ind;Schneerson, einer der markantesten Führer des religiösen Judentums dieses Jahrhunderts, bemühte sich unablässig darum, ungläubige Juden der Religion und den Traditionen der Vorväter näherzubringen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
37;VVFIN;ADJD;bohren;40;NZZ_1998_02_17_a29_seg2_s4;42;Full|3|Sg|Pres|Ind;Diese Verletzungen zu ertragen ist gerade in diesen Tagen besonders schwierig : Der Schock der ersten Wochen ist gewichen, die Realität des Verlustes von Angehörigen senkt sich erst richtig ins Bewusstsein ein, die Frage nach dem Warum bohrt innerlich unablässig weiter .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
38;VVFIN;ADJD;stellen;19;NZZ_1996_05_09_a140_seg7_s7;18;Full|3|Sg|Pres|Ind;Die Frage nach einem Sinn oder richtigen Unsinn des Daseins, seinem zweifelhaften Vorzugscharakter, die Schopenhauer unablässig stellt, hat Freud als « krank » zurückgewiesen .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
39;VVFIN;ADJD;erklären;11;NZZ_1995_09_23_a108_seg3_s12;13;Full|3|Sg|Pres|Ind;Er hat sich, scheint es, darauf eingerichtet und erklärt ihnen unablässig plaudernd die Welt ( « Man muss wissen, wie deprimierend Kalkutta auf einen Besucher wirkt » ) .;nd;nd;not of interest;ModSekPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
40;VVFIN;ADJD;plärren;52;NZZ_1996_10_05_a190_seg13_s16;49;Full|3|Sg|Pres|Ind;"Inzwischen füllt sich Basts Arbeitszimmer mit dem Strandgut von JRs Transaktionen ; wie das unter dem Ansturm der Technologie kollabierende Schulgebäude wird auch dieser Raum, wo unablässig heisses Wasser aus defekten Hahnen schiesst, die Uhrzeiger rückwärts laufen und unter Gebirgszügen von Kartons voll Toilettenpapier und Kartoffelchips unablässig ein Radio plärrt, zum entropischen Mikrosystem .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
41;VVFIN;ADJD;weitergehen;20;NZZ_1995_04_26_a182_seg4_s3;19;Full|3|Sg|Pres|Ind;Die Produktionskapazität der beiden Marktführer Citizen und Seiko ist so gross, dass der Druck auf die Preise unablässig weitergeht .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
42;VVFIN;ADJD;plätschern;4;NZZ_1996_02_10_a215_seg5_s8;5;Full|3|Sg|Pres|Ind;Aus dem Radio plätschert unablässig seichtes Geplauder, die Männer an den Werkbänken, die hintereinander in einer Reihe stehen, arbeiten mit gesenkten Köpfen, schweigend .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
43;VVFIN;ADJD;rufen;13;NZZ_1994_10_29_a24_seg6_s6;9;Full|3|Sg|Pres|Ind;Während die neue Regierung in Kigali seit Monaten unablässig nach internationalen Beobachtern ruft, sind für die weiterreichenden, gegen die Kämpfer der Patriotischen Front gerichteten Anschuldigungen der Uno, die neuerdings auch Amnesty International vorgebracht hat, noch immer keine Beweise beigebracht worden .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVPP;ADJD;befördern;11;NZZ_1998_11_16_a1_seg7_s7;5;Full|Psp;Mit Helikoptern wurden Soldaten unablässig von einem Unruheherd zum nächsten befördert .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
45;VVPP;ADJD;beschäftigen;14;NZZ_1996_03_21_a119_seg2_s12;12;Full|Psp;"Das Wachpersonal ist wegen des Fehlens von Abstandhaltern vor den Bildern unablässig damit beschäftigt, die Kunstwerke vor Berührung und Erschütterung durch die bewegte Menge zu schützen und zugleich die vielen, verständlicherweise schon nach kurzer Zeit erschöpften Personen davon abzuhalten, sich auf die einladenden Bänke zwischen den Fenstern zu setzen ; aus diesen bläst nämlich der eisige Luftstrom der Klimaanlage .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVPP;ADJD;beschäftigen;18;NZZ_1994_05_14_a154_seg3_s11;17;Full|Psp;Zwar, es ist alles eifrig engagiert erdacht und emsig dargestellt, was diese beiden Künstlerinnen unablässig beschäftigt : Unterdrückung und Emanzipation der Frau .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VVFIN;ADJD;wachsen;8;NZZ_1996_07_05_a229_seg7_s4;16;Full|3|Pl|Pres|Ind;In China, Indonesien und den Philippinen wachsen die mittelständischen Zonen auf der sozialen Landkarte unablässig .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
48;VVFIN;ADJD;gellen;7;NZZ_1997_06_18_a146_seg3_s2;8;Full|3|Pl|Pres|Ind;Schon seit fast einer halben Stunde gellen unablässig verzweifelte Schreie aus dem Bahnwagen : « So chömmed emol go hälfe, de Lokifüerer schtirbt !;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
49;VVFIN;ADJD;wandern;38;NZZ_1996_10_19_a25_seg12_s5;34;Full|3|Pl|Pres|Ind;Clinton lobt noch einmal die Stadt und ihre Bürger und steigt dann ein ins warme Bad in der Menge, begleitet von nervösen, kurzgeschorenen und gut sichtbar verdrahteten Leibwächtern, deren Augen unablässig durch den Saal wandern .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
50;VVFIN;ADJD;zelebrieren;26;NZZ_1999_06_03_a194_seg3_s3;23;Full|3|Pl|Past|Ind;Während einige Mitglieder der « Séction Grenat », des Hardcore-Fanklubs von Servette, mit nacktem Oberkörper im doch empfindlich abgekühlten Stadionrund unablässig ihre Helden zelebrierten, hatten zwei Hauptdarsteller bereits die Katakomben aufgesucht, um so zu feiern, wie es ihre Art ist : still .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
51;VVFIN;ADJD;vorstellen;34;NZZ_1995_08_09_a91_seg3_s8;32;Full|3|Sg|Pres|Ind;"Bei dem Versuch, ihre Liebe anhand angehäufter Zeichen und überflüssiger Reste zu materialisieren, drückt sie ihre Verlustangst aus ; deutlicher noch wird diese neurotische Anlage, wenn sie sich unablässig Situationen vorstellt, in denen der Geliebte mit seiner Frau und seinen Kindern in alltäglichen Situationen zusammentrifft, beim Frühstück etwa oder beim Shopping in der City .";prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
52;VVFIN;ADJD;klingen;39;NZZ_1998_07_27_a106_seg15_s10;40;Full|3|Sg|Pres|Ind;Auf der Bühne ist man keine eigenständige und widerständige Person mehr, sondern nur noch ein durch und durch trainierter Körper, ein ideales Instrument - vor lauter Kunstfertigkeit spricht die Stimme nicht mehr, sondern singt und klingt unablässig .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
53;VVPP;ADJD;studieren;11;NZZ_1997_07_05_a219_seg11_s8;8;Full|3|Sg|Pres|Ind;Und da er im Fond seines Wagens unablässig die Börsenkurse studiert, wird er nicht einmal merken, dass die Pappeln der grossen Ausfallstrassen, an denen er fast geräuschlos vorbeikutschiert wird, sich wenigstens seinem Herrenblick zur kompakten Ehrenformation einer richtigen Allee fügen könnten .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
54;VVFIN;ADJD;singen;40;NZZ_1998_11_10_a133_seg3_s2;39;Full|-2;Autofahrer auf märkischen Alleen sollten vorsichtig sein : Es kann passieren, dass sie an manchen Tagen einen Mann und eine Frau mitten auf der Strasse vor sich her hüpfen sehen, die mit den Armen schlagen und unablässig singen : « Stell dich mal vor, heute abend unter die Brandeburger Tor ! »;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVFIN;ADJD;changieren;3;NZZ_1995_06_24_a119_seg3_s17;5;Full|3|Sg|Pres|Ind;Das Stück changiert vielmehr unablässig zwischen Oper und Oratorium .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
56;VVPP;ADJD;nagen;29;NZZ_1995_06_17_a68_seg1_s10;24;Full|Psp;Wie in vielen anderen Bereichen ( am anschaulichsten wohl in der Telekommunikation ) hat auch in der Luftfahrt der seither eingetretene technische Fortschritt unablässig an dieser marktwidrigen Ordnung genagt .;prozess;frequenziellPROZ;done;;frei;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
