;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
191776;NZZ_1993_08_14_a178_seg2_s9;Doch trotz diesen Beteuerungen und obschon sich die Sozialdemokraten vehement gegen eine Untersuchungskommission stemmten , setzte das Parlament ( mit 62 gegen 42 Stimmen ) eine solche ein .;ADJD;stemmen;14;Full|3|Pl|Past|Ind;VVFIN;10
195451;NZZ_1993_08_16_a126_seg8_s13;Drechsler kontert wirkungsvoll und wehrt sich vehement gegen den Vorwurf .;ADJD;wehren;5;Full|3|Sg|Pres|Ind;VVFIN;7
204114;NZZ_1993_08_19_a41_seg2_s4;"Vor der Perestroika hatten sie mit ihren sprachsubversiv angelegten Texten keinerlei Chancen ; heute bricht sich , was im offiziellen Jargon als « Formalismus » verschrieen war , vehement Bahn .";ADJD;Bahn;30;Reg|Acc|Sg|Fem;NN;29
207534;NZZ_1993_08_20_a17_seg4_s3;Die Abgeordneten der ehemals mit Frau Chamorro verbündeten Parteienallianz UNO , die sich zuvor vehement gegen die Gewährung der Amnestie ausgesprochen hatten , verliessen den Parlamentssaal vor der Abstimmung unter Protest .;ADJD;aussprechen;21;Full|Psp;VVPP;15
208664;NZZ_1993_08_20_a74_seg8_s2;Besonders vehement war und ist der Protest im Thurgau , dessen Regierung - mit ausdrücklicher Unterstützung des Parlaments - noch vor den Sommerferien bei Bundespräsident Ogi vorstellig wurde .;ADJD;sein;3;Sein|3|Sg|Past|Ind;VAFIN;2
209289;NZZ_1993_08_20_a122_seg8_s6;Er meinte , die Ablehnung des höheren Mehrwertsteuersatzes von 5% durch den Souverän könnte als Absage an die von der Wirtschaft so vehement geforderte Umlagerung von den leistungshemmenden direkten zu den indirekten Steuern interpretiert werden .;ADJD;gefordert;24;Pos|Acc|Sg|Fem;ADJA;23
213037;NZZ_1993_08_21_a128_seg2_s1;Als vor fünfzehn oder zwanzig Jahren über ein Sportzentrum diskutiert wurde , war ich vehement dagegen .;ADJD;sein;13;Sein|1|Sg|Past|Ind;VAFIN;15
213327;NZZ_1993_08_21_a142_seg8_s3;Mark Wood , Chef von Safeguard , der grössten Versicherungsagenturkette Grossbritanniens , berichtet , dass die Zahl der Kundenanfragen vehement steigt , nicht aber die Zahl der Vertragsabschlüsse .;ADJD;steigen;21;Full|3|Sg|Pres|Ind;VVFIN;20
215237;NZZ_1993_08_23_a43_seg12_s4;Die ASO verteidigt die Versicherungsmöglichkeit vehement .;ADJD;verteidigen;3;Full|3|Sg|Pres|Ind;VVFIN;6
218806;NZZ_1993_08_24_a9_seg8_s10;Zu dieser Unentschlossenheit trägt gewiss der Umstand bei , dass alle Nachbarstaaten des Nordiraks - die Türkei , Iran und Syrien - aus Angst vor Autonomiebestrebungen der eigenen kurdischen Minderheiten auch den Gedanken einer Autonomie für die irakischen Kurden vehement ablehnen .;ADJD;ablehnen;41;Full|-2;VVFIN;40
219659;NZZ_1993_08_24_a52_seg4_s15;Solche Vorwürfe wurden jedoch von Vizekanzlerin Hanna Muralt vehement in Abrede gestellt .;ADJD;stellen;12;Full|Psp;VVPP;9
221350;NZZ_1993_08_24_a132_seg10_s7;Frischknecht ( evp. , Dürnten ) wird stutzig , wenn die Bürgerlichen eine Vorlage so vehement bekämpfen .;ADJD;bekämpfen;17;Full|3|Pl|Pres|Ind;VVFIN;16
224929;NZZ_1993_08_25_a157_seg2_s1;Als die EDV der Zürcher Stadtverwaltung 1991 ins Schussfeld der öffentlichen Kritik geriet , setzte sich Stadtrat Willy Küng vehement zur Wehr .;ADJD;setzen;15;Full|3|Sg|Past|Ind;VVFIN;20
225252;NZZ_1993_08_26_a13_seg8_s4;Trotz dem in der Souveränitätserklärung von 1990 festgelegten Neutralitätsgebot beschloss nämlich der Oberste Sowjet in diesem Jahr den Beitritt Weissrusslands zum GUS-Vertrag über kollektive Sicherheit , den die Volksfront als eine eklatante Schwächung der nationalen Souveränität vehement bekämpft .;ADJD;bekämpfen;38;Full|Psp;VVPP;37
229194;NZZ_1993_08_27_a12_seg7_s6;McGuinness und der Sinn-Fein-Vorsitzende Gerry Adams haben die in dem Fernsehbericht aufgestellten Behauptungen vehement zurückgewiesen , Unionisten riefen nach der sofortigen Festnahme McGuiness ' , und die RUC hat , gestützt auf die zahlreichen , teilweise aus Sicherheitsgründen anonym gebliebenen Zeugenaussagen in der Sendung , eine Untersuchung eingeleitet .;ADJD;zurückweisen;15;Full|Psp;VVPP;14
232654;NZZ_1993_08_27_a199_seg5_s5;Um so wichtiger erscheint es ihnen , den Regierungsrat zu verpflichten , sich gegenüber den Bundesstellen vehement für eine Stabilisierung einzusetzen .;ADJD;einsetzen;21;Full|zu;VVIZU;17
233817;NZZ_1993_08_28_a51_seg6_s6;Mit dem bisherigen Abteilungsleiter Kultur und Gesellschaft , Alex Bänninger , der vehement gegen Schellenbergs Reformpläne opponiert hat , sind die « Gespräche noch nicht abgeschlossen » , wie es in einem Pressecommuniqué heisst .;ADJD;opponieren;17;Full|Psp;VVPP;13
234787;NZZ_1993_08_28_a80_seg2_s2;Das in Afrika vehement umstrittene Buch ist dieser Tage in deutscher Übersetzung im Basler Lenos-Verlag erschienen .;ADJD;umstritten;5;Pos|Nom|Sg|Neut;ADJA;4
236532;NZZ_1993_08_28_a140_seg8_s3;Mark Wood , Chef von Safeguard , der grössten Versicherungsagenturkette Grossbritanniens , berichtet , dass die Zahl der Kundenanfragen vehement steigt , nicht aber die Zahl der Vertragsabschlüsse .;ADJD;steigen;21;Full|3|Sg|Pres|Ind;VVFIN;20
238586;NZZ_1993_08_30_a37_seg4_s10;Zwar war die Luft meist mild und warm , doch ganz sicher begann der Regen am Nachmittag , und dann nicht fein und sacht , sondern plötzlich und vehement , dass man sofort bis auf die Haut nass war .;ADJD;und;28;Coord|-2;KON;29
238996;NZZ_1993_08_30_a51_seg5_s1;"Der Kantonalparteivorstand hat in einem ausführlichen Bericht nachgezeichnet , wie die Neuenburger Sozialisten oft von der Linie der schweizerischen Partei abwichen , ohne dass es zu einer Spaltung gekommen sei ; der Bericht erinnert unter anderem daran , dass die Neuenburger besonders vehement für einen Austritt aus dem Bundesrat eintraten , als Liliane Uchtenhagen nicht gewählt worden war .";ADJD;eintreten;50;Full|3|Pl|Past|Ind;VVFIN;43
238998;NZZ_1993_08_30_a51_seg5_s3;Der Bericht war aggressiv genug , dass dann an der Versammlung zum Ausgleich eher beschwichtigend argumentiert und gar etwas Verständnis für die schwierige Lage der SPS angesichts des bei dieser Bundesratswahl vehement aufgeflammten Frauenanspruchs signalisiert wurde .;ADJD;aufgeflammt;33;Pos|Gen|Sg|Masc;ADJA;32
242511;NZZ_1993_07_31_a25_seg7_s4;Tasmanien und das Northern Territory zeigen sich vorsichtig optimistisch , Victoria und Westaustralien sind vehement dagegen .;ADJD;sein;14;Sein|3|Pl|Pres|Ind;VAFIN;15
245345;NZZ_1993_07_31_a112_seg4_s16;Der 35jährige Österreicher widerspricht einer solchen Interpretation vehement , unter anderem mit dem Argument , schliesslich habe er in diesem Geschäft bisher mehr investiert als verdient .;ADJD;widersprechen;4;Full|3|Sg|Pres|Ind;VVFIN;8
249407;NZZ_1993_12_01_a27_seg8_s4;Meciar bestritt jedoch vehement , dass es innerhalb seiner Partei grundsätzliche Differenzen gebe , und sagte , ihr Programm sei so breit , dass es für alle Platz biete .;ADJD;bestreiten;2;Full|3|Sg|Past|Ind;VVFIN;4
254527;; , Waadt ) setzt keine grossen Erwartungen in den vorgeschlagenen Verfassungsartikel und lehnt vehement alle ökologischen Zusatzanträge jener Kreise ab , die sich im Besitz der alleinigen Wahrheit glauben .;ADJD;lehnen;13;Full|3|Sg|Pres|Ind;VVFIN;14
254687;NZZ_1993_12_02_a39_seg3_s5;Hier wie in den drei anderen Sonaten- bzw. Variationskomplexen sind Leidenschaft und - vor allem in der Sonate op. 69 - Angriffslust in den raschen , kleinwertigen Notenkaskaden gefordert , doch unter dem Schutzschirm instrumentaler Kontrolle und nicht nur in Spekulation auf die Entflammbarkeit eines Publikums , das der Faszination von donnernden Akkorden und vehement angerissenen Cellosaiten zu erliegen bereit ist .;ADJD;angerissen;56;Pos|Dat|Pl|Fem;ADJA;55
255158;NZZ_1993_12_02_a62_seg3_s23;Stadtrat Wagner verteidigt die EWZ-Vorlage vehement .;ADJD;verteidigen;3;Full|3|Sg|Pres|Ind;VVFIN;6
258892;NZZ_1993_12_02_a196_seg2_s17;Dem widersprach Kommissionspräsident Furter ( evp. ) vehement .;ADJD;widersprechen;2;Full|3|Sg|Past|Ind;VVFIN;8
265967;NZZ_1993_12_04_a11_seg8_s3;Aber London sträubt sich vorläufig noch vehement gegen diese neue Rolle als aktiver Geburtshelfer eines neuen geeinten Irland , nicht zuletzt , weil John Major die neun Stimmen der gemässigten Unionisten im britischen Unterhaus braucht .;ADJD;sträuben;3;Full|3|Sg|Pres|Ind;VVFIN;7
266368;NZZ_1993_12_04_a30_seg8_s3;Damaskus beherbergt und protegiert weiterhin palästinensische Extremisten , die das Gaza-Jericho-Abkommen zwischen Israel und der PLO vehement bekämpfen .;ADJD;bekämpfen;18;Full|-2;VVFIN;17
271468;NZZ_1993_12_04_a132_seg3_s7;Bonn und London wehren sich vehement gegen eine Verschärfung der handelspolitischen Mittel .;ADJD;wehren;4;Full|3|Pl|Pres|Ind;VVFIN;6
272548;NZZ_1993_12_04_a181_seg2_s28;In der Drogenfrage kritisierten die Grünen das behördliche Vorgehen rund um die Platzspitzschliessung vehement .;ADJD;kritisieren;4;Full|3|Pl|Past|Ind;VVFIN;14
275512;NZZ_1993_12_06_a113_seg6_s6;Doch im zweiten , weit rhythmischeren Lauf griff zunächst Pernilla Wiberg vehement an , sie gab aber die Spitzenposition sogleich wieder an Deborah Compagnoni ab .;ADJD;greifen;8;Full|3|Sg|Past|Ind;VVFIN;12
279650;NZZ_1993_12_07_a79_seg2_s4;- Für die Sozialdemokratische Partei der Schweiz ( SPS ) , die sich im Vorfeld des bundesrätlichen Entscheids vehement gegen ein PKK-Verbot ausgesprochen hatte , ist die nun getroffene Zwischenlösung « nicht befriedigend » , wie SPS-Pressesprecher Jean-Francois Steiert erklärte .;ADJD;aussprechen;23;Full|Psp;VVPP;19
282561;NZZ_1993_12_07_a169_seg4_s10;Diesem Rückfall um Jahrzehnte müssten die Frauen vehement entgegentreten .;ADJD;entgegentreten;9;Full|-2;VVINF;8
284627;NZZ_1993_12_08_a65_seg2_s17;Sie sprach sich zudem wie auch die Liberalen für eine Steueramnestie aus , ein Begehren , das die SP dagegen vehement ablehnt .;ADJD;ablehnen;22;Full|3|Sg|Pres|Ind;VVFIN;21
287971;NZZ_1993_12_08_a188_seg7_s2;Die Ratsmehrheit blieb dabei relativ konsequent und verzichtete einzig bei der Feuerwehr , für deren Finanzansprüche sich Wehrvorstand Willy Beerstecher vehement einsetzte , auf einen Teil der Kürzungen .;ADJD;einsetzen;22;Full|3|Sg|Past|Ind;VVFIN;21
289846;NZZ_1993_12_09_a68_seg4_s6;"Die Reaktionen der Walliser Kantons- und Gemeindebehörden waren vehement ; bereits nach drei Wochen konnten die Regionsvertreter eine Petition mit 30 000 Unterschriften für die Erhaltung des « Tonkin » beim Präsidenten des Nationalrates deponieren .";ADJD;sein;8;Sein|3|Pl|Past|Ind;VAFIN;9
290736;NZZ_1993_12_09_a104_seg2_s4;Denn Gent kümmerte sich wenig um die Sorgen des Brüsseler Traditionsklubs , wehrte sich vehement gegen diese Verschiebung und legte Protest ein .;ADJD;wehren;13;Full|3|Sg|Past|Ind;VVFIN;15
307260;NZZ_1993_12_13_a22_seg6_s8;Bewohner des Pamir bestreiten die Existenz eines umfangreichen Drogenhandels vehement .;ADJD;bestreiten;4;Full|3|Pl|Pres|Ind;VVFIN;10
308469;NZZ_1993_12_13_a62_seg5_s7;Nun drängte es vehement Luzern in die Defensive , doch ausser dem Anschlusstor Romanos ( 64 . );ADJD;drängen;2;Full|3|Sg|Past|Ind;VVFIN;4
312513;NZZ_1993_12_13_a192_seg3_s6;Er bestritt indessen vehement , seine Frau angegriffen zu haben .;ADJD;bestreiten;2;Full|3|Sg|Past|Ind;VVFIN;4
319672;NZZ_1993_12_15_a76_seg5_s6;Lienhart ( sp. , Bülach ) versteht nicht , weshalb SVP und AP so vehement gegen eine Steuerfusserhöhung waren .;ADJD;sein;19;Sein|3|Pl|Past|Ind;VAFIN;15
322980;NZZ_1993_12_16_a3_seg3_s7;Eine vom Vorsitzenden des « Board of Deputies » ( der Institution , welche die britischen Juden repräsentiert ) , Oberrichter Finestein , angeführte Delegation empfing den Palästinenserführer - eine von Arafat sehr angestrebte , aber innerhalb der jüdischen Gemeinschaft vehement umstrittene Begegnung .;ADJD;umstritten;42;Pos|Acc|Sg|Fem;ADJA;41
324180;NZZ_1993_12_16_a49_seg7_s11;Der Nationalsozialist , Dramaturg und spätere Propagandaminister Joseph Goebbels interessierte sich 1930 vehement für das kämpferische Theater Piscators , wo doch jeder Mitspieler « Fahnenträger seiner Weltanschauung » sein durfte .;ADJD;.;31;Pun|Sent;$.;13
324544;NZZ_1993_12_16_a61_seg3_s17;Stadtpräsident Estermann setzt sich vehement für sein Theater ein , das eine wichtige Funktion für die Kleinkunst hat .;ADJD;setzen;3;Full|3|Sg|Pres|Ind;VVFIN;5
329658;NZZ_1993_12_17_a55_seg1_s4;Gross ( sp. , Zürich ) wundert sich , weshalb Frau Spoerry so vehement gegen Jux-Listen antritt .;ADJD;antreten;17;Full|3|Sg|Pres|Ind;VVFIN;14
345945;NZZ_1993_12_21_a122_seg2_s3;Präsident Clinton und mehrere Kongressabgeordnete haben sich bereits vehement gegen vorsorgliche Stabilisierungsschritte des Fed ausgesprochen .;ADJD;aussprechen;15;Full|Psp;VVPP;9
345969;NZZ_1993_12_21_a122_seg8_s7;Dass die Administration in Washington gegen eine restriktivere Geldpolitik vehement opponiert , ist spätestens seit letzter Woche kein Geheimnis mehr .;ADJD;opponieren;11;Full|3|Sg|Pres|Ind;VVPP;10
346721;NZZ_1993_12_21_a159_seg12_s17;Das Rückführungszentrum für auswärtige Drogenabhängige wird im rot-grünen Lager teilweise vehement kritisiert .;ADJD;kritisieren;12;Full|Psp;VVPP;11
356420;NZZ_1993_12_23_a162_seg2_s14;Dem opponierten sowohl der Sozialdemokrat und Gewerkschaftsvertreter Steiger als auch die Freisinnige Susanne Bernasconi vehement .;ADJD;Gewerkschaftsvertreter;7;Reg|Nom|Sg|Masc;NN;15
364992;NZZ_1993_12_27_a22_seg10_s5;"Selbstverständlich wurden derartige Projekte von Rabin und seinen Ministern umgehend vehement dementiert ; angesichts der Nervosität des oppositionellen Likud und der weit rechtsaussen stehenden Siedlerbewegungen ist für die Labourregierung der Moment für derartige Zugeständnisse nicht opportun .";ADJD;dementieren;12;Full|Psp;VVPP;11
365726;NZZ_1993_12_27_a60_seg1_s16;Jedoch wehrt er sich vehement gegen das vorwiegende Austreiben der Depression mit Medikamenten .;ADJD;wehren;2;Full|3|Sg|Pres|Ind;VVFIN;5
371755;NZZ_1993_12_28_a149_seg8_s2;Dennoch hat der Bundesrat alles zu unternehmen , um die wirtschaftlichen Rahmenbedingungen sowohl für die schweizerischen Unternehmen , welche sich vehement für den Systemwechsel eingesetzt haben , als auch für die Arbeitnehmer und Konsumenten optimal zu gestalten .;ADJD;einsetzen;25;Full|Psp;VVPP;21
372729;NZZ_1993_12_29_a18_seg6_s9;Jelzin ist aber immerhin zugute zu halten , dass er kurz nach der Oktoberrevolte seinen ersten Reflex - er führte kurz die Zensur ein und verbot zeitweise 13 oppositionelle Blätter - überwand und die Zeitungen , auch wenn sie ihn vehement angriffen , weitgehend gewähren liess .;ADJD;angreifen;42;Full|3|Pl|Past|Ind;VVFIN;41
396085;NZZ_1993_02_04_a7_seg8_s7;Doch er bestreitet vehement , dass mit dieser Taktik allein ein Ende des Bürgerkrieges und der unsäglichen Leiden der Zivilbevölkerung erreicht werden könne .;ADJD;bestreiten;3;Full|3|Sg|Pres|Ind;VVFIN;4
403327;NZZ_1993_02_05_a124_seg3_s4;Die finanziell angeschlagene Muttergesellschaft DAF NV hatte am Dienstag Gläubigerschutz beantragt. Eine Aussage der Gewerkschaft , wonach Leyland bereits für bankrott erklärt wurde , bestritt ein Firmensprecher vehement .;ADJD;bestreiten;25;Full|3|Sg|Past|Ind;VVFIN;28
405500;NZZ_1993_02_06_a23_seg2_s44;Zwölf Tage vermittelte er im September 1978 zwischen den sich vehement sträubenden Kontrahenten Sadat und Begin , bis sie schliesslich , vom Wechselspiel der Versprechen und Drohungen zermürbt , zwei Abkommen zustimmten .;ADJD;--;12;Pos|Dat|Pl|Masc;ADJA;11
411320;NZZ_1993_02_06_a192_seg6_s4;Denn die vehement gegen die Übernahme durch Nestlé opponierende Perrier-Spitze betrieb eine notorisch diffuse Informationspolitik und liess sich nicht in die Karten blicken .;ADJD;opponierend;9;Pos|Nom|Sg|Fem;ADJA;3
