Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
11;VVFIN;ADJD;engagieren;4;NZZ_1999_02_10_a39_seg5_s14;8;Full|3|Sg|Pres|Ind;Die schweizerische Entwicklungsorganisation engagiert sich aber auch politisch , indem sie gegen die Patentierung von Pflanzen und Tieren , für Massnahmen gegen subventionierte Agrarimporte und wegen der globalen Klimagefahren für die Energie- und Umweltinitiativen eintritt .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
12;VVINF;ADJD;stellen;21;NZZ_1994_11_26_a9_seg8_s11;10;Full|-2;Die Grünen sprechen von einer Bauchlandung und wollen sich politisch an die Spitze des Widerstandes gegen den « Sozialabbau » stellen .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
13;VMFIN;ADJD;können;30;NZZ_1995_04_28_a173_seg2_s28;27;Mod|-2;Die Meinungsführer hätten es jetzt in der Hand , deutlich zu zeigen , dass sie auf Grund ihrer Kenntnisse der internationalen Zusammenhänge das Abseitsstehen der Schweiz politisch nicht verantworten können .;proposition;Frameadverbial;done;Stellung;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
14;VMFIN;ADJD;müssen;25;NZZ_1998_11_24_a47_seg5_s6;21;Mod|3|Sg|Pres|Ind;Stehen nun , wie dies in der Schweiz möglich ist und geschehen ist , auf Grund von Volksinitiativen ganze Forschungszweige politisch zur Disposition , muss diese Ausgangslage in einer Weise kommunikativ bewältigt werden , die sowohl das Funktionieren der direkten Demokratie als auch den Fortbestand der Forschung im Lande sichert .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
15;VVINF;ADJD;anecken;7;NZZ_1996_08_20_a104_seg3_s18;6;Full|-2;Ausgesiebt scheint , wer eventuell politisch anecken könnte wie Ian Hamilton Finlay .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
16;VVPP;ADJD;verstehen;5;NZZ_1994_01_12_a35_seg3_s4;4;Full|Psp;Herkömmlicherweise wird es politisch verstanden .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
17;VVPP;ADJD;motivieren;7;NZZ_1998_12_12_a181_seg16_s6;6;Full|Psp;Die Aktion von Scherr ist politisch motiviert .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
18;VVINF;ADJD;machen;18;NZZ_1998_03_17_a72_seg3_s13;15;Full|-2;Dafür wird es vielmehr jene eher seltene Gabe brauchen , das ökonomisch Nötige auch politisch möglich zu machen .;prozess;methodenorientiert;done;ambig F/M;;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
19;VVFIN;ADJD;bewerten;3;NZZ_1999_04_06_a50_seg6_s11;9;Full|3|Sg|Past|Ind;Der Referent bewertete einen EU-Beitritt der Schweiz auch politisch als sinnvoll , denn die Möglichkeit , die Vorteile enger internationaler Zusammenarbeit über bilaterale Verträge auszunutzen , sei zunehmend ausgereizt .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
20;VVPP;ADJD;motivieren;12;NZZ_1998_01_14_a5_seg6_s1;11;Full|Psp;Die türkische Regierung hält einen Hungerstreik von Gefangenen für rein politisch motiviert und will ihn deshalb ignorieren .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
21;VVFIN;ADJD;gehören;13;NZZ_1996_05_04_a199_seg3_s2;14;Full|3|Sg|Pres|Ind;Die von 221 Stimmbürgern besuchte Gemeindeversammlung der Oberstufenschulgemeinde Niederhasli/Niederglatt/Hofstetten ( letztere Ortschaft gehört politisch zu Oberglatt ) hat sich nach kurzer Diskussion mit 134 gegen 75 Stimmen für die definitive Einführung der Fünftagewoche ab dem Schuljahr 1996/97 ausgesprochen .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
22;VVFIN;ADJD;fühlen;2;NZZ_1997_06_18_a41_seg7_s8;4;Full|3|Sg|Pres|Ind;Sie fühlt sich politisch kaum verpflichtet , zum Gelingen beizutragen , obwohl gerade diese Partei die bilateralen Verhandlungen als Gegenstrategie zum EWR-Beitritt vertreten hatte .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
23;VVPP;ADJD;sichern;11;NZZ_1996_03_13_a73_seg8_s4;7;Full|Psp;Selbst der Abbau des Solidaritätszuschlages sei politisch alles andere als gesichert .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
24;VVIZU;ADJD;einsetzen;28;NZZ_1995_07_05_a12_seg4_s1;27;Full|zu;dk. Wien , 4. Juli Auf Antrag der Freiheitlichen Jörg Haiders , der einmal mehr die Bedürfnisse und Ängste der Bevölkerung sofort erkennt und natürlich auch politisch einzusetzen versteht , wird sich der Nationalrat in Wien , kurz vor Beginn der Sommerpause , mit der Frage der inneren Sicherheit befassen .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
25;VVINF;ADJD;fassen;20;NZZ_1995_07_25_a19_seg6_s3;16;Full|-2;Gleichzeitig hofft Paris , dank Hassan auch im Nahen Osten und namentlich in der Palästina-Politik politisch wieder besser Fuss fassen zu können .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
26;VVPP;ADJD;lähmen;14;NZZ_1995_06_26_a1_seg5_s2;13;Full|Psp;"Kurz deshalb , weil Paris während gut zweier Monate durch die Präsidentenwahl politisch gelähmt war ; mager , weil nach sechs Monaten an konkreten Ergebnissen wenig vorliegt .";nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
27;VVPP;ADJD;tragen;17;NZZ_1997_04_09_a26_seg8_s6;15;Full|Psp;Diese Kreise verlangen , dass den an der wirtschaftlichen Front erzielten Fortschritten nun auch politisch Rechnung getragen wird .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
28;VVFIN;ADJD;spielen;23;NZZ_1995_08_17_a21_seg10_s5;18;Full|3|Pl|Pres|Ind;Kroatien verwandelt sich also ebenfalls immer mehr in einen ethnisch reinen Nationalstaat , in dem die Minderheiten politisch kaum mehr eine Rolle spielen .;proposition;Frameadverbial;done;Stellung;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
29;VVPP;ADJD;treten;9;NZZ_1999_05_20_a209_seg3_s1;5;Full|Psp;Dass André Odermatt bisher politisch wenig in Erscheinung getreten ist , hängt mit seiner « Blitzkarriere » zusammen .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
30;VVINF;ADJD;führen;33;NZZ_1995_11_20_a127_seg4_s5;23;Full|-2;An der Jahresbilanzkonferenz in Frankfurt deutete der ATP-Chairman , der Amerikaner Mark Miles , versteckt an , seine Organisation werde in Zukunft politisch eine autoritärere Regie im Hinblick auf einen schlankeren Circuit führen .;prozess;methodenorientiert;done;Stellung;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
31;VVFIN;ADJD;fassen;41;NZZ_1996_05_18_a123_seg3_s7;40;Full|3|Sg|Past|Ind;Über Walter Muschg und die schweizerische Germanistik der Kriegs- und Nachkriegszeit schreibt Karl Pestalozzi und macht - eher beiläufig - darauf aufmerksam , dass Emil Ermatinger mit seinen Arbeiten , in denen er die Eigenständigkeit der schweizerischen Literatur auch politisch fasste , « geistige Landesverteidigung » avant la lettre betrieb .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
32;VVFIN;ADJD;stehen;5;NZZ_1999_05_15_a207_seg8_s1;16;Full|3|Sg|Pres|Ind;Von den beiden Initiativen steht die erste , die auf das kantonale Initiativrecht zielt , politisch im Vordergrund .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
33;VVPP;ADJD;kontrollieren;32;NZZ_1999_07_17_a113_seg20_s3;31;Full|Psp;Sollte der Unterzeichnung von Menschenrechtsabkommen doch nicht ausgewichen werden können lassen sich internationale Verpflichtungen durch die spezifische Ausgestaltung und Interpretation nationaler Gesetze unterlaufen , zumal die nationale Judikative politisch kontrolliert wird .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
34;VMFIN;ADJD;dürfen;7;NZZ_1997_06_07_a237_seg5_s6;6;Mod|3|Sg|Past|Subj;Gerade auch ( wissenschafts ) politisch dürfte die Untersuchung ausschliesslich männlich besetzter Räume , Symbole , Institutionen und ihrer Selbsterhaltungsmechanismen « qua Geschlecht » äusserst aufschlussreich sein .;nd;nd;not of interest;ModPräd;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
35;VVINF;ADJD;verlieren;22;NZZ_1997_05_26_a24_seg2_s5;18;Full|3|Pl|Pres|Ind;Eine Trendwende scheint nicht in Sicht , zumal grüne Themen wie der Umweltschutz in Zeiten wirtschaftlicher Schwierigkeiten politisch weiter an Terrain verlieren und bei der Wählerschaft längst nicht mehr jenen Stellenwert geniessen wie noch in den Boomzeiten der achtziger Jahre .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
36;VVPP;ADJD;entmachten;12;NZZ_1994_01_03_a25_seg8_s10;11;Full|Psp;Kurz vor der geplanten Unterzeichnung wurde Eltschibei durch einen Putsch politisch entmachtet .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
37;VVFIN;ADJD;stehen;28;NZZ_1997_01_25_a24_seg13_s7;27;Full|3|Sg|Past|Ind;Hinzu kam als Katalysator des Sinneswandels im August der erfolgreiche Sturm der Separatisten auf Grosny , der überdeutlich machte , vor welchem Scherbenhaufen Moskau militärisch und politisch stand und heute noch steht : Der Status Tschetscheniens innerhalb der Russischen Föderation ist nach wie vor offen , die Republik ist weiterhin ein Brennpunkt der Kriminalität , der nach ganz Russland ausstrahlt .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
38;VVPP;ADJD;führen;17;NZZ_1999_10_07_a232_seg5_s72;14;Full|Psp;Sie meinen , dass die Diskussion um die Strahlung von Mobilfunkmasten zurzeit mehr politisch als wissenschaftlich geführt wird ?;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
39;VVFIN;ADJD;stehen;24;NZZ_1997_09_27_a30_seg1_s47;26;Full|3|Sg|Pres|Ind;Die massvolle und im Hinblick auf die Zukunft durchaus erwünschte Förderung der erneuerbaren Energien - seit der Annahme des Energieartikels ein Verfassungsauftrag - steht dabei politisch gegen mögliche Folgen der Marktöffnung und gegen die Notwendigkeit , in einem wirtschaftlich schwierig gewordenen Umfeld den energieintensiven Industriezweigen keine irreparablen Schäden zuzufügen .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
40;VVPP;ADJD;wahrnehmen;26;NZZ_1994_03_12_a129_seg11_s12;25;Full|Psp;Es sind die Toten , deren hier gedacht wird und die als Tote ihre Ideologisierung verhindern , wie auch immer sie kraft der Denkmalsbotschaft politisch wahrgenommen oder vereinnahmt werden sollten .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
41;VVINF;ADJD;sichern;17;NZZ_1995_09_05_a78_seg21_s4;15;Full|-2;Ehrlichkeit in Verbindung mit massvollen Anpassungshilfen dürften am ehesten helfen , die nötigen Standortverbesserungen politisch zu sichern .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
42;VVFIN;ADJD;bewegen;18;NZZ_1996_09_21_a17_seg1_s2;13;Full|3|Sg|Pres|Ind;Das geheimnisumwitterte Regime , das sich sowohl wirtschaftlich als auch sozial und politisch am Rande bedrohlicher Abgründe bewegt , liess sich in letzter Zeit verstärkt zu Drohgebärden hinreissen .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
43;VVIZU;ADJD;zusammenarbeiten;24;NZZ_1996_06_08_a238_seg7_s1;23;Full|zu;Im Vertrag von Rapallo , wenige Jahre nach Beendigung des Ersten Weltkriegs abgeschlossen , vereinbarten die einstigen Gegner Russland und Deutschland , politisch zusammenzuarbeiten .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVINF;ADJD;machen;28;NZZ_1996_06_07_a45_seg9_s4;25;Full|-2;Im Verlauf des Morgens wurde über die verschiedenen vom Bundesrat skizzierten Aufgabengebiete referiert , und die Landesregierung nahm zur Kenntnis , wo der Nationalrat politisch besonders Druck machen möchte : bei der aussenpolitischen Aufklärung , bei der Förderung und Entlastung der kleinen und mittleren Unternehmen , bei der Beschäftigungspolitik , bei der interregionalen , interkantonalen und grenzüberschreitenden Zusammenarbeit , bei der Berufsbildung und bei der Finanzierung der AHV .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
45;VVINF;ADJD;kommen;64;NZZ_1998_03_20_a232_seg2_s6;59;Full|-2;Statt dem Leser diese Hintergrundinformationen zu liefern , damit er sich inmitten des emotionalisierten Wahlkampfes in Deutschland ein fundiertes Sachurteil bilden kann , jubelt der Deutschlandkorrespondent darüber , dass nunmehr die Kohl-Regierung , die verantwortlich für die katastrophale Situation auf dem Arbeitsmarkt ist , durch diesen angeblich unsinnigen Beschluss der Grünen nach der Schlappe der Wahlen in Niedersachsen politisch wieder in die Offensive kommen könnte .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVIZU;ADJD;ausnützen;14;NZZ_1998_09_25_a14_seg7_s8;13;Full|zu;Im Weissen Haus hat man sich umgehend daran gemacht , diese Haltung politisch auszunützen .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VVINF;ADJD;engagieren;23;NZZ_1996_01_04_a32_seg3_s6;21;Full|-2;Die umstrittene Tessiner Grossrätin hatte im November bei der Eröffnung der Herbstsession des Grossen Rats ihre Absicht bekundet , sich politisch zu engagieren .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
48;VVINF;ADJD;abdriften;23;NZZ_1996_04_03_a17_seg5_s3;18;Full|-2;Befürchtungen der Opposition , das fast völlig von russischen Energielieferungen abhängige Bulgarien könnte unter den Sozialisten auch politisch immer mehr nach Osten abdriften , werden offiziell mit dem Hinweis zerstreut , es gehe Sofia in erster Linie darum , auf dem für Bulgarien wichtigen russischen Markt vermehrt Fuss zu fassen .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
49;VVINF;ADJD;zusammenschließen;24;NZZ_1993_02_12_a51_seg8_s4;17;Full|-2;Die Nachbarn der Schweiz wollen sich nach mehr als 1100 Jahren Krieg wirtschaftlich und später einmal politisch für Frieden und Wohlstand in Europa zusammenschliessen .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
50;VVFIN;ADJD;entspannen;11;NZZ_1998_03_18_a18_seg1_s9;10;Full|3|Sg|Pres|Subj;Dieser Wechsel beflügelt die Erwartungen , dass China sich politisch entspanne und wirtschaftlich weiter reformiere .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
51;VVPP;ADJD;verankern;25;NZZ_1996_01_24_a42_seg6_s4;23;Full|Psp;Angesichts der heute häufigen Verkennung der Rolle der Volkszählung als « Strukturerhebung Schweiz » ist es jedoch unerlässlich , dass der Informationsauftrag politisch stärker verankert wird .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
52;VVFIN;ADJD;handeln;9;NZZ_1998_08_22_a228_seg25_s26;11;Full|3|Sg|Pres|Ind;Robert gerät in die Geschichte , aber er handelt nie politisch , er wurstelt sich durch , weil er meist nicht versteht , in was er da geraten ist .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
53;VVFIN;ADJD;argumentieren;3;NZZ_1999_06_18_a23_seg29_s7;4;Full|3|Sg|Pres|Ind;Der Doktor argumentiert politisch und wirkt doch unpolitisch .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
54;VVIZU;ADJD;durchsetzen;7;NZZ_1998_01_24_a221_seg3_s12;4;Full|zu;Diese Forderung wird politisch allerdings kaum durchzusetzen sein , pochen die Trainer doch darauf , ihren Fahrerinnen jeweils mit spezieller Linienführung einen Vorteil zu verschaffen .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVINF;ADJD;erweisen;17;NZZ_1998_05_05_a41_seg5_s7;14;Full|-2;Ob das Bürgerforum von der Politik überhaupt wahrgenommen werden wird oder sich als politisch völlig wirkungslos erweisen wird - man denke an die Jugendsession - , wird sich weisen .;nd;nd;not of interest;Vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
56;VVPP;ADJD;verfolgen;49;NZZ_1999_03_17_a68_seg3_s7;48;Full|Psp;Nach weiteren Befragungen stellte sich heraus , dass auch die schlechten wirtschaftlichen Verhältnisse in Ägypten einen Grund für den plötzlichen Umzug darstellten , und dann gaben die Stammesältesten - quasi als Zulage - noch an , dass Angehörige der Azazme-Familie in Ägypten wegen ihrer angeblichen Unterstützung Israels politisch verfolgt würden .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
57;VAFIN;ADJD;haben;29;NZZ_1998_08_05_a143_seg8_s6;27;Haben|3|Pl|Pres|Ind;Es bleibt im dunkeln , ebenso wie die Antwort auf die Frage , ob sich für dieses Potpourri an Angeboten für jene Interessengruppen , die sich politisch Gehör haben verschaffen können , jemals auch die Nutzer finden werden , die man in einem nationalen Monument erwarten darf .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
58;VVFIN;ADJD;stehen;38;NZZ_1995_05_09_a40_seg7_s4;39;Full|3|Sg|Past|Ind;All diese Gesetzeswerke hatten einen dreifachen Hintergrund : Einmal wollten sie den Boom der Landpreise stoppen , dann sollten sie der Überbauung unberührter Gelände vor allem in peripheren Erholungsgebieten Bremsen anlegen , und endlich - dieses Moment stand politisch im Vordergrund - hätte damit der übermässige Verkauf schweizerischer Grundstücke an Ausländer , der sogenannte « Ausverkauf der Heimat » , verhindert werden sollen .;proposition;Frameadverbial;done;;frei;nd;nd;nd;nd;nd;nd;nd;+;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
59;VVINF;ADJD;absichern;29;NZZ_1999_02_09_a224_seg2_s3;28;Full|-2;Es stellt sich nämlich die Frage , warum in einer liberalen Wirtschaftsordnung , wie sie der Vorort immer propagiert , der Staat « nicht amortisierbare » Kraftwerke politisch absichern soll .;prozess;methodenorientiert;done;;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
60;VVINF;ADJD;umsetzen;19;NZZ_1998_03_02_a116_seg4_s9;17;Full|-2;Für mich wird es sicher interessant sein , nach vielen Jahren im Parlament in meiner Heimatstadt politisch etwas umsetzen zu können .;prozess;methodenorientiert;done;ambig F/M;frei;+;nd;+;nd;nd;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
