;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
835310;NZZ_1994_12_09_a170_seg13_s21;Chile , ich rufe deinen Namen nicht vergebens .;ADV;rufen;4;Full|1|Sg|Pres|Ind;VVFIN;8
841575;NZZ_1994_12_10_a135_seg4_s4;In Autobiographien der Wiener Moderne , im Werk jüdischer Zeitgenossen wie Hofmannsthal oder Schnitzler sucht man vergebens nach Spuren der Dreyfus-Affäre .;ADV;nach;18;Dat;APPR;17
932501;NZZ_1994_12_30_a51_seg9_s14;Man sucht in der Verordnung vergebens nach der vom Gesetz für Ausnahmen ausdrücklich vorausgesetzten Gewährleistung des Schutzes der Einleger bzw. den Kautelen , wie sie die EG- Richtlinie für Ausnahmen fordert .;ADV;suchen;2;Full|3|Sg|Pres|Ind;VVFIN;6
935003;NZZ_1994_12_30_a134_seg3_s4;Viele Leute begehrten denn auch vergebens Einlass zum Konzert dieses Musikers , der bis 1993 noch als Begleitsänger im Schatten von Afro-Grössen wie Manu Dibango und Ray Lema gestanden hatte .;ADV;begehren;3;Full|3|Pl|Past|Ind;VVFIN;6
950510;NZZ_1994_02_03_a207_seg3_s4;Rustikale Behäbigkeit sucht man allerdings nach wie vor vergebens .;ADV;vor;8;Vor;APPR;9
954893;NZZ_1994_02_04_a213_seg3_s5;Jedoch vergebens , denn einmal war es zu heiss , dann die Konkurrenz zu stark .;ADV;denn;4;Coord|Denn;KON;2
965907;NZZ_1994_02_07_a73_seg5_s1;Auf der bunten Übersichtstafel gleich hinter dem Eingang zum Hauptgebäude der ETH sucht man vergebens nach einem Hinweis auf das « Max-Frisch-Archiv » .;ADV;suchen;13;Full|3|Sg|Pres|Ind;VVFIN;15
988163;NZZ_1994_02_11_a128_seg7_s19;Als ein alter orientalischer Jude , von der Schoa nicht betroffen , Kätzchen die Schöpfungsgeschichte aus der Thora nahebringen will , hält das Kind ihm entgegen : « Gott hat die Welt geboren , dann ist er gestorben , und die Welt sehnt sich vergebens nach ihm . »;ADV;sehnen;43;Full|3|Sg|Pres|Ind;VVFIN;45
1018642;NZZ_1994_02_17_a134_seg5_s8;"In Text und Begründung der Einzelinitiative Estermann ist nun allerdings lediglich von « Ausgleich » gewonnener Vorteile die Rede ; Hinweise auf das dazu gehörende Pendant der Minderwertentschädigung sucht man vergebens .";ADV;suchen;29;Full|3|Sg|Pres|Ind;VVFIN;31
1036411;NZZ_1994_02_19_a220_seg2_s14;Gegen die Kriege äussern sich die meisten , und sei es noch so vergebens .;ADV;sein;10;Sein|3|Sg|Pres|Subj;VAFIN;14
1041936;NZZ_1994_02_21_a229_seg3_s3;Und die Journalisten erschienen nicht vergebens in Scharen : Die beiden Boblets von Gustav Weder und Reto Götschi wurden den Erwartungen an den beiden Wettkampftagen vollauf gerecht .;ADV;erscheinen;4;Full|3|Pl|Past|Ind;VVFIN;6
1046598;NZZ_1994_02_22_a118_seg2_s5;Modische Spielereien sucht man bei Hi-Fi Müller vergebens .;ADV;suchen;3;Full|3|Sg|Pres|Ind;VVFIN;8
1049258;NZZ_1994_02_22_a177_seg8_s2;Selbst die jüngsten elektronischen Gadgets , die bei gewissen Airlines dieser Tage eingeführt werden , wie etwa Telefon- oder Telefaxmöglichkeiten an Bord , sucht man bei der holländisch-amerikanischen Version vergebens .;ADV;bei;26;Dat;APPR;30
1057637;NZZ_1994_02_24_a138_seg3_s8;Es sind lauter Existenzen , die sich nicht auf der Oberfläche des Seins halten können : ein Invalider , der mit seiner Rente nicht einmal Waschpulver kaufen kann , ein alter Mann , der in der Konditorei vergebens das Beschwerdebuch verlangt , ein entlassener Lehrer , der sich vor vermeintlichen Verfolgern auf dem Friedhof versteckt .;ADV;verlangen;41;Full|3|Sg|Pres|Ind;VVPP;38
1069928;NZZ_1994_02_26_a111_seg9_s17;Einer der Besucher des Vaters , Fürst Ingmar aus Lüttich , verehrt sie sein ganzes Leben lang vergebens .;ADV;verehren;12;Full|2|Pl;VVFIN;18
1074619;NZZ_1994_02_26_a200_seg4_s153;Auf das Zusammentreffen mit dem wohl tüchtigsten Veteranen hatte ich mich vergebens gefreut .;ADV;freuen;13;Full|Psp;VVPP;12
1105715;NZZ_1994_01_08_a1_seg6_s3;Nach dem Treffen mit Aussenminister Olechowski wartete die Öffentlichkeit vergebens auf eine Erklärung .;ADV;warten;7;Full|3|Sg|Past|Ind;VVFIN;10
1123320;NZZ_1994_01_12_a129_seg3_s28;Deren Sinn freilich sucht man in diesem « Fünfmonatsgequassel » vergebens .;ADV;suchen;4;Full|3|Sg|Pres|Ind;VVFIN;11
1146212;NZZ_1994_01_17_a86_seg9_s14;Künstler sucht man vergebens , Studenten , Rentner und ein paar versprengte Touristen prägen das Erscheinungsbild .;ADV;suchen;2;Full|3|Sg|Pres|Ind;VVFIN;4
1211093;NZZ_1994_01_29_a103_seg6_s17;Anderseits verstrickte er sich in Prozesse und kämpfte ebenso verbissen wie vergebens gegen den - wie es ihm schon damals schien - überbordenden Tourismus und gegen den Bau der Albulabahn .;ADV;gegen;13;Acc;APPR;12
1333107;NZZ_1994_07_25_a89_seg3_s5;Worauf man in Zug vergebens hoffte , wurde in Solothurn Wirklichkeit : Zehn regionale Privatunternehmen sprangen in die Lücke und sicherten damit mittelfristig den Preis , der fortan jährlich « für hervorragende Leistungen » vergeben werden soll .;ADV;hoffen;6;Full|3|Sg|Past|Ind;VVFIN;5
1348136;NZZ_1994_07_28_a98_seg3_s19;Aber Schärfe der Kontur oder gar Gesten des musikalischen Aufzeigens sucht man hier vergebens .;ADV;suchen;11;Full|3|Sg|Pres|Ind;VVFIN;14
1358488;NZZ_1994_06_30_a115_seg4_s1;Gelassenheit , und sei sie noch so prekär , wird man in Martin Walsers « Vormittag eines Schriftstellers » vergebens suchen .;ADV;suchen;21;Full|-2;VVINF;20
1382462;NZZ_1994_06_04_a90_seg3_s10;Zwar konnte er zwischen 1987 und 1993 im Vorort Aspern zusammen mit Herzog & de Meuron und Otto Steidle die Siedlung Pilotengasse realisieren und 1992 eine Entwicklungsstudie für die Donau-City ausarbeiten , doch ein zentral gelegenes Gebäude sucht man - abgesehen vom Kunsthalle-Pavillon - vergebens .;ADV;suchen;38;Full|3|Sg|Pres|Ind;VVFIN;45
1382890;NZZ_1994_06_04_a106_seg2_s6;Neues beziehungsweise neue Fragestellungen zum Thema suchen Leser und Leserin vergebens .;ADV;Leserin;10;Reg|Acc|Sg|Fem;NN;11
1406321;NZZ_1994_06_09_a122_seg3_s11;Die Hoffnung war vergebens , das schmerzliche Hadern seiner weltweiten Gemeinde ebenso - er selbst hatte seinen und den kommenden Tod seiner Frau offenbar mit abgeklärter Ruhe akzeptiert .;ADV;sein;3;Sein|3|Sg|Past|Ind;VAFIN;4
1421318;NZZ_1994_06_11_a191_seg2_s1;( si ) 18 199 Fans im Madison Square Garden freuten sich vergebens darauf , mit den New York Rangers den ersten Cup-Sieg seit 1940 feiern zu können .;ADV;freuen;11;Full|3|Pl|Past|Subj;VVFIN;13
1426202;NZZ_1994_06_13_a85_seg3_s19;Ob Gemeinsames in Form , Haltung und Ablauf absichtlich hat vermieden werden wollen oder vergebens angestrebt wurde , war in dem vagen Ungefähr der Ausführung nicht auszumachen .;ADV;anstreben;16;Full|Psp;VVPP;15
1439164;NZZ_1994_06_15_a121_seg3_s9;Doch vergebens , domestizieren lässt sie sich nicht .;ADV;domestizieren;4;Full|3|Pl|Pres|Ind;VVFIN;2
1459625;NZZ_1994_06_18_a180_seg6_s8;Heinz Imboden versuchte als einziger , seine Pace zu halten - vergebens .;ADV;versuchen;3;Full|3|Sg|Past|Ind;VVFIN;12
1462689;NZZ_1994_06_18_a223_seg6_s22;Doch auf ein Danke warten die meisten vergebens .;ADV;warten;5;Full|3|Pl|Pres|Ind;VVFIN;8
1474670;NZZ_1994_06_22_a100_seg17_s4;Der eröffnenden « Totenfeier » mangelt es nicht an Düsternis und Feierlichkeit , aber man wird bei Abbado und den Wiener Philharmonikern in dieser Aufnahme vergebens auf schaurige Momentaufnahmen warten , wie sie Bernstein in der genannten , aber auch in seiner älteren Londoner CBS/Sony-Interpretation grell herausgearbeitet bzw. mit Inbrunst abgedunkelt hat .;ADV;warten;30;Full|-2;VVINF;26
1549101;NZZ_1994_05_07_a131_seg2_s6;"Die grünlich getünchten Wände des Raumes sind völlig nackt und schmucklos ; vergebens sucht das Auge nach einem Bild oder einer Zeichnung .";ADV;suchen;14;Full|3|Sg|Pres|Ind;VVFIN;13
1563501;NZZ_1994_05_11_a4_seg3_s11;Allerdings war nur ein Bruchteil der Zuschauer anwesend , die noch einen Tag vorher vergebens auf die Ankunft der Beamten gewartet hatten .;ADV;warten;21;Full|Psp;VVPP;15
1579173;NZZ_1994_05_14_a120_seg10_s3;Trotz dem raschen Einsatz versuchte die Feuerwehr vergebens , den Brand einzudämmen .;ADV;versuchen;5;Full|3|Sg|Past|Ind;VVFIN;8
1635363;NZZ_1994_05_26_a207_seg9_s3;Den Schriftzug « Mövenpick » sucht man freilich unter dem Restaurantschild vergebens , und das gehört zum Konzept .;ADV;suchen;6;Full|3|Sg|Pres|Ind;VVFIN;12
1675956;NZZ_1994_03_04_a223_seg10_s16;« Hans Ott zählt man nicht vergebens zu den stärksten Autoren in der Eidgenossenschaft ! »;ADV;zählen;4;Full|3|Sg|Pres|Ind;VVFIN;7
1737360;NZZ_1994_03_16_a143_seg3_s15;Da wurde der Ball nur in Ausnahmesituationen gestoppt , sonst aber mit technischen Kabinettstückchen und Direktzuspielen wie von magischer Hand gelenkt vor das Real-Tor gespielt - und dies alles in einem Rhythmus , den man auf hiesigen Fussballplätzen wohl vergebens sucht .;ADV;suchen;41;Full|3|Sg|Pres|Ind;VVFIN;40
1739832;NZZ_1994_03_17_a4_seg8_s1;Nach der Einigung mit Norwegen hängt die endgültige Besiegelung der Beitrittsverträge mit allen vier EFTA-Ländern , zu der die Aussenminister von Österreich , Schweden und Finnland am Dienstag nun bereits zum zweitenmal vergebens nach Brüssel angereist waren , noch von der Lösung des EU-internen Streits über die künftige Sperrminorität ab .;ADV;nach;34;Dat;APPR;33
1772902;NZZ_1994_03_23_a96_seg3_s23;Während Sebastiano seinen Willen zur Transzendenz als Mitglied der Gemeinschaft in der Renovation der Kartause befriedigt , harrt Padre Rocca vergebens der Epiphanie .;ADV;--;20;Name|Nom|Sg|Fem;NE;21
1778327;NZZ_1994_03_24_a146_seg3_s3;Die seit vielen Jahren bestehende Grau-Bänd bestreitet mit ihrem schräg- vertrackten witzigen Funk zahllose Bühnenauftritte - allein , einen Tonträger des vitalen Sextetts suchte man bisher allerdings vergebens .;ADV;suchen;24;Full|3|Sg|Past|Ind;VVFIN;28
1796499;NZZ_1994_03_28_a87_seg8_s13;"Doch « die Inquisitoren auf der ganzen Welt verbrennen die Bücher vergebens , und wenn die Bücher Gültiges enthalten , hört man sie im Feuer leise lachen ... » - Hrabal selber arbeitete in den fünfziger Jahren in der Altpapiersammelstelle an der Spalená in Prag ; seine eigenen Bücher wurden 1970 eingestampft .";ADV;No Head;13;No Head;No Head;12
1807880;NZZ_1994_03_30_a98_seg3_s37;Nach dem absoluten Anspruch sucht man in Verlaines Dichtungen vergebens .;ADV;suchen;5;Full|3|Sg|Pres|Ind;VVFIN;10
1900338;NZZ_1994_11_18_a181_seg2_s5;In Langnau besitzt der vom Erstliga-Klub Burgdorf übernommene Rudolphe Raemy ( er spielte früher ebenfalls für Freiburg ) einen Einjahresvertrag , nachdem er vor seinem Wechsel ins Emmental vergebens einen längeren Kontrakt gefordert hatte .;ADV;Kontrakt;32;Reg|Acc|Sg|Masc;NN;29
1931250;NZZ_1994_11_24_a137_seg3_s2;Die Subventionen für Infosekta und ein Heilsarmee-Heim stiessen auf keinen Widerstand , während sich die SVP heftig , aber vergebens gegen einen jährlichen Beitrag für das Alternativkino Xenix wehrte .;ADV;gegen;21;Acc;APPR;20
1934248;NZZ_1994_11_24_a184_seg8_s12;Und auch den prächtigen grünblauen , rotschnäbligen Puertoricanischen Papagei , der hier noch in einigen wenigen Exemplaren heimisch ist , sucht man wahrscheinlich vergebens .;ADV;suchen;21;Full|3|Sg|Pres|Ind;VVFIN;24
1964905;NZZ_1994_10_01_a10_seg3_s3;Reynolds , der samt seiner Begleitung und einem Empfangskomitee vergebens auf Jelzin gewartete hatte , sagte später , der russische Präsident habe unter hohem Blutdruck gelitten und sei auf Anraten der Ärzte im Flugzeug geblieben .;ADV;auf;11;Auf;APPR;10
1980421;NZZ_1994_10_04_a101_seg9_s18;Ein russischer Abgeordneter des Stadtparlamentes versuchte vergebens , in seinem Schulkreis die russische Sprache durchzusetzen .;ADV;versuchen;6;Full|3|Sg|Past|Ind;VVFIN;7
1984113;NZZ_1994_10_05_a11_seg6_s9;Beobachter in Moskau hatten dem Auftritt des Präsidenten - vor allem nach dem Zwischenfall in Irland , wo Jelzin den irischen Premierminister Reynolds unter bisher nicht völlig geklärten Umständen vergebens warten liess - mit gemischten Gefühlen entgegengeblickt .;ADV;warten;31;Full|-2;VVINF;30
2011120;NZZ_1994_10_10_a86_seg12_s5;Nach Peter Handkes tausendseitigem Roman « Mein Jahr in der Niemandsbucht » griff man vergebens - der Einband mit den Vogelspuren im Sand zierte weisse Seiten .;ADV;greifen;13;Full|3|Sg|Past|Ind;VVFIN;15
2016333;NZZ_1994_10_11_a61_seg4_s8;Mehr Würde auch innerhalb der Armee : Das DR nimmt Abstand von pädagogischer Ermahnung , und man sucht sogar den Ausdruck Erziehung darin vergebens .;ADV;suchen;18;Full|3|Sg|Pres|Ind;VVFIN;24
2085418;NZZ_1994_10_26_a26_seg4_s3;Person und Programm Fernando Henrique Cardosos sprechen dafür , dass sie diesmal nicht vergebens sein könnte .;ADV;können;16;Mod|3|Sg|Past|Subj;VMFIN;14
2111120;NZZ_1994_09_30_a105_seg3_s7;Der Verteidiger der beiden Angeklagten beantragte vergebens eine Verschiebung der Einleitung des Prozesses und eine Wiederaufnahme der polizeilichen Untersuchungen .;ADV;beantragen;6;Full|3|Sg|Past|Ind;VVFIN;7
2141462;NZZ_1994_09_06_a84_seg7_s4;Passagiere wollen helfen , doch vergebens .;ADV;wollen;2;Mod|3|Pl|Pres|Ind;VMFIN;6
2141534;NZZ_1994_09_06_a87_seg3_s23;Aber grundsätzliche aussenpolitische Überlegungen und fundierte Gedanken , mehr als den betriebsamen Dienstalltag wird der Leser vergebens suchen .;ADV;suchen;18;Full|-2;VVINF;17
2142259;NZZ_1994_09_06_a113_seg3_s30;Während des ganzen Geschäftsjahres 1964 wartete er vergebens in seinem Loft an der Canal Street auf Abnehmer für die Markenartikel im graphischen Einheitslook , deren Preise sich zwischen 1 und 40 $ bewegten .;ADV;warten;6;Full|3|Sg|Past|Ind;VVFIN;8
2173425;NZZ_1994_09_12_a111_seg3_s2;Jahrhunderts vergebens .;ADV;No Head;0;No Head;No Head;2
2219283;NZZ_1994_09_21_a20_seg5_s4;Nach anderen typisch « lila » Äusserungen der ersten Regierung ohne Christlichdemokraten seit Einführung des allgemeinen Wahlrechts vor über siebzig Jahren halten die Niederländer bisher allerdings vergebens Ausschau .;ADV;halten;22;Full|3|Pl|Pres|Ind;VVFIN;27
2240135;NZZ_1994_09_24_a107_seg5_s4;von Spanien , der ihn zwei Jahre später ( 1580 ) beerben sollte , indem er das portugiesische Weltreich mit dem spanischen unter seiner Krone vereinte , hatte vergebens versucht , dem jungen König Sebastian seine Kreuzzugsvision auszureden .;ADV;versuchen;30;Full|Psp;VVPP;29
2242489;NZZ_1994_09_24_a172_seg5_s1;Seit Ende 1992 die Equipe von Paul Köchli verschwunden ist , wartet man vergebens auf eine neue Schweizer Radsportequipe .;ADV;.;20;Pun|Sent;$.;14
2273814;NZZ_1994_08_31_a154_seg3_s27;Wartet sie auch vergebens auf einen Partner , so hat sie immerhin noch das Licht der Landschaft , das Licht des Tages , den neuen Anfang .;ADV;No Head;1;No Head;No Head;4
2292684;NZZ_1995_04_04_a150_seg2_s5;Bekannte Gesichter suchte man in der Aktionshalle der Roten Fabrik vergebens , dafür kamen jüngere , neugierige Musikfreaks .;ADV;Fabrik;10;Reg|Gen|Sg|Fem;NN;11
2293936;NZZ_1995_04_04_a181_seg2_s3;Unzählige Patienten warten lange und häufig vergebens auf eine Transplantation .;ADV;.;11;Pun|Sent;$.;7
2301914;NZZ_1995_04_06_a70_seg2_s3;In Paris machten sich zahlreiche Touristen vergebens auf den Weg zum Louvre , wie Gewerkschaften und Museumsleitung am Nachmittag mitteilten .;ADV;machen;3;Full|3|Pl|Past|Ind;VVFIN;7
2315779;NZZ_1995_04_08_a126_seg5_s3;Moralischen Problemdruck sucht man hier vergebens , der aufklärerische Impetus verflüchtigt sich im routinierten Raffinement .;ADV;suchen;3;Full|3|Sg|Pres|Ind;VVFIN;6
2339231;NZZ_1995_04_13_a116_seg3_s18;Freilich vergebens .;ADV;No Head;0;No Head;No Head;2
2368748;NZZ_1995_04_20_a147_seg3_s31;Leider gibt es keine Tabellen über ballistische Flugbahnen , und leider liessen sich die beiden Holländer auch nicht von den geometrischen Thesen des Gymnasten Ricken beeinflussen , der vergebens zu erklären versuchte , « dass ein Ball , hart mit dem Spann geschlagen , über eine bestimmte Distanz in geradem Winkel und niemals eine solche Kurve fliegt » .;ADV;erklären;31;Full|-2;VVINF;29
2383324;NZZ_1995_04_22_a182_seg15_s1;Reflexionsebenen dieser Art sucht man in der Lyrik der Droste vergebens , was aber nicht heisst , dass aus ihrer Poesie das Gedankliche verbannt gewesen wäre .;ADV;suchen;4;Full|3|Sg|Pres|Ind;VVFIN;11
2415987;NZZ_1995_03_31_a77_seg7_s4;Konkrete Projekte im amerikanischen Investment-Banking ( Oppenheimer ) oder in den drei Nachbarländern Belgien , Deutschland und Frankreich , in denen ING seit Jahren vergebens nach einem zweiten Hausmarkt sucht , wollte Jacobs jedoch nicht nennen .;ADV;nach;26;Dat;APPR;25
2426282;NZZ_1995_08_02_a145_seg3_s29;Während sich unzählige Veranstalter immer wieder vergebens um die Verteilung von Startplätzen für den Hawaii-Ironman bewerben , reüssierte das Duo Boll/Koller gleich auf Anhieb .;ADV;bewerben;16;Full|-2;VVFIN;7
2444491;NZZ_1995_08_07_a1_seg3_s4;Auf eine offizielle Stellungnahme aus dem Weissen Haus wartete man bis am Sonntag vergebens .;ADV;Sonntag;13;Reg|Dat|Sg|Masc;NN;14
2473671;NZZ_1995_08_12_a104_seg27_s5;Spezielle Lexika zum literaturtheoretischen Schrifttum suchte man jedoch bisher vergebens , wohl auch deshalb , weil ein solches Projekt eine aufwendige Koordinationslogistik erfordert .;ADV;suchen;6;Full|1|Sg|Past|Ind;VVFIN;10
2520676;NZZ_1995_08_22_a3_seg3_s1;Die zairische Regierung hat am Wochenende mit der Zwangsrepatriierung von Rwandern und Burundiern begonnen , nachdem sie sich ebenso vehement wie vergebens gegen die Aufhebung des Waffenembargos gegen Rwanda ausgesprochen hatte .;ADV;ebenso;19;--;ADV;22
2554348;NZZ_1995_08_28_a95_seg7_s5;Gleichzeitig liess man aber auch besondere Sorgfalt walten , um der Landschaft die vorgesehene Struktur zu geben - nicht per Zufall findet sich unmittelbar angrenzend an die Anlage der Burghügel mit der Ruine Moosburg , und nicht vergebens heisst die entlang dem Erholungsgebiet verlaufende Fahrstrasse , an der Wohnblöcke stehen , « Im Moos » .;ADV;heißen;39;Full|3|Sg|Pres|Ind;VVFIN;38
2559237;NZZ_1995_08_29_a93_seg3_s14;Seit aber Heinrich von Kleist brieflich festgehalten hat , wie er im Jahre 1800 die Würzburger Leihbibliothek besuchte , vergebens nach Werken Goethes , Schillers , Wielands fragte , endlich wissen wollte , was für Bücher denn eigentlich an den Wänden aufgereiht seien , und zur Antwort erhielt : « Rittergeschichten , lauter Rittergeschichten , rechts die Rittergeschichten mit Gespenstern , links ohne Gespenster , nach Belieben » - seitdem gilt in deutschsprachigen Landen die Leihbibliothek als Hort des Trivialen .;ADV;nach;21;Dat;APPR;20
2607679;NZZ_1995_12_06_a123_seg3_s19;Was sind das für Spuren , nach denen sie im Haus vergebens sucht ?;ADV;suchen;13;Full|3|Sg|Pres|Ind;VVFIN;12
2688796;NZZ_1995_12_20_a120_seg80_s6;Rockunterstützte akustische Musik mit keltischen und irischen Einflüssen - wie man sie beispielsweise von den Pogues , den Levellers oder Runrig kennt , die ein breiteres , oftmals auch jüngeres Publikum ansprechen - sucht man auf dem Label vergebens .;ADV;suchen;34;Full|3|Sg|Pres|Ind;VVFIN;39
2740148;NZZ_1995_02_01_a155_seg5_s3;Der Erpresser gab genau an , wann und wo die Gelder für ihn deponiert werden sollten , er begab sich auch an den Ort , allerdings vergebens : Keiner der Bedrohten lieferte die halbe Million Franken .;ADV;liefern;32;Full|3|Sg|Past|Ind;VVFIN;27
2740309;NZZ_1995_02_01_a164_seg3_s5;Die Genossenschaft Karthago , die ihre Wurzeln letztlich in der Hausbesetzerszene der frühen achtziger Jahre hat , bemühte sich 1994 völlig legal , aber vergebens darum , von der Stadt Zürich in Altstetten ein Grundstück im Baurecht zu erhalten .;ADV;darum;26;Dem;PROAV;25
2749567;NZZ_1995_02_03_a140_seg3_s16;Das aber suchen wir vergebens .;ADV;suchen;3;Full|1|Pl|Pres|Ind;VVFIN;5
2762081;NZZ_1995_02_04_a240_seg3_s11;Ganz selten kleben noch Sehnsuchtsreste an ihnen , die sie vergebens aneinander abzustreifen suchen .;ADV;abstreifen;13;Full|zu;VVIZU;11
2763918;NZZ_1995_02_06_a79_seg3_s12;In den Briefen des jungen Mannes aus jenen Tagen klingt erstmals ein Ton auf , den man in den ernsten Korrespondenzen der älteren Generation vergebens sucht .;ADV;suchen;26;Full|3|Sg|Pres|Ind;VVFIN;25
