;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
125365;NZZ_1993_04_28_a128_seg3_s4;Diese Grenze zwischen Zuneigung und Rückweisung kann individuell sehr unterschiedlich verlaufen , weshalb sich denn auch über die Frage , welche Geräusche lieblich und welche lästig sind , nie völlige Einigkeit erreichen lassen wird .;ADJD;verlaufen;11;Full|-2;VVINF;10
125453;NZZ_1993_04_28_a131_seg3_s1;Verschiedene Untersuchungen haben gezeigt , dass die Wahrnehmung und Wirkung tieffrequenter Geräusche deutlich von der Wahrnehmung und Wirkung mittel- oder hochfrequenter Schalle abweicht , ebenso werden schmal- oder breitbandige Geräusche unterschiedlich wahrgenommen .;ADJD;wahrnehmen;32;Full|Psp;VVPP;31
125692;NZZ_1993_04_28_a135_seg10_s14;Dies hat zwei Gründe : Zum einen sind Menschen Individuen , welche auf die Einflüsse der Umwelt unterschiedlich reagieren , zum anderen sind Grenzwerte oft ein Kompromiss zwischen dem Wünschbaren und dem Machbaren .;ADJD;reagieren;19;Full|3|Pl|Pres|Ind;VVFIN;18
132738;NZZ_1993_04_29_a192_seg8_s13;"Auch der sogenannten symmetrischen Zinspolitik erteilt die Bundesbank eine Absage ; unterschiedlich hohe Inflationsraten machten vielmehr eine Asymmetrie der Abwehrreaktionen nötig .";ADJD;hoch;13;Pos|Nom|Pl|Fem;ADJA;12
132757;NZZ_1993_04_29_a193_seg6_s4;Ob bei der Summierung von Lügen auf ein Lügengebäude und damit auf Arglist zu schliessen sei , hat die Rechtsprechung unterschiedlich und zuletzt eher bejahend beantwortet , so bei der Anreihung mehrerer falscher Angaben auf einem Kreditformular ( und zwar betreffend Geburtsdatum , Beruf , Arbeitgeber , Monatslohn und Miete ) .;ADJD;und;22;Coord|-2;KON;21
137595;NZZ_1993_03_31_a144_seg8_s1;"Auf die Ertragserosion , die im letzten Jahr bei Hoechst am geringsten , bei der BASF mit Abstand am stärksten ausgefallen ist , reagieren die Unternehmen unterschiedlich : Hoechst senkt die Dividende überproportional von 24% auf 18% ; Bayer orientiert sich mit einer Rücknahme um 4 Punkte auf 22% am Ertragsverlauf , während die BASF aus steuerlichen Gründen ( EK-56-Rücklagen ) einen relativ geringen Schnitt von 24% auf 20% vornimmt .";ADJD;reagieren;24;Full|3|Pl|Pres|Ind;VVFIN;27
137732;NZZ_1993_03_31_a154_seg1_s11;Vom Konjunkturrückgang wurden die drei allerdings unterschiedlich betroffen .;ADJD;betreffen;8;Full|Psp;VVPP;7
144219;NZZ_1993_08_03_a38_seg2_s3;Regional wird den bestehenden Vorschriften jedoch noch sehr unterschiedlich nachgelebt , da in Deponien , in denen die Materialien noch nicht entsprechend den heute dafür gültigen Vorschriften eingelagert werden , der Bauschutt nach wie vor billig abgegeben werden kann .;ADJD;werden;2;Aux|3|Sg|Pres|Ind;VAFIN;9
144525;NZZ_1993_08_03_a45_seg1_s5;14 Bauschuttentsorgung auf halbem Weg Weil in gewissen Deponien Bauschutt nach wie vor billig abgegeben werden kann , wird der Vorschrift , Bauabfälle getrennt zu sammeln , regional noch sehr unterschiedlich nachgelebt .;ADJD;nachleben;32;Full|Psp;VVPP;31
150585;NZZ_1993_08_04_a84_seg2_s19;Dafür fehlen ihr die heute bevorzugten kontrastreichen Soloregister , ebenso stark unterschiedlich klingende Manualwerke .;ADJD;fehlen;2;Full|3|Pl|Pres|Ind;VVFIN;12
151827;NZZ_1993_08_04_a127_seg6_s1;Am Markt wurde der jüngste Zinsschritt der Bundesbank unterschiedlich interpretiert .;ADJD;interpretieren;10;Full|Psp;VVFIN;9
151935;NZZ_1993_08_04_a127_seg39_s4;Entlang der Nordsee von Frankreich bis Dänemark verläuft ein unterschiedlich kräftiges Wolkenband .;ADJD;kräftig;11;Pos|Nom|Sg|Neut;ADJA;10
158588;NZZ_1993_08_06_a67_seg10_s5;Der Interpretationsspielraum ist dabei gross , wie der Fall Vellerat zeigt , und die Konklusionen der Fachleute sind entsprechend unterschiedlich .;ADJD;sein;18;Sein|3|Pl|Pres|Ind;VAFIN;20
160948;NZZ_1993_08_06_a140_seg4_s1;Ein in seinem Ausmass überraschend starker Preiseinbruch an den Edelmetallmärkten am Donnerstag ist von Marktteilnehmern unterschiedlich interpretiert worden .;ADJD;interpretieren;17;Full|Psp;VVPP;16
162030;NZZ_1993_08_06_a180_seg4_s7;Die Baudirektion hat diese heikle Aufgabe unterschiedlich gut gelöst .;ADJD;gut;8;Pos;ADJD;7
167553;NZZ_1993_08_07_a171_seg6_s3;Die Lage in den einzelnen Produktionszweigen ist sehr unterschiedlich .;ADJD;sein;7;Sein|3|Sg|Pres|Ind;VAFIN;9
167717;NZZ_1993_08_07_a175_seg7_s1;Die Tochtergesellschaften des Unternehmens arbeiteten unterschiedlich .;ADJD;arbeiten;5;Full|3|Pl|Past|Ind;VVFIN;6
168331;NZZ_1993_08_07_a195_seg2_s6;sind zwar sichtlich unterschiedlich , insgesamt aber doch überzeugend , und die versponnenen Texte von Maurice Maeterlinck passen bestens zur Atmosphäre des verwilderten Raumes , der am Ende des anderthalbstündigen Stückes noch phantastischer wirkt als zu Beginn .;ADJD;No Head;1;No Head;No Head;4
168891;NZZ_1993_08_09_a25_seg2_s8;Ihre Beiträge , die mehr oder weniger explizit Bezug nehmen auf die Thematik des Bandes , sind qualitativ höchst unterschiedlich .;ADJD;sein;17;Sein|3|Pl|Pres|Ind;VAFIN;20
172501;NZZ_1993_08_09_a118_seg5_s3;Obschon sich die Entwicklung unter den einzelnen Produktzweigen sehr unterschiedlich präsentierte , ergab sich im Agraraussenhandel ein erhöhter Überschuss von 1 Mrd. fFr.;ADJD;präsentieren;11;Full|3|Sg|Past|Ind;VVFIN;10
177967;NZZ_1993_08_11_a34_seg13_s1;Erhöhte Konzentrationen an Gesamtcholesterin bzw. LDL-Cholesterin im Blut können durch eine Ernährungsumstellung oder durch Medikamente in unterschiedlich starkem Ausmass gesenkt werden .;ADJD;stark;18;Pos|Dat|Sg|Neut;ADJA;17
177973;NZZ_1993_08_11_a34_seg13_s7;Diese vermögen , je nach Substanzklasse , das LDL unterschiedlich stark zu senken .;ADJD;stark;11;Pos;ADJD;10
180538;NZZ_1993_08_11_a119_seg4_s4;Mit anderen Worten ist die Gewinnerholung ausserordentlich unterschiedlich , und die einzelnen Steigerungen basieren auf höchst verschiedenen Ausgangslagen .;ADJD;sein;4;Sein|3|Sg|Pres|Ind;VAFIN;8
180544;NZZ_1993_08_11_a119_seg4_s10;Aus dieser Sicht ist die Entwicklung der Unternehmensgewinne unverändert unterschiedlich , wie dies auch die offiziellen Konjunkturdaten signalisieren , steht doch beispielsweise einer Arbeitslosenquote von 6% eine Teuerung von nur 6% gegenüber .;ADJD;sein;4;Sein|3|Sg|Pres|Ind;VAFIN;10
183275;NZZ_1993_08_12_a111_seg4_s8;Erneut entwickelten sich die Exportströme in die verschiedenen Regionen sehr unterschiedlich .;ADJD;entwickeln;2;Full|3|Pl|Past|Ind;VVFIN;11
184447;NZZ_1993_08_13_a28_seg2_s3;Das Abteil ist dabei unterschiedlich gross .;ADJD;sein;3;Sein|3|Sg|Pres|Ind;VAFIN;5
184779;NZZ_1993_08_13_a41_seg2_s3;In allen diesen Filmen haben sie auch symbolische Funktion , werden sie - in unterschiedlich starkem Grad - mythisiert .;ADJD;stark;16;Pos|Dat|Sg|Masc;ADJA;15
186624;NZZ_1993_08_13_a130_seg3_s9;Positiv wirkt sich laut der Gruppe die klare Ausrichtung nach Kundensparten und Geschäftsfeldern aus , wobei sich der Zugang an Neuaufträgen unterschiedlich entwickle .;ADJD;entwickeln;23;Full|3|Sg|Pres|Subj;VVFIN;22
187134;NZZ_1993_08_13_a145_seg33_s4;( sda ) Der jährlich um den 11. bis 13. August unterschiedlich intensiv wiederkehrende Schauer wird als « Perseiden » bezeichnet , da es aussieht , als ob die Sternschnuppen dem Sternbild Perseus entsprängen .;ADJD;wiederkehrend;14;Pos|Acc|Pl|Masc;ADJA;12
190689;NZZ_1993_08_14_a132_seg3_s3;Sowohl wert- wie stückzahlmässig verlief die Entwicklung der verschiedenen Produkte sehr unterschiedlich .;ADJD;verlaufen;5;Full|3|Sg|Past|Ind;VVFIN;12
191146;NZZ_1993_08_14_a154_seg1_s6;Die Umsatzentwicklung in den einzelnen Sparten verlief laut den Angaben unterschiedlich .;ADJD;verlaufen;7;Full|3|Sg|Past|Ind;VVFIN;11
197476;NZZ_1993_08_17_a47_seg10_s9;Auch ist der Schwierigkeitsgrad der Fälle unterschiedlich .;ADJD;sein;2;Sein|3|Sg|Pres|Ind;VAFIN;7
197479;NZZ_1993_08_17_a47_seg10_s12;Man muss sich klar sein , dass dabei , wenn auch individuell unterschiedlich , Grenzen der Belastbarkeit erreicht werden .;ADJD;werden;19;Aux|-2;VAFIN;13
198990;NZZ_1993_08_17_a126_seg6_s17;Als Hinterhalt für die Bauern könnte sich vielmehr jene EG-Agrarreformpolitik entpuppen , die mit zeitlich befristeten Direktzahlungen viel eher die Ziele von Maastricht sichern will , als sich auf eine weltweite Diskussion um gegenseitiges Verständnis zwischen historisch und kulturell unterschiedlich strukturierten Völkern einzulassen .;ADJD;strukturiert;41;Pos|Dat|Pl|Neut;ADJA;40
202430;NZZ_1993_08_18_a121_seg7_s1;Die Nationalbank weist allerdings darauf hin , dass der direkte Vergleich der Halbjahresergebnisse 1993 mit denen von 1992 nicht sehr aussagekräftig ist , weil die Ertragssituation der Banken im Jahresverlauf 1992 höchst unterschiedlich gewesen sei .;ADJD;sein;34;Sein|Psp;VAPP;33
203729;NZZ_1993_08_19_a26_seg8_s2;So klein ihre Zahl ist , so unterschiedlich sind die drei Frauen .;ADJD;sein;9;Sein|3|Pl|Pres|Ind;VAFIN;8
206375;NZZ_1993_08_19_a142_seg3_s6;Dabei sei die Entwicklung der Bilanzsummen bei den einzelnen Instituten allerdings recht unterschiedlich verlaufen .;ADJD;verlaufen;14;Full|Psp;VVINF;13
206566;NZZ_1993_08_19_a152_seg5_s3;Wie aus der Tabelle zur Konzernentwicklung hervorgeht , ist der Anteil der Berner Grossbank an Aufwand und Ertrag recht unterschiedlich und teilweise scheinbar gering .;ADJD;und;21;Coord|-2;KON;20
206917;NZZ_1993_08_19_a160_seg8_s5;Die Reaktionen des Gewerbes fielen nach Darstellung der Arbeitsgruppe unterschiedlich aus .;ADJD;fallen;5;Full|3|Pl|Past|Ind;VVFIN;10
207905;NZZ_1993_08_20_a44_seg2_s1;Die Antwort auf diese Frage wird je nach Interessenlage unterschiedlich ausfallen .;ADJD;ausfallen;11;Full|-2;VVINF;10
209780;NZZ_1993_08_20_a139_seg6_s11;Die Reaktionen des Gewerbes fielen nach Darstellung der Arbeitsgruppe unterschiedlich aus .;ADJD;fallen;5;Full|3|Pl|Past|Ind;VVFIN;10
209966;NZZ_1993_08_20_a147_seg5_s3;Sie haben laut Grob auf die Pläne der Stadt unterschiedlich reagiert : Während sich die einen schockiert zeigten , betrachten die andern das Vorhaben als Chance , « ihren » Betrieb selber zu übernehmen .;ADJD;reagieren;11;Full|Psp;VVPP;10
210730;NZZ_1993_08_21_a43_seg2_s6;Denn « die » Stadt gab es nie , lediglich eine Fülle von grossen , kleineren und kleinsten Städten , deren Geschichte sich so unterschiedlich liest , wie sie von den Ereignissen und Strukturen her geschrieben wurde .;ADJD;lesen;26;Full|3|Sg|Pres|Ind;VVFIN;25
211099;NZZ_1993_08_21_a59_seg2_s22;Aber auch hier , insbesondere bei genmanipulierten Tieren und ihrer Patentierung , stellen sich Fragen zum Verhältnis des Menschen zur Schöpfung , die je nach weltanschaulichem Hintergrund unterschiedlich beantwortet werden .;ADJD;beantworten;29;Full|Psp;VVPP;28
217324;NZZ_1993_08_23_a142_seg2_s3;Weil sich aber junge Pferde unterschiedlich schnell entwickeln und einige von ihnen erst während der Rennpause im Sommer grosse Fortschritte erkennen lassen , geschieht es nicht selten , dass sich der Sieger vom Frühjahr unerwartet deutlich einem neuen « Star » beugen muss .;ADJD;schnell;7;Pos;ADJD;6
217990;NZZ_1993_08_23_a170_seg6_s3;Je nach Begründung sind auch die Zukunftserwartungen unterschiedlich .;ADJD;sein;4;Sein|3|Pl|Pres|Ind;VAFIN;8
218618;NZZ_1993_08_23_a201_seg2_s5;Ganz unterschiedlich wird die Steigung in Angriff genommen : forsch , mit der ganzen Kraft , allen anderen vorauseilend , oder sachte und zurückhaltend , Kräfte schonend für weitere Aufstiege , die noch zu bewältigen sind .;ADJD;nehmen;8;Full|Psp;VVPP;2
219742;NZZ_1993_08_24_a55_seg6_s8;Als Vorbild gilt der TGV Nord , der nachfrageabhängig je nach Tag , Zug und Klasse sehr unterschiedlich teuer ist .;ADJD;teuer;19;Pos;ADJD;18
220811;NZZ_1993_08_24_a113_seg4_s4;Dabei verlief die Entwicklung innerhalb des Konzerns stark unterschiedlich : Während sich das Nutzfahrzeuggeschäft um 8% abschwächte , hielt sich der Maschinen- und Anlagenbau auf Vorjahreshöhe .;ADJD;verlaufen;2;Full|3|Sg|Past|Ind;VVFIN;9
220816;NZZ_1993_08_24_a113_seg4_s9;Auch beim Ordereingang war die Entwicklung sehr unterschiedlich : Während die inländische Nachfrage um 20% auf 66 ( 34 ) Mrd. DM zurückging , stiegen die Auslandsaufträge leicht um 2% auf 93 ( 75 ) Mrd. DM .;ADJD;sein;4;Sein|3|Sg|Past|Ind;VAFIN;8
228534;NZZ_1993_08_26_a155_seg22_s2;Ein unterschiedlich kompaktes Wolkenband einer Kaltfront zieht sich von der Iberischen Halbinsel über Mitteleuropa bis zum Nordbalkan .;ADJD;kompakt;3;Pos|Nom|Sg|Neut;ADJA;2
232955;NZZ_1993_08_28_a20_seg3_s2;Die Gründe für zentrifugale Tendenzen am Rande Russlands zeigt ein kurzer Augenschein : einerseits das kaputte Erbe des Sowjetsystems mit bröckelnden Lenin-Statuen , abbruchreifen Industriegiganten und trostlosen Dörfern und andererseits eine Aufbruchstimmung , spontan und unterschiedlich von Ort zu Ort , die dynamischer und anarchischer als von oben verordnete Reformen zu sein scheint .;ADJD;und;35;Coord|-2;KON;36
237243;NZZ_1993_08_28_a166_seg41_s2;Verschiedene Polarluftvorstösse Richtung Mitteleuropa , die im zu Ende gehenden Sommer zu eigentlichen Wetterstürzen geführt haben , haben sich recht unterschiedlich auf den Witterungsverlauf ausgewirkt .;ADJD;auswirken;25;Full|Psp;VVPP;21
237740;NZZ_1993_08_28_a182_seg2_s18;So ist es naheliegend , dass die EDV-Probleme aus politischem Kalkül sehr unterschiedlich gewichtet werden .;ADJD;gewichten;14;Full|Psp;VVPP;13
242153;NZZ_1993_07_31_a8_seg7_s6;Die betroffenen Parteichefs reagierten unterschiedlich auf die jüngsten Enthüllungen .;ADJD;reagieren;4;Full|3|Pl|Past|Ind;VVFIN;5
243005;NZZ_1993_07_31_a60_seg2_s3;Regional wird den bestehenden Vorschriften jedoch noch sehr unterschiedlich nachgelebt , da in Deponien , in denen die Materialien noch nicht entsprechend den heute dafür gültigen Vorschriften eingelagert werden , der Bauschutt nach wie vor billig abgegeben werden kann .;ADJD;werden;2;Aux|3|Sg|Pres|Ind;VAFIN;9
245895;NZZ_1993_07_31_a128_seg2_s8;Das Verhalten der Millionen Tierarten ist so unterschiedlich , dass es sich als projektiver Test eignet .;ADJD;sein;6;Sein|3|Sg|Pres|Ind;VAFIN;8
248222;NZZ_1993_07_31_a167_seg2_s14;Die nichtkonsolidierten Gruppengesellschaften sind weiterhin stark unterschiedlich erfolgreich .;ADJD;erfolgreich;8;Pos;ADJD;7
254641;NZZ_1993_12_02_a37_seg44_s5;Unsere Mobilität ist zu billig , allerdings unterschiedlich für Strasse und Bahn .;ADJD;für;9;Acc;APPR;8
265677;NZZ_1993_12_03_a242_seg4_s2;Neben organisatorischen Straffungen bei den Versorgungsregimentern , den Spitalregimentern und den Luftschutzregimentern ( neu Rettungsregimenter ) ist vor allem die Bildung von fünf auf die jeweiligen Bedürfnisse der Ostschweizer Kantone zugeschnittenen , unterschiedlich gegliederten Territorialregimentern von Bedeutung .;ADJD;gegliedert;34;Pos|Dat|Pl|Neut;ADJA;33
265746;NZZ_1993_12_03_a244_seg9_s2;Da die Bedürfnisse der Kunden örtlich und tageszeitlich sehr unterschiedlich sind , kann eine differenziertere Lösung angestrebt werden .;ADJD;und;7;Coord|-2;KON;10
272205;NZZ_1993_12_04_a163_seg4_s6;Die Entwicklung verlief allerdings r äumlich unterschiedlich : I n den Städten und in Stadtnähe nahm die Belastung zu , in ländlichen Gebieten ab .;ADJD;I;9;--;FM;7
284209;NZZ_1993_12_08_a47_seg2_s4;Das Resultat : Farbensehen kann von Person zu Person recht unterschiedlich sein .;ADJD;sein;12;Sein|-2;VAINF;11
284216;NZZ_1993_12_08_a47_seg2_s11;Schon mit diesen als « normal » betrachteten Pigmenten sehen verschiedene Leute daher Farben leicht unterschiedlich .;ADJD;sehen;10;Full|3|Pl|Pres|Ind;VVFIN;16
287706;NZZ_1993_12_08_a180_seg7_s7;In branchenmässiger Sicht verlief die Entwicklung unterschiedlich .;ADJD;verlaufen;4;Full|3|Sg|Past|Ind;VVFIN;7
292384;NZZ_1993_12_09_a153_seg3_s21;Freilich werden Dauer und Tempo dieser Umwandlung in den einzelnen Ländern unterschiedlich sein und von der Geschwindigkeit des Transformationsprozesses allgemein sowie von der wirtschaftlichen Erholung im jeweiligen Land abhängen .;ADJD;sein;13;Sein|-2;VAINF;12
295003;NZZ_1993_12_10_a68_seg4_s5;Ich behandle die Kulturrevolution in « König der Kinder » und « Lebewohl , meine Konkubine » sehr unterschiedlich .;ADJD;Lebewohl;13;Reg|Nom|Sg|Neut;NN;19
295720;NZZ_1993_12_10_a93_seg2_s5;Auch dem weniger Erfahrenen vermitteln solche Proben ( die Weine waren unterschiedlich weit gediehen ) einen Eindruck von den vielfältigen und geheimnisvollen Wandlungen , die der Wein in dieser diffizilen Phase durchmacht .;ADJD;weit;13;Pos;ADJD;12
298697;NZZ_1993_12_10_a196_seg3_s8;Der Geschäftsgang in den einzelnen Bereichen war laut den Angaben unterschiedlich .;ADJD;sein;7;Sein|3|Sg|Past|Ind;VAFIN;11
299843;NZZ_1993_12_10_a221_seg2_s10;Der Verwaltungsrat des Lokalsenders hat dieses Urteil nun erwartungsgemäss weitergezogen , unter anderem mit der Begründung , ein oberinstanzlicher Entscheid zur Frage , ob zwei Gegendarstellungen von voneinander unabhängigen und unterschiedlich betroffenen Rechtssubjekten opportun sind , sei von einem weiteren medienrechtlichen Interesse .;ADJD;und;30;Coord|-2;KON;31
301479;NZZ_1993_12_11_a64_seg7_s16;Denn so unterschiedlich sich die Wiederentdeckung der Gefühle im Einzelfall darstellen mag , stets handelt es sich bei den vorgenommenen Thematisierungen um Variationen desselben Grundproblems .;ADJD;darstellen;11;Full|-2;VVINF;3
305903;NZZ_1993_12_11_a173_seg9_s9;Die Crux besteht darin , dass die Geldnachfrage nicht überall so stabil ist wie in Deutschland und dass die monetären Transmissionsmechanismen sowie die Bankensysteme von Land zu Land höchst unterschiedlich sind .;ADJD;sein;31;Sein|3|Pl|Pres|Ind;VAFIN;30
