Interne-ID;Function-Head;Funktion-Hit;Head;ID-Head;ID-NZZ;ID-Token;Meta-Kopf;sentence;Oberkategorie;Unterkategorie;Status;Kommentar;externe Funktion;prozess;pFREQ;AuW;pure;agent;method;degree;proposition;KONJ;FRAME;SADV;extern;KAUS;TEMP;FREQ;BU;LOC;intern;INST;KOM;SH;iLOC
12;VVFIN;ADV;sehnen;43;NZZ_1994_02_11_a128_seg7_s19;45;Full|3|Sg|Pres|Ind;Als ein alter orientalischer Jude, von der Schoa nicht betroffen, Kätzchen die Schöpfungsgeschichte aus der Thora nahebringen will, hält das Kind ihm entgegen : « Gott hat die Welt geboren, dann ist er gestorben, und die Welt sehnt sich vergebens nach ihm . »;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
13;VVFIN;ADV;warten;9;NZZ_1995_02_14_a71_seg9_s7;17;Full|3|Sg|Pres|Ind;Auf die kopernikanische Wende und ein heliozentrisches Europa-Bild wartet man auch beim Thema « Freizügigkeit » vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
14;VVFIN;ADV;kämpfen;10;NZZ_1994_04_16_a128_seg47_s10;11;Full|3|Sg|Pres|Ind;Frank Lopardo in der Rolle des abgewiesenen Liebhabers Idreno kämpft vergebens gegen die Blutleere seiner Partie .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
15;VVFIN;ADV;rufen;4;NZZ_1994_12_09_a170_seg13_s21;8;Full|1|Sg|Pres|Ind;Chile, ich rufe deinen Namen nicht vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
16;VVFIN;ADV;anrennen;41;NZZ_1996_12_07_a201_seg9_s7;38;Full|3|Sg|Pres|Ind;Zum andern : die Wüste bedeutete nicht Zuflucht vor der Stadt, sondern eine Verkörperung der Stadt der Zukunft, genauer : hier draussen wurde jene andere Seite der Stadt sichtbar, wogegen die offizielle Planungsideologie ebenso vergebens wie vehement anrennt .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
17;VVFIN;ADV;verehren;12;NZZ_1994_02_26_a111_seg9_s17;18;Full|2|Pl;Einer der Besucher des Vaters, Fürst Ingmar aus Lüttich, verehrt sie sein ganzes Leben lang vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
18;VVPP;ADV;anstreben;16;NZZ_1994_06_13_a85_seg3_s19;15;Full|Psp;Ob Gemeinsames in Form, Haltung und Ablauf absichtlich hat vermieden werden wollen oder vergebens angestrebt wurde, war in dem vagen Ungefähr der Ausführung nicht auszumachen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
19;VVPP;ADV;bekämpfen;31;NZZ_1999_10_21_a36_seg8_s1;30;Full|Psp;Fast etwas tragisch mutet an, dass just Cornaz, der noch als Grossrat und Direktor der Handelskammern beider Basel diese in manchen Zügen fragwürdige Schulreform vehement, aber vergebens bekämpft hatte, nun für deren Vollzug verantwortlich ist .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
20;VVPP;ADV;anstreben;23;NZZ_1997_04_08_a175_seg4_s11;22;Full|Psp;Aber der Titelgewinn, den Barkley schon mit den Philadelphia 76ers ( 1984-92 ) und den Phoenix Suns ( 1992-96 ) vergebens angestrebt hatte, scheint auch mit den Houston Rockets, Ausgabe 1997, kaum erreichbar .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
21;VVFIN;ADV;erweisen;8;NZZ_1997_12_13_a202_seg3_s2;11;Full|3|Sg|Past|Ind;Die weite Reise der Skidamen nach Savoyen erwies sich als vergebens .;nd;nd;not of interest;Vergleich;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
22;VVFIN;ADV;suchen;10;NZZ_1997_06_10_a192_seg2_s4;12;Full|3|Sg|Pres|Ind;Unklarheit herrscht auch beim öffentlichen Verkehr : Im Eisenbahnbetrieb sucht man vergebens Auskunftspersonen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
23;VVFIN;ADV;suchen;26;NZZ_1996_12_19_a140_seg3_s30;28;Full|1|Pl|Pres|Ind;Einige Beiträge über noch lebende oder erst vor kurzem verstorbene Komponisten sind nicht auf dem aktuellsten Stand, etliche Komponisten aus den neuen deutschen Bundesländern suchen wir vergebens ( der prominenteste Vergessene ist wohl Udo Zimmermann ) .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
24;VVFIN;ADV;suchen;3;NZZ_1995_05_29_a107_seg3_s10;7;Full|3|Sg|Pres|Ind;Lange Unterführungen sucht man in Regensdorf vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
25;VVFIN;ADV;suchen;3;NZZ_1995_05_15_a100_seg5_s6;4;Full|3|Pl|Past|Ind;Die Hände suchten vergebens einen tauglichen Griff, die Füsse fanden in den Wölbungen der Nagelfluh keinen rechten Halt mehr .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
26;VVFIN;ADV;suchen;6;NZZ_1999_03_20_a269_seg3_s144;9;Full|3|Pl|Pres|Ind;Bis zur Rushey Fields Farm suchen die Hunde vergebens nach der Spur eines Fuchses .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
27;VVFIN;ADV;warten;8;NZZ_1997_02_04_a170_seg11_s20;11;Full|3|Sg|Pres|Subj;Auch auf die längst versprochene Trainingsgruppe Riesenslalom/Super-G warte er bisher vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
28;VVFIN;ADV;hoffen;25;NZZ_1996_09_07_a139_seg7_s4;26;Full|3|Sg|Past|Ind;Kiesler, der glaubte, mit dem « Endless House » eine optimale, auf sämtliche menschlichen Bedürfnisse zugeschnittene Architektur entwickelt zu haben, hoffte vergebens auf eine Realisierung seiner Pläne .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
29;VVIMP;ADV;warten;24;NZZ_1995_01_28_a156_seg17_s1;25;Full|3|Sg|Pres|Ind;Ein Porträt des Künstlers als alter Mann von Thomas Bernhard Der heruntergekommene Schauspieler Minetti ist mit seinem letzten Geld nach Ostende gereist und wartet vergebens auf einen Theaterdirektor aus Flensburg, der ihm ein Gastspiel als « Lear » versprochen hat .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
30;VVFIN;ADV;suchen;28;NZZ_1998_09_01_a67_seg5_s1;27;Full|3|Sg|Pres|Ind;Kann dieser « Nachtstrand » naturgemäss nicht alle Vorzüge eines richtigen Meeresstrandes bieten, so offeriert er dafür ein Schauspiel, das man an der Küste vergebens sucht : Über den Dächern der Stadt zeichnet sich seit kurzem das hell erleuchtete Minarett der Koutoubia-Moschee ab .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
31;VVFIN;ADV;schauen;13;NZZ_1998_03_24_a25_seg7_s3;15;Full|3|Sg|Pres|Ind;Jeweils sechs Betten stehen in einem Raum, und nach einer Sanitärzelle schaut man vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
32;VVFIN;ADV;suchen;5;NZZ_1996_07_30_a107_seg3_s1;8;Full|3|Sg|Pres|Ind;In Übersichtswerken der Architekturgeschichte sucht man meist vergebens nach Félix Duban ( 1798-1870 ), der nach eigenen Worten vor allem Bauten anderer vollendete oder restaurierte .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
33;VVFIN;ADV;versuchen;27;NZZ_1998_10_10_a168_seg13_s2;28;Full|3|Sg|Pres|Ind;Spielfilm ( 1976 ) von Philippe Mora Zwischen 1853 und 1865 liegt Australien im Goldrausch : Der sensible und zurückhaltende Daniel Morgan ( Dennis Hopper ) versucht vergebens sein Glück als Goldgräber in Neusüdwales .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
34;VVFIN;ADV;suchen;4;NZZ_1996_05_07_a169_seg6_s18;9;Full|3|Sg|Pres|Ind;Typisch amerikanische Besonderheiten sucht man ( fast ) vergebens - eine davon ist vielleicht der Umstand, dass das Fahrzeug ausschliesslich mit 4-Gang-Automatik ausgeliefert wird, eine weitere der serienmässige Tempomat, die bereits erwähnte, ebenfalls serienmässige Klimaanlage und natürlich die obligaten Becherhalter .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
35;VVPP;ADV;halten;31;NZZ_1995_03_18_a201_seg10_s4;29;Full|Psp;Für Morelli, denke ich, war es ein verlockender Gedanke, in Burckhardt das Leitbild des kennerschaftlichen Kunsthistorikers gefunden zu haben, nach dem er seit Jahren vergebens Ausschau gehalten hatte .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
36;VVFIN;ADV;warten;2;NZZ_1997_06_03_a14_seg6_s11;3;Full|3|Sg|Past|Ind;Er wartete vergebens auf eine Ernennung als Botschafter durch den damaligen Aussenminister Juppé, der dieses Versäumnis wohl schon mehrmals und erneut an diesem Wochenende bedauert haben dürfte .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
37;VVFIN;ADV;suchen;26;NZZ_1998_11_09_a100_seg9_s15;29;Full|3|Sg|Pres|Ind;Auch die Zeitschrift « 2nd Generation », die das Lebensgefühl der britisch-asiatischen Immigranten mit Artikeln über Mode und Musik auf den Punkt bringt, sucht man hier vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
38;VVFIN;ADV;strecken;38;NZZ_1996_05_09_a197_seg3_s13;41;Full|3|Sg|Past|Ind;In der 28. Minute fiel dann der Führungstreffer für P-SG : nach dem Freistossball aus 30 Metern vom als schussgewaltig bekannten, auf diese Saison von Olympique Lyon an die Seine gewechselten Verteidiger Bruno N ' Gotty streckte sich Konsel vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
39;VVFIN;ADV;suchen;26;NZZ_1997_12_19_a118_seg6_s18;29;Full|3|Sg|Pres|Ind;Vom dramaturgischen Standpunkt aus funktioniert es nicht, weil es zu einer Interaktion zwischen den Protagonisten kaum jemals kommt : Dialoge, wirkliche Zwie gespräche sucht man hier vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
40;VVFIN;ADV;kämpfen;8;NZZ_1997_07_23_a65_seg4_s5;14;Full|3|Sg|Pres|Ind;Gegen den enormen Mistüberschuss der intensiven Viehhaltung kämpft Den Haag seit anderthalb Jahrzehnten vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
41;VVFIN;ADV;wünschen;22;NZZ_1999_08_13_a238_seg3_s11;21;Full|3|Sg|Pres|Ind;Zur Verfügung steht damit ein kompaktes Nachschlagewerk, wie es sich der Praktiker für staatliche Institutionen und Verwaltungen mancher Nationalstaaten vergebens wünscht .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
42;VVIMP;ADV;warten;27;NZZ_1995_10_24_a161_seg5_s9;29;Full|3|Sg|Pres|Ind;Beeindruckend ist zudem die geringe Geräuschentwicklung : Auf das typische « Kompressorbellen », von den legendären Rennwagen der 20er und 30er Jahre her bekannt, wartet man vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
43;VVFIN;ADV;begehren;3;NZZ_1994_12_30_a134_seg3_s4;6;Full|3|Pl|Past|Ind;Viele Leute begehrten denn auch vergebens Einlass zum Konzert dieses Musikers, der bis 1993 noch als Begleitsänger im Schatten von Afro-Grössen wie Manu Dibango und Ray Lema gestanden hatte .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
44;VVFIN;ADV;halten;10;NZZ_1998_09_29_a137_seg2_s5;12;Full|3|Sg|Past|Ind;Er stieg also an der achten Haltestelle aus, hielt aber vergebens nach einem derartigen Gebäude Ausschau, statt dessen hatte er das Gefühl, dass ihm alles hier so vertraut war .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
45;VVPP;ADV;hoffen;44;NZZ_1998_09_26_a62_seg4_s2;43;Full|Psp;Die Woche, in deren Mitte der astronomische Herbst begann, war von einer Wetterlage dominiert, auf die man im Sommer 1998 speziell an den deutschen Nord- und Ostseeküsten, wo der Sommer eher kühl und regnerisch war, immer wieder vergebens gehofft hatte .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
46;VVINF;ADV;warten;11;NZZ_1998_11_05_a210_seg3_s20;7;Full|-2;Zwar wird man dort heuer erstmals vergebens auf den Galaabend warten, doch dank einer gepflegteren Speisekarte wird diese Streichung problemlos zu verkraften sein .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
47;VVFIN;ADV;suchen;24;NZZ_1999_09_21_a242_seg15_s7;26;Full|3|Sg|Pres|Ind;Funktionen wie das Aufzeichnen von kurzen gesprochenen Notizen, farbige und hochauflösende Anzeigen oder auch Gimmicks wie das Abspielen von Hitparadensongs im MP3-Format sucht man vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
48;VVFIN;ADV;suchen;10;NZZ_1997_09_17_a114_seg6_s3;12;Full|3|Sg|Pres|Ind;"Chronologische oder typologische Reihungen, Ordnungsprinzipien herkömmlicher Architekturausstellungen, sucht man vergebens ; und ein Rundgang, der das Passieren sämtlicher Exponate erlaubte, existiert nicht .";prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
49;VVPP;ADV;versuchen;21;NZZ_1995_09_25_a18_seg9_s8;20;Full|Psp;Chirac erklärte dazu mit ironischer Herablassung, Premierminister Rasmussen habe zwei Tage lang mit der den Dänen eigenen Lebhaftigkeit vergebens versucht, die Atomtests auf die Agenda zu setzen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
50;VVFIN;ADV;suchen;26;NZZ_1995_05_19_a119_seg3_s2;32;Full|3|Sg|Pres|Ind;Die Namen der grossen internationalen Stars, die oft genug, ausgebrannt und gezeichnet vom Tourneestress, noch schnell in Schweizer Städten Pflichtkonzertchen absolvieren, sucht man nämlich im Schaffhauser Programmheft vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
51;VVFIN;ADV;suchen;2;NZZ_1995_11_04_a98_seg5_s17;4;Full|3|Sg|Pres|Ind;Grundrisse sucht man vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
52;VVFIN;ADV;suchen;48;NZZ_1998_02_14_a262_seg8_s7;50;Full|3|Sg|Pres|Ind;Drei elementare Probleme stechen hier ins Auge : Zum einen sind heikle Themen übertüncht oder verschwiegen : Dass Steiner etwa in Fragen der Waldorfschule nicht nur von der « Lehrerrepublik », sondern auch schon einmal von « Diktatur » und « Hierarchie » gesprochen hat, sucht man vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
53;VVPP;ADV;warten;16;NZZ_1996_04_22_a137_seg2_s14;15;Full|Psp;Auf ein solches Erlebnis hatten am Freitag abend im Südwest-Derby im Wildpark die Zuschauer vergebens gewartet .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
54;VVPP;ADV;versuchen;24;NZZ_1998_07_27_a67_seg2_s2;23;Full|Psp;( dpa ) 89 Jahre nach der ersten Überquerung des Ärmelkanals mit einem Flugzeug hat der Enkel des damaligen Luftfahrtpioniers Louis Blériot vergebens versucht, dies zu wiederholen .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
55;VVFIN;ADV;suchen;5;NZZ_1997_12_12_a135_seg3_s38;9;Full|3|Sg|Pres|Ind;In den meisten Nachschlagewerken sucht man ihren Namen vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
56;VVPP;ADV;einschalten;11;NZZ_1998_10_07_a123_seg3_s27;10;Full|Psp;Börsenverein und VS protestieren, die Bundesregierung hat sich vergebens eingeschaltet .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
57;VVINF;ADV;lassen;15;NZZ_1998_05_14_a255_seg6_s9;18;Full|-2;Das anstrengende Programm hat denn auch schon den Ruf nach mehr Freizeit laut werden lassen - allerdings vergebens .;nd;nd;not of interest;Parenthese;;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
58;VVFIN;ADV;suchen;42;NZZ_1997_11_15_a220_seg20_s14;41;Full|3|Sg|Pres|Ind;Auf sämtlichen Erzählebenen werden die Schleusen geöffnet : vom Jugendbuch-Pastiche bis zum Pornomagazin, vom tatsächlich erstaunlichen Rezept für « Banana Amaze » bis zu pflichtbewusst aufgelisteten « Corrections of earlier errors » ( wobei man die angeführten Fehler wiederum vergebens sucht ) findet alles Eingang .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
59;VVFIN;ADV;suchen;10;NZZ_1997_02_15_a74_seg10_s7;16;Full|3|Sg|Pres|Ind;Einen mahnenden Hinweis auf die verschleppte Reform der Sozialversicherung sucht man in seinem Jahresbericht ebenso vergebens wie eine Warnung vor dem Risiko, das wieder ansteigende Zinsen für das belgische Budgetdefizit mit sich bringen würden .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
60;VVFIN;ADV;suchen;3;NZZ_1994_08_17_a153_seg4_s13;9;Full|3|Sg|Pres|Ind;Solche Informationen sucht man im vorliegenden Band jedoch vergebens .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
61;VVFIN;ADV;suchen;41;NZZ_1994_03_16_a143_seg3_s15;40;Full|3|Sg|Pres|Ind;Da wurde der Ball nur in Ausnahmesituationen gestoppt, sonst aber mit technischen Kabinettstückchen und Direktzuspielen wie von magischer Hand gelenkt vor das Real-Tor gespielt - und dies alles in einem Rhythmus, den man auf hiesigen Fussballplätzen wohl vergebens sucht .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
62;VVFIN;ADV;verpuffen;3;NZZ_1995_06_03_a115_seg15_s11;4;Full|3|Pl|Past|Ind;"Die Opfer verpufften vergebens ; einem Drittweltland gleich schaffe sich Italien Konkurrenzvorteile mit Arbeitskostensenkungen, sichere diese technologisch aber nicht ab .";prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
63;VVFIN;ADV;warten;23;NZZ_1996_11_14_a214_seg13_s17;24;Full|3|Pl|Pres|Ind;Ungezählte Sherpas mussten in den letzten fünfzig Jahren in Erfüllung ihrer schwierigen Aufträge ihr Leben lassen, und viel zu viele Sherpa-Witwen warten vergebens auf Zeichen des Mitleids von seiten der Arbeitgeber ihrer verunglückten Männer, geschweige denn auf irgendwelche finanzielle Unterstützung .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
64;VVPP;ADV;versuchen;6;NZZ_1998_06_02_a185_seg7_s4;5;Full|Psp;Der Russe hatte anfänglich vergebens versucht, den synkopischen Rhythmus Pantanis zu halten .;prozess;rein;done;;frei;+;nd;+;+;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd
