;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
58777;NZZ_1993_04_14_a106_seg3_s3;In Frankfurt sackte der « Greenback » bis auf DM 1.5790 ab und ging zum Tagesausklang nur geringfügig fester bei DM 1.5825 ( 1.6142 ) aus dem Markt .;ADJD;gehen;14;Full|3|Sg|Past|Ind;VVFIN;18
60321;NZZ_1993_04_15_a25_seg5_s2;Die Machtverhältnisse haben sich hier nur geringfügig verändert .;ADJD;verändern;8;Full|Psp;VVPP;7
69011;NZZ_1993_04_16_a157_seg7_s2;Der Gewinn pro Aktie von hfl. 2.50 nominal stieg nur geringfügig von hfl. 6.76 auf hfl. 6.89 , da das Eigenkapital durch den einbehaltenen Gewinn und Gratisaktien um 5% auf 6 Mrd. hfl. zunahm .;ADJD;von;12;Dat;APPR;11
76051;NZZ_1993_04_17_a178_seg3_s2;( Reuter ) Das Defizit in der amerikanischen Handelsbilanz ist im Februar nur geringfügig gestiegen : Der Fehlbetrag habe sich auf Zollbasis saisonbereinigt auf 2 Mrd. $ ausgeweitet , nach ( revidiert ) 16 Mrd. $ im Vormonat , teilte das Handelsministerium mit .;ADJD;steigen;15;Full|Psp;VVPP;14
85265;NZZ_1993_04_20_a146_seg21_s2;Ein am Vortag aufgetretener atlantischer Wirbel hat sich geringfügig nach Nordosten verschoben , wie der grosse Bogen der hohen Wolken , der von der isländischen Südküste bis über den westlichen Teil der Nordsee reicht , zeigt .;ADJD;verschieben;12;Full|Psp;VVPP;9
89471;NZZ_1993_04_21_a142_seg6_s3;Die Preise lagen geringfügig unter dem Vorjahresniveau .;ADJD;liegen;3;Full|3|Pl|Past|Ind;VVFIN;4
90608;NZZ_1993_04_21_a202_seg7_s8;Die Handlungsfreiheit der Verkehrsteilnehmer , die vor den geschlossenen Barrieren warten mussten , sei nur geringfügig eingeschränkt worden .;ADJD;einschränken;17;Full|Psp;VVPP;16
105985;NZZ_1993_04_24_a77_seg3_s13;Zum Ausklang der ersten Turnierwoche verbesserten die Schweizer ihre Ausgangslage an diesem vorerst doch mehrheitlich enttäuschende Spielqualität bietenden Anlass nur geringfügig .;ADJD;verbessern;6;Full|3|Pl|Past|Ind;VVFIN;21
109190;NZZ_1993_04_24_a160_seg2_s14;Das Statistische Amt der EG hat beispielsweise nachgewiesen , dass zwar im Mittel der letzten zehn Jahre die bäuerlichen Einkommen geringfügig gestiegen sind , aber nur dank einem weit überproportional zunehmenden Subventionsaufwand .;ADJD;steigen;22;Full|Psp;VVPP;21
117261;NZZ_1993_04_26_a249_seg3_s9;Während die Hypothekaranlagen auf Grund umfangreicher Rückzahlungen nur geringfügig zulegen konnten , liessen nach einer Pressemitteilung Baukreditgewährungen im Wohn- und Eigenheimbereich auf eine allmähliche Erholung der Baukonjunktur hoffen .;ADJD;zulegen;10;Full|-2;VVINF;9
127066;NZZ_1993_04_28_a185_seg3_s6;Die Giroguthaben lagen mit knapp 6 Mrd. Fr. geringfügig unter dem Stand des vierten Quartals 1992 .;ADJD;liegen;3;Full|3|Pl|Past|Ind;VVFIN;9
127207;NZZ_1993_04_28_a192_seg2_s7;Die Erträge aus den kreditverbundenen Geschäften nahmen hingegen nur geringfügig zu .;ADJD;nehmen;7;Full|3|Pl|Past|Ind;VVFIN;10
143529;NZZ_1993_08_03_a2_seg2_s1;"Bonn , 2. Aug. ( Reuter ) In den ersten sieben Monaten des Jahres 1993 sind 110 000 deutschstämmige Aussiedler nach Deutschland gekommen ; dies sind geringfügig weniger als im Vergleichszeitraum des Vorjahres , in dem nach Angaben des Parlamentarischen Staatssekretärs im Innenministerium , Waffenschmidt , 111 000 Aussiedler eingetroffen waren .";ADJD;weniger;28;Indef|Subst|-3|*4|*5|*6;ADV;27
147364;NZZ_1993_08_03_a150_seg3_s5;Demgegenüber haben die Übernachtungen in der Flughafenregion geringfügig um 2 Prozent zugenommen .;ADJD;zunehmen;12;Full|Psp;VVPP;8
156434;NZZ_1993_08_05_a168_seg6_s4;Die Arbeitslosenzahl werde 1993 durchschnittlich bei 125 Mio. verharren - eine Quote von 7% - und 1994 nur noch geringfügig sinken .;ADJD;sinken;21;Full|-2;VVINF;20
167303;NZZ_1993_08_07_a159_seg5_s2;Der Treasury Bond mit einer Laufzeit von 30 Jahren wurde geringfügig tiefer bewertet , und die Rendite kletterte entsprechend auf 53% , gegenüber dem Vortagesschluss von 52% .;ADJD;tief;12;Comp;ADJD;11
177002;NZZ_1993_08_10_a144_seg3_s15;Die Zahl der verletzten Personen nahm von 1648 geringfügig auf 1627 ab .;ADJD;nehmen;6;Full|3|Sg|Past|Ind;VVFIN;9
177976;NZZ_1993_08_11_a34_seg13_s10;Zu einem Anstieg der « günstigen » HDL-Konzentration im Blut kommt es bei Aufgabe des Rauchens , bei Gewichtsabnahme und geringfügig auch durch gesteigerte körperliche Aktivität .;ADJD;durch;23;Acc;APPR;21
180484;NZZ_1993_08_11_a115_seg3_s8;Der Umsatz verringerte sich in den ersten 6 Monaten um 14% auf 9 Mrd. S. Der Personalbestand wurde seit Jahresbeginn geringfügig auf 3000 Personen reduziert .;ADJD;reduzieren;25;Full|Psp;VVPP;21
186224;NZZ_1993_08_13_a107_seg3_s2;Die Zahl der Arbeitslosen nahm im Juli saisonbereinigt geringfügig um 200 auf 91 Mio. Personen zu , was den ersten Anstieg seit sechs Monaten darstellt .;ADJD;nehmen;5;Full|3|Sg|Past|Ind;VVFIN;9
190837;NZZ_1993_08_14_a135_seg3_s6;Am Nachmittag vermochten sich der französische Franc und die dänische Krone nur geringfügig zu erholen .;ADJD;erholen;15;Full|-2;VVINF;13
191055;NZZ_1993_08_14_a149_seg2_s1;Washington , 13. Aug. ( Reuter ) Die Konsumentenpreise sind in den Vereinigten Staaten im Juli saisonbereinigt gegenüber dem Vormonat nur geringfügig , um bereinigt 1% , gestiegen , nachdem sie im Juni unverändert geblieben waren .;ADJD;sein;10;Sein|3|Pl|Pres|Ind;VAFIN;22
202432;NZZ_1993_08_18_a121_seg7_s3;Auf das ganze Jahr projiziert , dürften sich die - im Vergleich mit deutschen und schweizerischen Verhältnissen ohnehin weit unterdurchschnittlichen - Ergebnisse der Ertragsrechnungen , auf die Bilanzvolumina bezogen , gegenüber dem Vorjahr nur geringfügig verbessern .;ADJD;verbessern;36;Full|-2;VVFIN;35
202751;NZZ_1993_08_18_a133_seg31_s5;Derjenige im Südwesten , der schon als solcher vor vierundzwanzig Stunden gut erkennbar war , hat sich nur geringfügig gegen Portugal verschoben .;ADJD;haben;16;Haben|3|Sg|Pres|Ind;VAFIN;19
202904;NZZ_1993_08_18_a138_seg5_s9;Einbezogen worden seien Massnahmen , die als wirtschaftlich bezeichnet werden können oder die nur zu geringfügig höheren Energiekosten führen .;ADJD;hoch;17;Comp|Nom|Pl|*4;ADJA;16
208893;NZZ_1993_08_20_a93_seg4_s8;Der Unternehmenserfolg vor ausserordentlichen Posten blieb dadurch geringfügig unter dem Vorjahresbetreffnis zurück .;ADJD;bleiben;6;Full|3|Sg|Past|Ind;VVFIN;8
210323;NZZ_1993_08_21_a16_seg14_s5;Sie liefert einen noch immer beliebten Weisswein von minimal 5 Grad , der nur ganz geringfügig mit Toskana-Malvoisie verschnitten werden darf .;ADJD;verschneiden;19;Full|Psp;VVPP;16
213711;NZZ_1993_08_21_a158_seg8_s4;"Im Tourismus wurden gestiegene Einnahmen ( 5 Mrd. S ) durch gleichfalls steigende Ausgaben der Österreicher im Ausland kompensiert ; der Überschuss nahm nur geringfügig auf 38 Mrd. S ab .";ADJD;nehmen;23;Full|3|Sg|Past|Ind;VVFIN;25
220810;NZZ_1993_08_24_a113_seg4_s3;Der Konzernumsatz ging im Berichtsjahr nur geringfügig auf 0 ( 1 ) Mrd. DM zurück .;ADJD;gehen;3;Full|3|Sg|Past|Ind;VVFIN;7
220969;NZZ_1993_08_24_a122_seg3_s10;Der Konzern beschäftigte Mitte Jahr knapp mehr als 6000 Mitarbeiter , nur geringfügig weniger als auf Jahresanfang .;ADJD;wenige;14;Comp;ADV;13
224996;NZZ_1993_08_25_a159_seg4_s2;Unterschieden wird in « schwererwiegende Verletzungen elementarer Pflichten » und in « übrige Verfehlungen , die zwar auch nicht als besonders geringfügig eingestuft werden können , jedoch im Vergleich zu den erstgenannten Pflichtverletzungen weniger gravierend erscheinen » .;ADJD;einstufen;23;Full|Psp;VVPP;22
231512;NZZ_1993_08_27_a153_seg3_s8;Nur Private sparten geringfügig mehr .;ADJD;sparen;3;Full|3|Pl|Past|Ind;VVFIN;4
231680;NZZ_1993_08_27_a162_seg3_s4;So konnten die rund 200 Firmen , die ihren Geschäftsgang periodisch melden , von Januar bis Juni die Aufträge aus dem Ausland geringfügig um 3% steigern .;ADJD;um;24;Acc;APPR;23
239035;NZZ_1993_08_30_a53_seg4_s10;Tatsächlich belastet der Neubau der Kapellbrücke die Luzerner Stadtkasse nur geringfügig .;ADJD;Neubau;4;Reg|Nom|Sg|Masc;NN;11
250231;NZZ_1993_12_01_a55_seg4_s10;Die Dichte des Nickels ist mit 9 g/cm/3 deutlich höher als diejenige des Eisens , Schmelzpunkt und Siedepunkt liegen mit 1453 °C beziehungsweise 2732 °C nur geringfügig niedriger .;ADJD;niedrig;28;Comp;ADJD;27
250263;NZZ_1993_12_01_a55_seg10_s1;"Sehr interessante Eigenschaften weisen die Nickel-Kupfer-Legierungen auf : beim sogenannten Konstantan ( 45 Prozent Nickel , 55 Prozent Kupfer ) verändert sich der elektrische Widerstand nur geringfügig mit der Temperatur ; aus Konstantandraht wickelt man darum Präzisionswiderstände .";ADJD;mit;28;Dat;APPR;27
258293;NZZ_1993_12_02_a165_seg3_s3;"Die Notierungen zogen im frühen Handel gemäss Angaben von Händlern um 25-40 Basispunkte an ; geringfügig tiefere Swapsätze und ein fester tendierender Conf-Future unterstrichen die sich Bahn brechende Einschätzung , dass die jüngsten Inflationszahlen Raum für einen weiteren Zinsrückgang offenlassen .";ADJD;tief;17;Comp|Nom|Pl|Neut;ADJA;16
281692;NZZ_1993_12_07_a120_seg12_s1;Dass in Grossbritannien ungeachtet aller Regierungsrhetorik die Rentenfinanzierung nicht so problematisch ist wie in anderen Ländern und der Aufwand in Relation zum Bruttoinlandprodukt in den nächsten drei bis vier Jahrzehnten nur geringfügig steigen wird ( auf weniger als 5% ) , hängt nicht nur mit der günstigen demographischen Entwicklung und den relativ zu den Einkommen sinkenden Rentenbeträgen zusammen , sondern auch mit der bereits eingeleiteten « Privatisierung » der Altersvorsorge .;ADJD;steigen;33;Full|-2;VVINF;32
287234;NZZ_1993_12_08_a149_seg3_s4;Im späten Handel erholte sich die D-Mark geringfügig und lag zum Schluss bei Fr. 85.91 ( Vortag 86.18 ) .;ADJD;erholen;4;Full|3|Sg|Past|Ind;VVFIN;8
287264;NZZ_1993_12_08_a150_seg8_s3;Der private Konsum stieg geringfügig um 3 ( 1 ) % , während alle andern BIP-Komponenten noch Negativraten aufweisen : Staatsverbrauch 7 ( 2 ) % , Ausrüstungsinvestitionen 2 ( 0 ) % , Einfuhren 3 ( 2 ) % , Ausfuhren 3 ( 3 ) % .;ADJD;steigen;4;Full|3|Sg|Past|Ind;VVFIN;5
287691;NZZ_1993_12_08_a180_seg3_s2;Nach den Beobachtungen des Schweizerischen Handels- und Industrievereins ( Vorort ) mehren sich die Anzeichen , dass die Konjunktur in der Schweiz die Talsohle überwunden und wieder Boden gefunden hat : Der Geschäftsgang der Industrie zeige - auf tiefem Niveau - leichte Erholungstendenzen , und die Kapazitätsauslastung habe sich im dritten Quartal geringfügig verbessert .;ADJD;verbessern;54;Full|Psp;VVPP;53
288007;NZZ_1993_12_08_a189_seg7_s3;So beantragt der Regierungsrat dem Kantonsrat den in den achtziger Jahren sukzessive von 120 auf 108 Prozent reduzierten Steuerfuss geringfügig um 3 auf 111 Prozente zu erhöhen .;ADJD;beantragen;2;Full|3|Sg|Pres|Ind;VVFIN;20
288557;NZZ_1993_12_09_a13_seg8_s9;"Der Betrag ist geringfügig ( 200 Millionen Lire ) ; doch um die weisse Weste ist es geschehen .";ADJD;sein;3;Sein|3|Sg|Pres|Ind;VAFIN;4
292881;NZZ_1993_12_09_a189_seg23_s4;Die Temperaturen sind geringfügig gesunken .;ADJD;sinken;5;Full|Psp;VVPP;4
305718;NZZ_1993_12_11_a160_seg7_s14;Im weiteren Jahresverlauf dürfte die Arbeitslosigkeit nur geringfügig abnehmen .;ADJD;abnehmen;9;Full|-2;VVINF;8
306047;NZZ_1993_12_11_a174_seg30_s5;Die Frau wurde dabei nur geringfügig verletzt .;ADJD;verletzen;7;Full|Psp;VVPP;6
307991;NZZ_1993_12_13_a56_seg7_s2;Die Zunahme beträgt 153% bzw. 144% , wobei korrekterweise zu bemerken ist , dass die Definitionen geringfügig verändert werden und die hohen Zahlenwerte sich teilweise wegen der geringen Basiswerte der Prozentrechnung ergeben .;ADJD;verändern;18;Full|Psp;VVPP;17
308023;NZZ_1993_12_13_a56_seg11_s7;"Diese streuen nur geringfügig um den schweizerischen Durchschnitt ( 2% ) ; lediglich in den Grossstädten liegt er um ein halbes Prozent darunter ( ! )";ADJD;streuen;2;Full|3|Pl|Pres|Ind;VVFIN;4
334249;NZZ_1993_12_17_a220_seg10_s2;Mit nur geringfügig angestiegenen Temperaturen haben der westliche und zentrale Alpennordhang , das Wallis und das nördliche Tessin 10 bis 30 cm Neuschnee erhalten .;ADJD;angestiegen;4;Pos|Dat|Pl|Fem;ADJA;3
336416;NZZ_1993_12_18_a88_seg3_s4;Ein geringfügig positives Ergebnis darf auch für das vierte Quartal erwartet werden .;ADJD;positiv;3;Pos|Nom|Sg|Neut;ADJA;2
341715;NZZ_1993_12_20_a171_seg8_s12;Nach Bekanntwerden der ersten Wahlresultate sackten die Sekundärmarktpreise um rund 20% ab und erholten sich auch nach einer etwas ruhigeren Beurteilung der Situation nur geringfügig .;ADJD;erholen;14;Full|3|Pl|Past|Ind;VVFIN;25
346570;NZZ_1993_12_21_a155_seg2_s15;Der Schulbetrieb sei aber sonst nur geringfügig beeinträchtigt worden .;ADJD;beeinträchtigen;8;Full|Psp;VVPP;7
351384;NZZ_1993_12_22_a151_seg13_s9;Im Osten hat sich der alte Wirbel nur geringfügig verschoben .;ADJD;verschieben;10;Full|Psp;VVPP;9
375889;NZZ_1993_12_29_a114_seg3_s1;Moskau , 28. Dez. ( Reuter ) Russland hat im laufenden Jahr nach amtlichen Angaben mehr Erdöl als im Vorjahr exportiert , doch auf Grund sinkender Ölpreise haben die Einnahmen nur geringfügig zugenommen .;ADJD;zunehmen;33;Full|Psp;VVPP;32
376324;NZZ_1993_12_29_a128_seg4_s3;"Gegenüber 1990 hat der Frauenanteil zwar nur geringfügig zugenommen ; dafür sind die Frauen auf den Parteilisten diesmal besser placiert .";ADJD;zunehmen;9;Full|Psp;VVPP;8
393100;NZZ_1993_02_03_a87_seg2_s7;Obwohl den Traditionsklub Verbindlichkeiten in Höhe von 20 Millionen Franken belasten - nur geringfügig höher ist das Budget der Fussballabteilung - , blickt der Präsident Jorge de Brito optimistisch in die Zukunft .;ADJD;hoch;15;Comp;ADJD;14
397336;NZZ_1993_02_04_a67_seg11_s8;Sodann wird von der Bahn erwartet , dass sie die Sicherheit ( Niveauübergänge usw. ) wahrt , möglichst wenig Fläche beansprucht sowie Umwelt , Natur und Landschaft möglichst geringfügig belastet oder gar entlastet .;ADJD;belasten;30;Full|Psp;VVPP;29
400361;NZZ_1993_02_04_a185_seg28_s3;Beim Ausbleiben der nächtlichen Abstrahlung werden dabei die oberflächennahen Schneeschichten nur geringfügig verfestigt .;ADJD;verfestigen;13;Full|Psp;VVPP;12
401032;NZZ_1993_02_05_a4_seg2_s5;Ein drittes Haus wurde geringfügig beschädigt .;ADJD;beschädigen;6;Full|Psp;VVPP;5
426786;NZZ_1993_02_10_a146_seg2_s12;Solche extremen psychischen Belastungen können ebenfalls , vor allem wenn sie mit Schlafentzug verbunden sind , bei diesbezüglich veranlagten Menschen das Risiko für Krampfanfälle geringfügig erhöhen .;ADJD;erhöhen;26;Full|-2;VVFIN;25
429473;NZZ_1993_02_11_a84_seg2_s3;Der Pro-Kopf-Stromverbrauch nahm im vergangenen Jahr nur geringfügig um 2 Prozent zu .;ADJD;nehmen;3;Full|3|Sg|Past|Ind;VVFIN;8
432094;NZZ_1993_02_11_a166_seg5_s1;Für viele Beobachter gab die Deutsche Bundesbank in der letzten Woche dem steigenden politischen Druck aus dem In- und Ausland überraschend schnell nach und nahm die Leitzinsen , wenn auch nur symbolisch , geringfügig zurück .;ADJD;nehmen;25;Full|3|Sg|Past|Ind;VVFIN;34
436931;NZZ_1993_02_12_a179_seg4_s10;Der Auftragseingang sank geringfügig auf 3 ( 5 ) Mia. DM .;ADJD;sinken;3;Full|3|Sg|Past|Ind;VVFIN;4
438005;NZZ_1993_02_12_a213_seg2_s11;Die Kosten liegen nur geringfügig höher als bei der ersten Variante , so dass das Projekt nicht nochmals den Stimmberechtigten unterbreitet werden muss .;ADJD;liegen;3;Full|3|Pl|Pres|Ind;VVFIN;5
449722;NZZ_1993_02_15_a163_seg3_s13;Die Auftragsbestände würden zugleich deutlich schlechter bewertet , die Zukunft wird geringfügig zuversichtlicher gesehen .;ADJD;zuversichtlich;13;Comp;ADJD;12
451165;NZZ_1993_02_16_a43_seg6_s7;Der Clou liegt aber darin , dass die Telegabel über zwei Kugelgelenke beim Bremsen leicht nach vorne ausschwenkt , womit sich der Nachlauf geringfügig verlängert und damit die Stabilität erhöht .;ADJD;verlängern;25;Full|Psp;VVPP;24
454830;NZZ_1993_02_16_a182_seg7_s7;Der Reingewinn nach Abzug der Steuern und Kapitalkosten nahm geringfügig zu .;ADJD;nehmen;9;Full|3|Sg|Past|Ind;VVFIN;10
454910;NZZ_1993_02_16_a186_seg3_s1;Tokio , 15. Febr. ( Reuter ) Die Grosshandelspreise Japans sind im Januar gegenüber dem Vormonat geringfügig , um 1% , gesunken .;ADJD;sein;11;Sein|3|Pl|Pres|Ind;VAFIN;17
455430;NZZ_1993_02_16_a201_seg9_s4;Was die indirekten Kosten betrifft , die in einer amerikanischen Untersuchung 56 Prozent der Gesamtlasten betragen und zu rund der Hälfte in Form von direkten Zuwendungen oder Zeit- und Betreuungskosten von den Angehörigen aufgebracht werden , so verringern sich diese auch bei spitalexterner Betreuung nur geringfügig .;ADJD;.;47;Pun|Sent;$.;46
459846;NZZ_1993_02_17_a164_seg3_s5;Nach nur geringfügig erhöhten Finanzlasten von 83 ( i. V. 5 ) Mio. hfl. und Steuern von 29 ( 43 ) Mio. hfl. stellte sich der Reingewinn auf 3 ( 9 ) Mio. hfl. Aus dem Gewinn pro Aktie von 4 hfl. nominal in Höhe von hfl. 5.49 ( 6.58 ) wird den Kapitaleignern eine unveränderte Dividende von hfl. 2.25 vorgeschlagen .;ADJD;erhöhen;4;Full|3|Pl|Past|Ind;ADJA;3
487413;NZZ_1993_02_23_a119_seg4_s2;Zwar ist im letzten Quartal das Bruttoinlandprodukt ( BIP ) geringfügig um 2% gestiegen , doch für diesen Zuwachs ist allein der Erdöl- und Erdgassektor verantwortlich , der 3% zulegte , während der Ausstoss der verarbeitenden Industrie um 2% zurückging und der Dienstleistungssektor 1% verlor .;ADJD;steigen;14;Full|Psp;VVPP;11
487421;NZZ_1993_02_23_a119_seg6_s3;Dennoch hat das gesamte BIP nur geringfügig zugenommen , was nach Ansicht der Investmentbank Nomura International vor allem auf schwache Investitionen in Bereichen ausserhalb der verarbeitenden Industrie , auf eine zurückhaltende Inanspruchnahme von Dienstleistungen durch die Konsumenten und möglicherweise auf eine unter den Erwartungen liegende Nachfrage der öffentlichen Hand nach Gütern und Dienstleistungen zurückzuführen ist .;ADJD;zunehmen;8;Full|Psp;VVPP;7
493328;NZZ_1993_02_24_a185_seg4_s6;In der Bilanz wird das gesamte Eigenkapital mit 22 Mia. £ und damit geringfügig niedriger als Ende 1991 ausgewiesen .;ADJD;niedrig;15;Comp;ADJD;14
497993;NZZ_1993_02_25_a150_seg8_s4;Die Schwierigkeiten des letzten Jahres spiegeln sich in dem Rückgang der Produktion von 470 000 auf 421 000 Fahrzeuge , was sich in einem auf 68 ( 74 ) Mia. £ reduzierten Umsatz bemerkbar gemacht hat , und in einem trotz energischer Kostenkontrolle und umfangreichem Stellenabbau nur geringfügig niedrigeren Verlust .;ADJD;niedrig;49;Comp|Acc|Sg|Masc;ADJA;48
504095;NZZ_1993_02_26_a207_seg3_s2;Der steuerbare Gewinn , berechnet zu Anschaffungs- bzw. historischen Kosten , ist im letzten Jahr bei einem geringfügig von 49 Mia. £ auf 25 Mia. £ reduzierten Konzernumsatz von 71 Mia. £ auf 05 Mia. £ gefallen .;ADJD;von;19;Dat;APPR;18
504756;NZZ_1993_02_26_a242_seg3_s6;Der Anstieg des durchschnittlichen Nettoeinkommens betrug 22% , wobei dieser Wert nur geringfügig unter der Inflationsrate von 23% lag .;ADJD;unter;14;Unter;APPR;13
511878;NZZ_1993_01_30_a149_seg11_s14;Im Eurobondmarkt beträgt der Marktanteil des Dollars mehr als einen Drittel ( vgl. Kasten ) , und im internationalen Kapitalmarkt ist er nur geringfügig niedriger .;ADJD;niedrig;25;Comp;ADJD;24
514444;NZZ_1994_04_02_a62_seg6_s1;Von der letztjährigen Krise auf dem Automarkt am härtesten getroffen wurde erneut der in der 100%igen Tochtergesellschaft Renault Véhicules Industriels ( RVI ) zusammengefasste Nutzfahrzeugbereich , für welchen ein gegenüber dem Vorjahr nur geringfügig verringertes Nettodefizit von 42 ( 59 ) Mrd. fFr. zu Buche steht .;ADJD;verringert;35;Pos|Acc|Sg|Neut;ADJA;34
537371;NZZ_1994_04_08_a68_seg8_s8;Auch die Grossratswahlen verschoben die Gewichte nur geringfügig : trotz leichtem Linksrutsch - mit den Sozialdemokraten als Gewinnern und den Freisinnigen als Verlierern - wurde die bürgerliche Mehrheit bestätigt ( vgl. Kasten ) .;ADJD;verschieben;4;Full|3|Pl|Past|Ind;VVPP;8
544870;NZZ_1994_04_09_a94_seg36_s8;Der östliche Vorstoss ist geringfügig ostwärts verlagert worden .;ADJD;ostwärts;6;--;ADV;5
556041;NZZ_1994_04_12_a34_seg11_s1;Der Firmenverbund der SIG hat 1993 Aufträge und Umsätze nur noch geringfügig zu steigern vermocht .;ADJD;steigern;14;Full|-2;VVINF;12
561111;NZZ_1994_04_13_a52_seg6_s4;Im Aktionärsbrief , der keine detaillierten Ertragszahlen zu den einzelnen Geschäftsfeldern enthält , heisst es , alle drei Konzerngruppen hätten einen freilich unterschiedlich grossen positiven Beitrag zum geringfügig rückläufigen Betriebsergebnis von 58 Mio. Fr. beigesteuert .;ADJD;rückläufig;29;Pos|Dat|Sg|Neut;ADJA;28
562001;NZZ_1994_04_13_a102_seg36_s2;Entgegen den Erwartungen waren die Schneefälle in den östlichen Regionen seit Sonntag nur geringfügig .;ADJD;sein;4;Sein|3|Pl|Past|Ind;VAFIN;14
566174;NZZ_1994_04_14_a64_seg4_s9;Die Verschuldung der Gruppe konnte allerdings geringfügig um 600 Mio. abgetragen werden , bleibt mit knapp 30 Mrd. fFr. aber immer noch in beträchtlicher Höhe .;ADJD;abtragen;11;Full|Psp;VVPP;7
567084;NZZ_1994_04_14_a108_seg42_s2;Mit einem wenig geänderten Wolkenwirbel , der aus kompakter Bewölkung besteht und sein Zentrum geringfügig gegen die Ostsee verschoben hat , wird weiterhin feuchte und kalte Luft gegen die Alpen gelenkt .;ADJD;verschieben;19;Full|Psp;VVPP;15
571868;NZZ_1994_04_15_a2_seg7_s3;Personal scheint jedoch nur in den legalen Residenturen etwas verringert worden zu sein , während die Zahl der Führungsoffiziere nur geringfügig zurückging und der ganze Personalabbau sich dann letztes Jahr nicht mehr fortsetzte .;ADJD;zurückgehen;22;Full|3|Sg|Past|Ind;VVFIN;21
573108;NZZ_1994_04_15_a61_seg4_s1;Der Winterthurer Technologiekonzern Sulzer weist für das Geschäftsjahr 1993 bei geringfügig rückläufigen Umsätzen und Aufträgen eine leichte Verbesserung der Ertragskraft aus .;ADJD;rückläufig;12;Pos|Dat|Pl|Masc;ADJA;11
