;ID-NZZ;sentence;Funktion-Hit;Head;ID-Head;Meta-Kopf;Function-Head;ID-Token
337493;NZZ_1993_12_20_a38_seg13_s15;Sie beschäftigen sich wissenschaftlich und doch allgemein zugänglich mit Friedensforschung und -sicherung .;ADJD;und;5;Coord|-2;KON;4
377314;NZZ_1993_12_30_a37_seg9_s2;"Als « Tierarzt , Anatom , Kynologe , Verfechter eines wissenschaftlich begründeten Tierschutzes » bezeichnet Hans Heusser seinen ehemaligen Lehrer und Doktorvater Eugen Seiferle , der 1940 zum Ordinarius an der Veterinär-medizinischen Fakultät Zürich ernannt worden war ; seine Lehrverpflichtung umfasste Veterinäranatomie , Histologie und Embryologie .";ADJD;begründet;12;Pos|Gen|Sg|Masc;ADJA;11
380802;NZZ_1993_12_30_a151_seg8_s8;Zudem gibt es kaum wissenschaftlich fundierte Erkenntnisse über die Nebenwirkung der zahllosen Mischvarianten von Streckmitteln .;ADJD;geben;2;Full|3|Sg|Pres|Ind;VVFIN;5
381125;NZZ_1993_02_01_a13_seg8_s8;Innenminister Milczynowski hat darauf erklärt , die gegen Wachowski erhobenen Vorwürfe seien falsch , und Präsident Walesa hat eine wissenschaftlich redigierte Veröffentlichung aller Dokumente angeregt , die seine Unterschrift tragen .;ADJD;redigiert;21;Pos|Acc|Sg|Fem;ADJA;20
386811;NZZ_1993_02_02_a45_seg2_s2;In Moskau ist eine « nichtkommerzielle öffentliche Organisation » gegründet und vorgestellt worden , die als Stiftung dazu beitragen soll , das Werk des russisch-polnischen Malers und Kunstpädagogen Kasimir Malewitsch ( 1878-1935 ) wissenschaftlich , dokumentarisch und kulturologisch auf internationaler Ebene zu erschliessen .;ADJD;Werk;23;Reg|Acc|Sg|Neut;NN;34
392410;NZZ_1993_02_03_a69_seg1_s7;Die Initianten sind dagegen überzeugt , ihr Begehren wissenschaftlich begründen zu können .;ADJD;begründen;10;Full|-2;VVINF;9
392691;NZZ_1993_02_03_a81_seg5_s6;Auf Mäusen , Meerschweinchen , Hunden , Katzen und Affen zu experimentieren , zur Erforschung der Geheimnisse der komplizierten menschlichen psychophysischen Struktur , ist daher weder wissenschaftlich noch seriös .;ADJD;seriös;29;Pos;ADJD;27
392699;NZZ_1993_02_03_a81_seg5_s14;Medikamente kaufen zu wollen , die auf Mäusen von wenigen Wochen Lebensalter ausprobiert wurden , welche in überfüllten Käfigen unter Stress leben und mit künstlicher Nahrung gefüttert werden , ist nicht wissenschaftlich .;ADJD;sein;30;Sein|3|Sg|Pres|Ind;VAFIN;32
392709;NZZ_1993_02_03_a81_seg5_s24;Daraus folgt , dass die damit erhaltenen Resultate nicht wissenschaftlich sind .;ADJD;sein;11;Sein|3|Pl|Pres|Ind;VAFIN;10
397045;NZZ_1993_02_04_a60_seg3_s2;verliest folgende Erklärung : Die Gemeinderäte des LdU haben enttäuscht zur Kenntnis genommen , dass der Start für die kontrollierte Drogenabgabe an Süchtige im Rahmen von wissenschaftlich begleiteten Projekten in weite Ferne gerückt ist .;ADJD;begleitet;28;Pos|Dat|Pl|Neut;ADJA;27
406446;NZZ_1993_02_06_a68_seg8_s19;Um die Krankenpflege bemühten sich einerseits die « Mutterhäuser » der katholischen Orden und protestantische Diakonissenhäuser , deren religiös orientiertes Pflegeverständnis aber zunehmend in Widerspruch zum Rationalismus der wissenschaftlich ausgerichteten und technisierten Medizin geriet .;ADJD;ausgerichtet;30;Pos|Gen|Sg|Fem;ADJA;29
424198;NZZ_1993_02_10_a59_seg3_s4;Aus diesem Grund liefert Infrarot- und Radiostrahlung in vielen Fällen wissenschaftlich besonders ergiebige Information .;ADJD;liefern;4;Full|3|Sg|Pres|Ind;VVFIN;11
433592;NZZ_1993_02_12_a57_seg2_s2;Auch wenn er vor wenigen Jahren von der Lehrtätigkeit zurückgetreten ist , ist er doch weiterhin wissenschaftlich tätig und wird - so hoffen wir - in naher Zukunft ein weiteres gewichtiges Werk der langen Reihe seiner Publikationen , die vor allem der Reformationsgeschichte gewidmet sind , hinzufügen .;ADJD;tätig;18;Pos;ADJD;17
443701;NZZ_1993_02_13_a152_seg2_s46;Nachdem sie bereits weite Teile der Erde erkundet , wissenschaftlich unter die Lupe genommen und im Anschluss daran kolonisiert hatten , gingen sie jetzt auch daran , für den « dunklen Kontinent » das Netz des Wissens dichter zu flechten .;ADJD;nehmen;14;Full|Psp;VVPP;10
451563;NZZ_1993_02_16_a67_seg2_s1;Vor 15 Jahren verfasste der Psychoanalytiker Prof. Dr. Werthmann in Deutschland ein Gutachten , das wissenschaftlich begründete , dass die Gesprächspsychotherapie und die Verhaltenstherapie - im Gegensatz zur Psychoanalyse - als Methoden der Behandlung von seelischen Krankheiten mehr oder weniger ungeeignet seien .;ADJD;begründen;17;Full|3|Sg|Past|Ind;VVFIN;16
451564;NZZ_1993_02_16_a67_seg2_s2;Daraufhin hat der Gesprächspsychotherapeut Prof. Dr. Minsel ein Gutachten erstellt , in dem er beweist , dass die Aussagen von Werthmann wissenschaftlich unhaltbar seien und die Gesprächspsychotherapie sehr wohl unter die Methoden der Krankenbehandlung falle .;ADJD;unhaltbar;23;Pos;ADJD;22
451565;NZZ_1993_02_16_a67_seg2_s3;- Nun hat der verhaltenstherapeutisch orientierte Prof. Dr. Grawe in einer Studie wissenschaftlich begründet , dass nur die Verhaltenstherapie ihre Wirksamkeit zweifelsfrei bewiesen habe , von der Gesprächspsychotherapie und der Psychoanalyse könne man das mit gewissen Einschränkungen sagen , bei allen anderen Methoden fehle der Nachweis der Wirksamkeit mehr oder weniger ganz .;ADJD;begründen;14;Full|Psp;VVPP;13
451566;NZZ_1993_02_16_a67_seg2_s4;Die Gutachten , die wissenschaftlich nachweisen , dass Grawe mit seinen Aussagen völlig falsch liege , dürften bereits in Arbeit sein .;ADJD;nachweisen;6;Full|-2;VVFIN;5
455414;NZZ_1993_02_16_a201_seg5_s9;Damit liegen erstmals 15 erstaunlich konvergierende , wissenschaftlich fundierte Studien aus den USA , England , Australien , Deutschland , Holland und Italien vor , welche für das Problem der spitalexternen Kosten von allgemeiner Bedeutung sind , denn die bei weitem wichtigste und wegen häufiger Spitalaufenthalte auch kostspieligste psychische Erkrankung , welche der sozialpsychiatrischen Behandlung bedarf , ist die Schizophrenie .;ADJD;fundiert;9;Pos|Nom|Pl|Fem;ADJA;8
457553;NZZ_1993_02_17_a77_seg2_s10;Gegen entsprechende Klagen seitens der Patienten oder gar Haftpflichtprozesse will man sich absichern , was mit den allgemein als wissenschaftlich geltenden Tierversuchen geschieht .;ADJD;geltend;21;Pos|Dat|Pl|Masc;ADJA;20
509645;NZZ_1993_01_30_a114_seg21_s11;Sie gewinnen dann Einfluss , wenn sie dazu beitragen , Interessen und Forderungen dieser Gruppen wissenschaftlich zu legitimieren .;ADJD;legitimieren;18;Full|-2;VVINF;16
509660;NZZ_1993_01_30_a114_seg21_s26;Gegenüber den Verlockungen einer Guru-Rolle und gegenüber einer möglichen Korrumpierung durch die Macht sollte der wissenschaftlich tätige Ökonom auf der Hut sein .;ADJD;tätig;17;Pos|Nom|Sg|Masc;ADJA;16
512656;NZZ_1993_01_30_a178_seg14_s21;Offensichtlich ja , doch gelte es eben , die Argumente derjenigen , die die Gaskammern leugnen , wissenschaftlich « intensiver » zu widerlegen - als ob dies nicht längst in zahlreichen und umfangreichen Untersuchungen geschehen wäre .;ADJD;intensiv;20;Pos|Nom|Sg|Masc;ADJA;18
512732;NZZ_1993_01_30_a179_seg2_s32;Den wissenschaftlich gestalteten Katalog verfassten verschiedene Autoren .;ADJD;gestaltet;3;Pos|Acc|Sg|Masc;ADJA;2
538860;NZZ_1994_04_08_a157_seg3_s7;Das vom Erziehungsrat genehmigte Projekt begann mit zwei Jahresstellen für Oberstufenlehrer für die Dauer von drei Jahren , und es wurde wissenschaftlich begleitet .;ADJD;begleiten;23;Full|Psp;VVPP;22
541745;NZZ_1994_04_08_a216_seg13_s4;In diesen Diskussionsrunden , die - von Barbara Rady- Rupf geleitet - bei aller Knappheit doch einen Schritt in die Vertiefung bedeuten , werden alle Themen mit aktuellem Bezug angeschnitten : so etwa der Stellenwert des wissenschaftlich unbewiesenen empirischen Wissens , die Bedeutung des Badearztes als Ganzheitsmediziner , Entwicklungen und Tendenzen , die soziale Vernetzung , etwa durch die Kurbeiträge der Krankenkassen .;ADJD;unbewiesen;38;Pos|Gen|Sg|Neut;ADJA;37
541787;NZZ_1994_04_08_a219_seg4_s5;Kottlorz ' Vorgehensweise ist streng wissenschaftlich : Bevor er zum Forschungsgegenstand selbst kommt , gibt er einen Überblick über bisherige Untersuchungen , setzt sich mit den gesellschaftskritischen Theorien über die Fernsehunterhaltung und zur Wirkung des Fernsehens auseinander und versucht dann eine Verhältnisbestimmung von Fernsehen und Ethik .;ADJD;sein;4;Sein|3|Sg|Pres|Ind;VAFIN;6
541791;NZZ_1994_04_08_a219_seg4_s9;Das zentrale Thema der ARD-Reihe « Lindenstrasse » , so seine sicher nicht neue , aber jetzt wissenschaftlich erhärtete Erkenntnis , stellt als höchsten Wert das Glücken zwischenmenschlicher Beziehungen dar .;ADJD;erhärtet;19;Pos|Nom|Sg|Fem;ADJA;18
542339;NZZ_1994_04_08_a237_seg16_s2;Für die wissenschaftlich argumentierende Avantgarde schien eine auf das Minimum reduzierte Form der der sozialistischen Gesellschaft angemessene Ausdruck zu sein .;ADJD;argumentierend;4;Pos|Acc|Sg|Fem;ADJA;3
544883;NZZ_1994_04_09_a95_seg3_s4;"Die Aufgabe des Symposions , das sich mit der deutschen Italien-Rezeption von 1750 bis 1850 beschäftigte , bestand jedoch nicht nur darin , mit zahlreichen Vorträgen und Diskussionen seinem weiträumigen Thema wissenschaftlich gerecht zu werden ; es sollte auch auf ein Projekt aufmerksam machen , das in Weimar realisiert werden soll , das eigentlich ebenfalls mit « Italien in Germanien » überschrieben werden kann .";ADJD;gerecht;33;Pos;VVPP;32
561622;NZZ_1994_04_13_a88_seg7_s2;Die unkritische Weitergabe von wissenschaftlich umstrittenen Angaben sei zumindest täuschend und damit irreführend im Sinne von Art .;ADJD;umstritten;6;Pos|Dat|Pl|Fem;ADJA;5
562162;NZZ_1994_04_13_a106_seg3_s19;Ebenfalls mit öffentlichkeitswirksamer und mithin politisch interpretierbarer Plastik befasst sich Andreas Beyer in seiner Studie zum wissenschaftlich oft erörterten Triumphbogen Alfonsos I. von Aragon in Neapel .;ADJD;oft;18;--;ADV;17
562221;NZZ_1994_04_13_a110_seg5_s3;So wie wissenschaftlich geführte zoologische Gärten in Erhaltungszuchtprogrammen für bedrohte Tierarten zusammenarbeiten , hat die Sammlung ihre Funktion als Arche Noah für gefährdete oder in ihrem ursprünglichen Lebensraum bereits verschwundene Sukkulentenspezies wahrzunehmen .;ADJD;No Head;1;No Head;No Head;3
570673;NZZ_1994_04_14_a228_seg12_s2;Erfreulich ist , dass es sich nicht um Phantasiegebilde handelt , sondern dass die Tiere wissenschaftlich korrekt wiedergegeben sind .;ADJD;korrekt;17;Pos;ADJD;16
579774;NZZ_1994_04_16_a78_seg6_s1;Verschiedene wissenschaftlich ausgewiesene Fachleute führten die Teilnehmer des Forums durch besonders zukunftsträchtige Sparten der Chemie , die im Zusammenhang mit Lebensqualität gerne vorwiegend mit Pharmazie und in jüngster Zeit allenfalls noch mit Biotechnologie assoziiert werden .;ADJD;ausgewiesen;3;Pos|Nom|Pl|Fem;ADJA;2
581421;NZZ_1994_04_16_a128_seg47_s1;Bis 1991 , als die Fondazione Rossini in Pesaro die erste wissenschaftlich korrekte und vollständige Ausgabe von Rossinis letzter italienischer Opera seria vorlegte , war « Semiramide » auf der Bühne nur in verstümmelten Fassungen zu sehen : Dieses Schicksal hatte die Oper in erster Linie ihren monumentalen Ausmassen von mehr als drei Stunden Musikzeit , zum anderen aber der bald in Verruf geratenen Tradition des canto fiorito zu verdanken , dem Rossini hier in einem derart ausufernden Masse gefrönt hatte , dass sich schon von der Mitte des 19. Jahrhunderts an kaum noch Sänger und Sängerinnen finden liessen , die diese tour de force von unzähligen kleinen Noten und Ornamenten ungekürzt auf sich nehmen wollten .;ADJD;korrekt;13;Pos|Nom|Sg|Fem;ADJA;12
581425;NZZ_1994_04_16_a128_seg47_s5;Die Frage bleibt , ob es bei einer solchen wissenschaftlich ambitionierten Wiederbelebung ausreicht , lediglich die Stimmen hochdotierter Weltstars ein wenig an Rossinis « geschnittenen Nudeln » zu ölen , denn viel mehr an Charakterisierung können sie alle der Tragödie nicht abgewinnen .;ADJD;ambitioniert;11;Pos|Dat|Sg|Fem;ADJA;10
581618;NZZ_1994_04_16_a129_seg13_s15;Gombrich muss der Vorwurf gemacht werden , vorschnell zu kapitulieren , wenn er behauptet : « Ich glaube , dass unsere Reaktionen auf ein Kunstwerk schlicht und einfach viel zu komplex sind , als dass man sie wissenschaftlich analysieren könnte . »;ADJD;analysieren;39;Full|-2;VVINF;38
587574;NZZ_1994_04_18_a65_seg10_s9;Es wäre nun aber wichtig , dass der Bundesrat in der zweiten Phase der Revision des Gesetzes über die politischen Rechte die ganze Problematik endlich anpackt und die entscheidenden Grundsatzfragen im Zusammenhang mit veröffentlichten Meinungsumfrageergebnissen in Abstimmungs- und Wahlkämpfen wenigstens in einem ersten Schritt wissenschaftlich abklären lässt .;ADJD;abklären;46;Full|-2;VVINF;45
588095;NZZ_1994_04_18_a85_seg3_s22;Die Klage darüber begleitet nicht erst diese neueste Darstellung der urartäischen Kultur ( siehe hier die Seiten 23 ff. , 32 ff. , 140 ff. zu den in alle Welt zerstreuten , wissenschaftlich nur teilweise zugänglichen Funden aus Toprakkale und Giyimli ) .;ADJD;zugänglich;36;Pos|Dat|Pl|Masc;ADJA;33
594280;NZZ_1994_04_19_a115_seg3_s32;Ein wissenschaftlich kritischer Katalog nimmt mit exakten Bildanalysen zu jedem Exponat Stellung .;ADJD;kritisch;3;Pos|Nom|Sg|Masc;ADJA;2
647940;NZZ_1994_04_29_a203_seg3_s11;Daneben legt er seinem Objekt gegenüber aber auch ein gleichsam wissenschaftlich objektiviertes Interesse an den Tag , wenn wiederholt die Statik des in seinen Grundfesten erschütterten Hauses überprüft wird .;ADJD;--;12;Pos|Acc|Sg|Neut;ADJA;11
662887;NZZ_1994_08_03_a90_seg8_s3;Das Bundesamt für Industrie , Gewerbe und Arbeit ( Biga ) hatte zwar den Auftrag erhalten , die Wechselwirkungen zwischen Gesundheit und Arbeitslosigkeit wissenschaftlich untersuchen zu lassen .;ADJD;untersuchen;25;Full|-2;VVINF;24
671880;NZZ_1994_08_05_a40_seg5_s4;Falls wir für Importprodukte strengere Massstäbe als das Gatt einführen möchten , müssten wir zuerst « wissenschaftlich beweisen » , dass die Gesundheit akut gefährdet ist .;ADJD;beweisen;18;Full|-2;VVINF;17
678013;NZZ_1994_08_06_a65_seg2_s24;Der Bundesrat könnte Stellung beziehen , ohne dass er den ursprünglichen Vorsatz fallenlassen müsste , die Versuche mit ärztlich abgegebenen Betäubungsmitteln wissenschaftlich auszuwerten , bevor daraus politische Schlüsse gezogen werden .;ADJD;auswerten;23;Full|zu;VVIZU;22
